Shelf Id,Event Id,Timestamp, 
32s,1332,2017-12-25 03:13:13,
1s,1353,2017-12-25 03:34:13,
38s,1357,2017-12-25 03:37:13,
6s,1358,2017-12-25 03:37:13,
29s,1389,2017-12-25 03:58:13,
15s,1390,2017-12-25 03:58:13,
32s,1406,2017-12-25 04:08:13,
25s,1421,2017-12-25 04:20:13,
17s,1429,2017-12-25 04:25:13,
24s,1458,2017-12-25 04:55:13,
4s,1477,2017-12-25 05:07:13,
31s,1520,2017-12-25 05:37:13,
29s,1521,2017-12-25 05:38:13,
18s,1531,2017-12-25 05:44:13,
39s,1535,2017-12-25 05:47:13,
12s,1544,2017-12-25 05:53:13,
0s,1546,2017-12-25 05:55:13,
19s,1581,2017-12-25 06:27:13,
11s,1619,2017-12-25 07:04:13,
26s,1620,2017-12-25 07:04:13,
5s,1623,2017-12-25 07:06:13,
20s,1640,2017-12-25 07:18:13,
16s,1668,2017-12-25 07:37:13,
13s,1705,2017-12-25 08:23:13,
11s,1717,2017-12-25 08:41:13,
35s,1754,2017-12-25 09:11:13,
25s,1758,2017-12-25 09:17:13,
4s,1767,2017-12-25 09:36:13,
9s,1808,2017-12-25 10:12:13,
24s,1816,2017-12-25 10:19:13,
6s,1848,2017-12-25 11:05:13,
17s,1861,2017-12-25 11:15:13,
3s,1863,2017-12-25 11:15:13,
16s,1880,2017-12-25 11:35:13,
26s,1907,2017-12-25 11:57:13,
14s,1919,2017-12-25 12:07:13,
37s,1952,2017-12-25 12:41:13,
19s,1964,2017-12-25 12:53:13,
0s,2001,2017-12-25 13:42:13,
13s,2011,2017-12-25 13:56:13,
31s,2027,2017-12-25 14:17:13,
20s,2044,2017-12-25 14:33:13,
35s,2083,2017-12-25 15:21:13,
23s,2084,2017-12-25 15:21:13,
4s,2090,2017-12-25 15:32:13,
5s,2119,2017-12-25 15:59:13,
37s,2179,2017-12-25 17:20:13,
23s,2213,2017-12-25 18:04:13,
14s,2218,2017-12-25 18:11:13,
22s,2288,2017-12-25 19:58:13,
5s,2304,2017-12-25 20:23:13,
19s,2321,2017-12-25 20:53:13,
29s,2364,2017-12-25 22:22:13,
38s,2387,2017-12-25 22:46:13,
14s,2389,2017-12-25 22:47:13,
13s,2425,2017-12-25 23:16:13,
39s,2429,2017-12-25 23:20:13,
25s,2450,2017-12-25 23:44:13,
12s,2484,2017-12-26 00:33:13,
6s,2488,2017-12-26 00:37:13,
2s,2540,2017-12-26 02:03:13,
13s,2551,2017-12-26 02:16:13,
26s,2571,2017-12-26 02:33:13,
7s,2584,2017-12-26 02:45:13,
11s,2607,2017-12-26 03:21:13,
17s,2622,2017-12-26 03:55:13,
16s,2652,2017-12-26 04:59:13,
13s,2660,2017-12-26 05:07:13,
8s,2701,2017-12-26 06:40:13,
18s,2730,2017-12-26 07:18:13,
17s,2744,2017-12-26 07:40:13,
32s,2760,2017-12-26 08:09:13,
21s,2823,2017-12-26 09:53:13,
2s,2870,2017-12-26 11:26:13,
