Case Id,Start Timestamp,End Timesstamp,Event Name,Event Type,Subjec Group,Subject Id,Object Group,Object Id,Event Id
449RP,2017-12-25 02:49:13,2017-12-25 02:54:13,putdown current shelf,process activity,robot,16r,shelf,-1s,1315
449RP,2017-12-25 02:54:13,2017-12-25 03:06:13,go to approriate shelf,process activity,robot,16r,shelf,32s,1317
293RP,2017-12-25 03:01:13,2017-12-25 03:09:13,putdown current shelf,process activity,robot,20r,shelf,-1s,1322
433RP,2017-12-25 03:04:13,2017-12-25 03:10:13,putdown current shelf,process activity,robot,19r,shelf,-1s,1324
350RP,2017-12-25 03:10:13,2017-12-25 03:16:13,putdown current shelf,process activity,robot,18r,shelf,-1s,1330
768RP,2017-12-25 03:18:13,2017-12-25 03:21:13,putdown current shelf,process activity,robot,22r,shelf,-1s,1335
768RP,2017-12-25 03:21:13,2017-12-25 03:25:13,go to approriate shelf,process activity,robot,22r,shelf,1s,1338
293RP,2017-12-25 03:10:13,2017-12-25 03:26:13,go to approriate shelf,process activity,robot,20r,shelf,6s,1329
433RP,2017-12-25 03:11:13,2017-12-25 03:28:13,go to approriate shelf,process activity,robot,19r,shelf,38s,1331
350RP,2017-12-25 03:17:13,2017-12-25 03:31:13,go to approriate shelf,process activity,robot,18r,shelf,12s,1333
449RP,2017-12-25 03:21:13,2017-12-25 03:34:13,reduce speed,process activity,robot,16r,shelf,32s,1337
449RP,2017-12-25 03:08:13,2017-12-25 03:34:13,move shelf to dock,process activity,robot,16r,shelf,32s,1326
167RP,2017-12-25 03:26:13,2017-12-25 03:35:13,putdown current shelf,process activity,robot,5r,shelf,-1s,1343
126RP,2017-12-25 03:33:13,2017-12-25 03:35:13,putdown current shelf,process activity,robot,24r,shelf,-1s,1351
167RP,2017-12-25 03:35:13,2017-12-25 03:44:13,go to approriate shelf,process activity,robot,5r,shelf,29s,1354
126RP,2017-12-25 03:36:13,2017-12-25 03:45:13,go to approriate shelf,process activity,robot,24r,shelf,15s,1355
350RP,2017-12-25 03:33:13,2017-12-25 03:48:13,move shelf to dock,process activity,robot,18r,shelf,12s,1350
433RP,2017-12-25 03:38:13,2017-12-25 03:49:13,reduce speed,process activity,robot,19r,shelf,38s,1359
433RP,2017-12-25 03:30:13,2017-12-25 03:49:13,move shelf to dock,process activity,robot,19r,shelf,38s,1347
645RP,2017-12-25 03:43:13,2017-12-25 03:51:13,putdown current shelf,process activity,robot,23r,shelf,-1s,1368
523RP,2017-12-25 03:40:13,2017-12-25 03:53:13,putdown current shelf,process activity,robot,14r,shelf,-1s,1364
768RP,2017-12-25 03:42:13,2017-12-25 03:54:13,reduce speed,process activity,robot,22r,shelf,1s,1367
768RP,2017-12-25 03:26:13,2017-12-25 03:54:13,move shelf to dock,process activity,robot,22r,shelf,1s,1342
167RP,2017-12-25 03:45:13,2017-12-25 03:56:13,move shelf to dock,process activity,robot,5r,shelf,29s,1373
293RP,2017-12-25 03:48:13,2017-12-25 03:59:13,reduce speed,process activity,robot,20r,shelf,6s,1376
293RP,2017-12-25 03:28:13,2017-12-25 03:59:13,move shelf to dock,process activity,robot,20r,shelf,6s,1345
645RP,2017-12-25 03:52:13,2017-12-25 04:00:13,go to approriate shelf,process activity,robot,23r,shelf,32s,1380
617RP,2017-12-25 03:47:13,2017-12-25 04:02:13,putdown current shelf,process activity,robot,9r,shelf,-1s,1375
645RP,2017-12-25 03:44:13,2017-12-25 04:06:13,move shelf from dock,process activity,robot,16r,shelf,32s,1371
523RP,2017-12-25 03:53:13,2017-12-25 04:11:13,go to approriate shelf,process activity,robot,14r,shelf,25s,1383
126RP,2017-12-25 04:08:13,2017-12-25 04:14:13,reduce speed,process activity,robot,24r,shelf,15s,1407
126RP,2017-12-25 03:51:13,2017-12-25 04:14:13,move shelf to dock,process activity,robot,24r,shelf,15s,1379
676RP,2017-12-25 04:06:13,2017-12-25 04:15:13,putdown current shelf,process activity,robot,12r,shelf,-1s,1403
523RP,2017-12-25 04:13:13,2017-12-25 04:18:13,move shelf to dock,process activity,robot,14r,shelf,25s,1413
617RP,2017-12-25 04:03:13,2017-12-25 04:20:13,go to approriate shelf,process activity,robot,9r,shelf,17s,1397
350RP,2017-12-25 04:11:13,2017-12-25 04:23:13,move shelf from dock,process activity,robot,18r,shelf,12s,1411
645RP,2017-12-25 04:18:13,2017-12-25 04:23:13,reduce speed,process activity,robot,23r,shelf,32s,1418
645RP,2017-12-25 04:02:13,2017-12-25 04:23:13,move shelf to dock,process activity,robot,23r,shelf,32s,1395
169RP,2017-12-25 04:18:13,2017-12-25 04:28:13,putdown current shelf,process activity,robot,0r,shelf,-1s,1419
725RP,2017-12-25 04:14:13,2017-12-25 04:28:13,putdown current shelf,process activity,robot,1r,shelf,-1s,1414
433RP,2017-12-25 04:08:13,2017-12-25 04:28:13,move shelf from dock,process activity,robot,19r,shelf,38s,1405
167RP,2017-12-25 04:21:13,2017-12-25 04:33:13,move shelf from dock,process activity,robot,5r,shelf,29s,1424
676RP,2017-12-25 04:16:13,2017-12-25 04:36:13,go to approriate shelf,process activity,robot,12r,shelf,24s,1416
617RP,2017-12-25 04:35:13,2017-12-25 04:49:13,reduce speed,process activity,robot,9r,shelf,17s,1446
617RP,2017-12-25 04:21:13,2017-12-25 04:50:13,move shelf to dock,process activity,robot,9r,shelf,17s,1423
768RP,2017-12-25 04:34:13,2017-12-25 04:53:13,move shelf from dock,process activity,robot,22r,shelf,1s,1442
725RP,2017-12-25 04:29:13,2017-12-25 04:53:13,go to approriate shelf,process activity,robot,1r,shelf,9s,1434
293RP,2017-12-25 04:30:13,2017-12-25 04:55:13,move shelf from dock,process activity,robot,20r,shelf,6s,1437
169RP,2017-12-25 04:29:13,2017-12-25 04:55:13,go to approriate shelf,process activity,robot,0r,shelf,4s,1435
601RP,2017-12-25 04:36:13,2017-12-25 04:56:13,putdown current shelf,process activity,robot,7r,shelf,-1s,1447
676RP,2017-12-25 04:38:13,2017-12-25 05:03:13,move shelf to dock,process activity,robot,12r,shelf,24s,1449
476RP,2017-12-25 05:02:13,2017-12-25 05:04:13,putdown current shelf,process activity,robot,3r,shelf,-1s,1469
725RP,2017-12-25 04:55:13,2017-12-25 05:05:13,move shelf to dock,process activity,robot,1r,shelf,9s,1456
523RP,2017-12-25 04:57:13,2017-12-25 05:08:13,move shelf from dock,process activity,robot,14r,shelf,25s,1460
601RP,2017-12-25 05:01:13,2017-12-25 05:11:13,go to approriate shelf,process activity,robot,7r,shelf,3s,1466
126RP,2017-12-25 05:00:13,2017-12-25 05:14:13,move shelf from dock,process activity,robot,24r,shelf,15s,1465
539RP,2017-12-25 05:07:13,2017-12-25 05:15:13,putdown current shelf,process activity,robot,13r,shelf,-1s,1478
645RP,2017-12-25 05:04:13,2017-12-25 05:15:13,move shelf from dock,process activity,robot,23r,shelf,32s,1473
601RP,2017-12-25 05:13:13,2017-12-25 05:16:13,move shelf to dock,process activity,robot,7r,shelf,3s,1486
637RP,2017-12-25 05:08:13,2017-12-25 05:18:13,putdown current shelf,process activity,robot,17r,shelf,-1s,1479
319RP,2017-12-25 05:09:13,2017-12-25 05:18:13,putdown current shelf,process activity,robot,16r,shelf,32s,1481
97RP,2017-12-25 05:14:13,2017-12-25 05:23:13,putdown current shelf,process activity,robot,11r,shelf,-1s,1488
539RP,2017-12-25 05:15:13,2017-12-25 05:23:13,go to approriate shelf,process activity,robot,13r,shelf,31s,1490
476RP,2017-12-25 05:05:13,2017-12-25 05:25:13,go to approriate shelf,process activity,robot,3r,shelf,29s,1474
169RP,2017-12-25 05:15:13,2017-12-25 05:27:13,reduce speed,process activity,robot,0r,shelf,4s,1489
169RP,2017-12-25 05:02:13,2017-12-25 05:28:13,move shelf to dock,process activity,robot,0r,shelf,4s,1468
725RP,2017-12-25 05:22:13,2017-12-25 05:30:13,move shelf from dock,process activity,robot,1r,shelf,9s,1500
617RP,2017-12-25 05:11:13,2017-12-25 05:31:13,move shelf from dock,process activity,robot,9r,shelf,17s,1484
416RP,2017-12-25 05:23:13,2017-12-25 05:31:13,putdown current shelf,process activity,robot,4r,shelf,-1s,1501
637RP,2017-12-25 05:18:13,2017-12-25 05:32:13,go to approriate shelf,process activity,robot,17r,shelf,18s,1494
97RP,2017-12-25 05:23:13,2017-12-25 05:36:13,go to approriate shelf,process activity,robot,11r,shelf,39s,1502
319RP,2017-12-25 05:19:13,2017-12-25 05:40:13,go to approriate shelf,process activity,robot,16r,shelf,0s,1495
637RP,2017-12-25 05:34:13,2017-12-25 05:42:13,move shelf to dock,process activity,robot,17r,shelf,18s,1516
416RP,2017-12-25 05:32:13,2017-12-25 05:45:13,go to approriate shelf,process activity,robot,4r,shelf,12s,1514
601RP,2017-12-25 05:38:13,2017-12-25 05:48:13,move shelf from dock,process activity,robot,7r,shelf,3s,1522
539RP,2017-12-25 05:41:13,2017-12-25 05:48:13,reduce speed,process activity,robot,13r,shelf,31s,1526
539RP,2017-12-25 05:27:13,2017-12-25 05:48:13,move shelf to dock,process activity,robot,13r,shelf,31s,1506
319RP,2017-12-25 05:41:13,2017-12-25 05:53:13,move shelf to dock,process activity,robot,16r,shelf,0s,1525
676RP,2017-12-25 05:45:13,2017-12-25 05:56:13,move shelf from dock,process activity,robot,12r,shelf,24s,1532
169RP,2017-12-25 05:42:13,2017-12-25 05:57:13,move shelf from dock,process activity,robot,0r,shelf,4s,1527
476RP,2017-12-25 05:42:13,2017-12-25 05:57:13,reduce speed,process activity,robot,3r,shelf,29s,1528
476RP,2017-12-25 05:27:13,2017-12-25 05:57:13,move shelf to dock,process activity,robot,3r,shelf,29s,1505
97RP,2017-12-25 05:57:13,2017-12-25 05:59:13,reduce speed,process activity,robot,11r,shelf,39s,1550
97RP,2017-12-25 05:42:13,2017-12-25 05:59:13,move shelf to dock,process activity,robot,11r,shelf,39s,1529
145RP,2017-12-25 05:56:13,2017-12-25 06:02:13,putdown current shelf,process activity,robot,19r,shelf,38s,1549
637RP,2017-12-25 05:53:13,2017-12-25 06:11:13,move shelf from dock,process activity,robot,17r,shelf,18s,1543
476RP,2017-12-25 06:07:13,2017-12-25 06:14:13,move shelf from dock,process activity,robot,3r,shelf,29s,1561
416RP,2017-12-25 06:02:13,2017-12-25 06:15:13,reduce speed,process activity,robot,4r,shelf,12s,1555
416RP,2017-12-25 05:47:13,2017-12-25 06:16:13,move shelf to dock,process activity,robot,4r,shelf,12s,1534
145RP,2017-12-25 06:02:13,2017-12-25 06:17:13,go to approriate shelf,process activity,robot,19r,shelf,19s,1556
97RP,2017-12-25 06:11:13,2017-12-25 06:20:13,move shelf from dock,process activity,robot,11r,shelf,39s,1566
539RP,2017-12-25 06:04:13,2017-12-25 06:20:13,move shelf from dock,process activity,robot,13r,shelf,31s,1559
319RP,2017-12-25 06:13:13,2017-12-25 06:23:13,move shelf from dock,process activity,robot,16r,shelf,0s,1570
416RP,2017-12-25 06:24:13,2017-12-25 06:27:13,move shelf from dock,process activity,robot,4r,shelf,12s,1580
249RP,2017-12-25 06:35:13,2017-12-25 06:41:13,putdown current shelf,process activity,robot,9r,shelf,17s,1585
731RP,2017-12-25 06:40:13,2017-12-25 06:42:13,putdown current shelf,process activity,robot,21r,shelf,-1s,1592
145RP,2017-12-25 06:33:13,2017-12-25 06:48:13,reduce speed,process activity,robot,19r,shelf,19s,1583
145RP,2017-12-25 06:19:13,2017-12-25 06:48:13,move shelf to dock,process activity,robot,19r,shelf,19s,1575
249RP,2017-12-25 06:41:13,2017-12-25 06:56:13,go to approriate shelf,process activity,robot,9r,shelf,11s,1593
380RP,2017-12-25 06:53:13,2017-12-25 06:57:13,putdown current shelf,process activity,robot,8r,shelf,-1s,1605
