Shelf Id,Event Id,Timestamp, 
5s,1360,2017-12-25 03:39:30,
3s,1363,2017-12-25 03:40:30,
10s,1364,2017-12-25 03:41:30,
27s,1366,2017-12-25 03:43:30,
21s,1382,2017-12-25 03:51:30,
24s,1405,2017-12-25 04:08:30,
8s,1410,2017-12-25 04:11:30,
15s,1422,2017-12-25 04:18:30,
6s,1473,2017-12-25 04:54:30,
33s,1476,2017-12-25 04:55:30,
2s,1487,2017-12-25 05:02:30,
8s,1491,2017-12-25 05:05:30,
11s,1497,2017-12-25 05:07:30,
7s,1517,2017-12-25 05:24:30,
0s,1541,2017-12-25 05:41:30,
35s,1557,2017-12-25 05:52:30,
15s,1564,2017-12-25 05:57:30,
10s,1565,2017-12-25 05:57:30,
32s,1614,2017-12-25 06:34:30,
3s,1633,2017-12-25 06:57:30,
13s,1669,2017-12-25 08:07:30,
3s,1698,2017-12-25 08:26:30,
36s,1705,2017-12-25 08:32:30,
21s,1707,2017-12-25 08:33:30,
16s,1710,2017-12-25 08:35:30,
32s,1721,2017-12-25 08:42:30,
37s,1763,2017-12-25 09:12:30,
6s,1780,2017-12-25 09:24:30,
7s,1789,2017-12-25 09:30:30,
28s,1807,2017-12-25 09:46:30,
36s,1813,2017-12-25 09:49:30,
22s,1842,2017-12-25 10:16:30,
27s,1851,2017-12-25 10:24:30,
33s,1864,2017-12-25 10:31:30,
9s,1870,2017-12-25 10:39:30,
21s,1893,2017-12-25 11:00:30,
23s,1924,2017-12-25 11:38:30,
2s,1939,2017-12-25 12:00:30,
35s,1950,2017-12-25 12:15:30,
7s,1992,2017-12-25 13:04:30,
33s,2029,2017-12-25 13:43:30,
20s,2037,2017-12-25 13:55:30,
1s,2046,2017-12-25 14:03:30,
13s,2091,2017-12-25 14:55:30,
31s,2096,2017-12-25 14:59:30,
20s,2152,2017-12-25 16:42:30,
19s,2172,2017-12-25 17:00:30,
17s,2183,2017-12-25 17:09:30,
28s,2197,2017-12-25 17:22:30,
25s,2206,2017-12-25 17:30:30,
2s,2253,2017-12-25 18:32:30,
31s,2262,2017-12-25 18:40:30,
8s,2289,2017-12-25 19:19:30,
16s,2310,2017-12-25 19:45:30,
5s,2329,2017-12-25 20:12:30,
29s,2368,2017-12-25 21:25:30,
31s,2411,2017-12-25 22:37:30,
13s,2434,2017-12-25 23:19:30,
4s,2465,2017-12-26 00:26:30,
19s,2484,2017-12-26 00:51:30,
19s,2544,2017-12-26 02:20:30,
39s,2547,2017-12-26 02:27:30,
20s,2550,2017-12-26 02:28:30,
35s,2585,2017-12-26 03:06:30,
27s,2592,2017-12-26 03:11:30,
26s,2644,2017-12-26 04:16:30,
18s,2654,2017-12-26 04:22:30,
1s,2686,2017-12-26 05:02:30,
39s,2711,2017-12-26 05:41:30,
35s,2752,2017-12-26 07:21:30,
34s,2773,2017-12-26 07:46:30,
14s,2785,2017-12-26 08:01:30,
2s,2806,2017-12-26 08:50:30,
11s,2826,2017-12-26 09:27:30,
21s,2843,2017-12-26 10:02:30,
