Case Id,Start Timestamp,End Timesstamp,Event Name,Event Type,Subjec Group,Subject Id,Object Group,Object Id,Event Id
655RP,2017-12-25 02:49:30,2017-12-25 02:52:30,putdown current shelf,process activity,robot,16r,shelf,-1s,1315
655RP,2017-12-25 02:53:30,2017-12-25 03:08:30,go to approriate shelf,process activity,robot,16r,shelf,27s,1316
744RP,2017-12-25 03:00:30,2017-12-25 03:10:30,putdown current shelf,process activity,robot,11r,shelf,-1s,1320
655RP,2017-12-25 03:11:30,2017-12-25 03:15:30,move shelf to dock,process activity,robot,16r,shelf,27s,1325
744RP,2017-12-25 03:10:30,2017-12-25 03:17:30,go to approriate shelf,process activity,robot,11r,shelf,5s,1324
661RP,2017-12-25 03:17:30,2017-12-25 03:21:30,putdown current shelf,process activity,robot,6r,shelf,-1s,1329
661RP,2017-12-25 03:21:30,2017-12-25 03:25:30,go to approriate shelf,process activity,robot,6r,shelf,3s,1336
428RP,2017-12-25 03:20:30,2017-12-25 03:28:30,putdown current shelf,process activity,robot,15r,shelf,-1s,1334
630RP,2017-12-25 03:27:30,2017-12-25 03:31:30,putdown current shelf,process activity,robot,7r,shelf,-1s,1341
781RP,2017-12-25 03:29:30,2017-12-25 03:31:30,putdown current shelf,process activity,robot,18r,shelf,-1s,1347
428RP,2017-12-25 03:29:30,2017-12-25 03:33:30,go to approriate shelf,process activity,robot,15r,shelf,10s,1345
630RP,2017-12-25 03:31:30,2017-12-25 03:35:30,go to approriate shelf,process activity,robot,7r,shelf,27s,1350
630RP,2017-12-25 03:29:30,2017-12-25 03:37:30,move shelf from dock,process activity,robot,16r,shelf,27s,1346
744RP,2017-12-25 03:19:30,2017-12-25 03:37:30,move shelf to dock,process activity,robot,11r,shelf,5s,1331
260RP,2017-12-25 03:35:30,2017-12-25 03:39:30,putdown current shelf,process activity,robot,22r,shelf,-1s,1355
781RP,2017-12-25 03:32:30,2017-12-25 03:47:30,go to approriate shelf,process activity,robot,18r,shelf,21s,1351
34RP,2017-12-25 03:51:30,2017-12-25 03:54:30,putdown current shelf,process activity,robot,1r,shelf,-1s,1379
661RP,2017-12-25 03:44:30,2017-12-25 03:54:30,reduce speed,process activity,robot,6r,shelf,3s,1368
661RP,2017-12-25 03:27:30,2017-12-25 03:54:30,move shelf to dock,process activity,robot,6r,shelf,3s,1342
260RP,2017-12-25 03:40:30,2017-12-25 03:58:30,go to approriate shelf,process activity,robot,22r,shelf,24s,1361
270RP,2017-12-25 03:52:30,2017-12-25 04:00:30,putdown current shelf,process activity,robot,12r,shelf,-1s,1383
744RP,2017-12-25 03:44:30,2017-12-25 04:01:30,move shelf from dock,process activity,robot,11r,shelf,5s,1369
428RP,2017-12-25 03:43:30,2017-12-25 04:03:30,reduce speed,process activity,robot,15r,shelf,10s,1367
428RP,2017-12-25 03:35:30,2017-12-25 04:03:30,move shelf to dock,process activity,robot,15r,shelf,10s,1354
34RP,2017-12-25 03:54:30,2017-12-25 04:03:30,go to approriate shelf,process activity,robot,1r,shelf,8s,1384
270RP,2017-12-25 04:01:30,2017-12-25 04:04:30,go to approriate shelf,process activity,robot,12r,shelf,15s,1393
630RP,2017-12-25 03:58:30,2017-12-25 04:07:30,reduce speed,process activity,robot,7r,shelf,27s,1389
630RP,2017-12-25 03:40:30,2017-12-25 04:07:30,move shelf to dock,process activity,robot,7r,shelf,27s,1362
661RP,2017-12-25 04:03:30,2017-12-25 04:12:30,move shelf from dock,process activity,robot,6r,shelf,3s,1395
624RP,2017-12-25 04:11:30,2017-12-25 04:15:30,putdown current shelf,process activity,robot,13r,shelf,-1s,1409
270RP,2017-12-25 04:05:30,2017-12-25 04:15:30,move shelf to dock,process activity,robot,12r,shelf,15s,1399
630RP,2017-12-25 04:14:30,2017-12-25 04:19:30,move shelf from dock,process activity,robot,7r,shelf,27s,1415
781RP,2017-12-25 04:08:30,2017-12-25 04:20:30,reduce speed,process activity,robot,18r,shelf,21s,1404
781RP,2017-12-25 03:51:30,2017-12-25 04:20:30,move shelf to dock,process activity,robot,18r,shelf,21s,1381
733RP,2017-12-25 04:17:30,2017-12-25 04:25:30,putdown current shelf,process activity,robot,16r,shelf,27s,1419
65RP,2017-12-25 04:22:30,2017-12-25 04:31:30,putdown current shelf,process activity,robot,17r,shelf,-1s,1427
790RP,2017-12-25 04:28:30,2017-12-25 04:32:30,putdown current shelf,process activity,robot,5r,shelf,-1s,1434
