Case Id,Start Timestamp,End Timesstamp,Event Name,Event Type,Subjec Group,Subject Id,Object Group,Object Id,Event Id
637CP,2017-12-25 02:29:27,2017-12-25 02:30:27,Request product,process activity,clerk,1c,product,637p,1314
637CP,2017-12-25 02:31:27,2017-12-25 02:31:27,Assgin robot,process activity,robot,74r,shelf,89s,1315
962CP,2017-12-25 02:20:27,2017-12-25 02:33:27,Request product,process activity,clerk,1c,product,962p,1311
962CP,2017-12-25 02:34:27,2017-12-25 02:34:27,Assgin robot,process activity,robot,202r,shelf,22s,1318
2941CP,2017-12-25 02:36:27,2017-12-25 02:42:27,Request product,process activity,clerk,1c,product,2941p,1321
2941CP,2017-12-25 02:43:27,2017-12-25 02:43:27,Assgin robot,process activity,robot,234r,shelf,129s,1326
1288CP,2017-12-25 02:21:27,2017-12-25 02:47:27,Request product,process activity,clerk,1c,product,1288p,1312
1288CP,2017-12-25 02:47:27,2017-12-25 02:47:27,Assgin robot,process activity,robot,77r,shelf,57s,1331
2224CP,2017-12-25 02:45:27,2017-12-25 02:49:27,Request product,process activity,clerk,1c,product,2224p,1328
2224CP,2017-12-25 02:49:27,2017-12-25 02:49:27,Assgin robot,process activity,robot,149r,shelf,189s,1334
1516CP,2017-12-25 02:26:27,2017-12-25 02:51:27,Request product,process activity,clerk,1c,product,1516p,1313
1516CP,2017-12-25 02:51:27,2017-12-25 02:51:27,Assgin robot,process activity,robot,183r,shelf,62s,1337
637CP,2017-12-25 02:58:27,2017-12-25 02:58:27,check if the product was shaked,process activity,clerk,1c,product,637p,1348
3109CP,2017-12-25 02:33:27,2017-12-25 02:59:27,Request product,process activity,clerk,1c,product,3109p,1317
3109CP,2017-12-25 02:59:27,2017-12-25 02:59:27,Assgin robot,process activity,robot,35r,shelf,91s,1350
637CP,2017-12-25 03:04:27,2017-12-25 03:04:27,Product Delivered,process activity,clerk,1c,product,637p,1357
1724CP,2017-12-25 03:01:27,2017-12-25 03:04:27,Request product,process activity,clerk,1c,product,1724p,1353
1724CP,2017-12-25 03:04:27,2017-12-25 03:04:27,Assgin robot,process activity,robot,95r,shelf,79s,1358
3766CP,2017-12-25 02:48:27,2017-12-25 03:06:27,Request product,process activity,clerk,1c,product,3766p,1333
3766CP,2017-12-25 03:06:27,2017-12-25 03:06:27,Assgin robot,process activity,robot,109r,shelf,36s,1362
939CP,2017-12-25 02:40:27,2017-12-25 03:06:27,Request product,process activity,clerk,1c,product,939p,1324
939CP,2017-12-25 03:14:27,2017-12-25 03:14:27,Assgin robot,process activity,robot,171r,shelf,84s,1372
1676CP,2017-12-25 02:52:27,2017-12-25 03:17:27,Request product,process activity,clerk,1c,product,1676p,1338
1676CP,2017-12-25 03:18:27,2017-12-25 03:18:27,Assgin robot,process activity,robot,84r,shelf,83s,1381
156CP,2017-12-25 02:56:27,2017-12-25 03:20:27,Request product,process activity,clerk,1c,product,156p,1345
156CP,2017-12-25 03:20:27,2017-12-25 03:20:27,Assgin robot,process activity,robot,155r,shelf,163s,1386
3532CP,2017-12-25 03:05:27,2017-12-25 03:22:27,Request product,process activity,clerk,1c,product,3532p,1359
2676CP,2017-12-25 03:18:27,2017-12-25 03:22:27,Request product,process activity,clerk,1c,product,2676p,1382
2676CP,2017-12-25 03:31:27,2017-12-25 03:31:27,Assgin robot,process activity,robot,176r,shelf,168s,1403
3532CP,2017-12-25 03:32:27,2017-12-25 03:32:27,Assgin robot,process activity,robot,17r,shelf,131s,1404
