Case Id,Start Timestamp,End Timesstamp,Event Name,Event Type,Subjec Group,Subject Id,Object Group,Object Id,Event Id
6CP,2017-12-25 01:11:26,2017-12-25 01:18:26,Request product,process activity,clerk,1c,product,6p,1313
6CP,2017-12-25 01:19:26,2017-12-25 01:19:26,Assgin robot,process activity,robot,2r,shelf,4s,1314
36CP,2017-12-25 01:07:26,2017-12-25 01:21:26,Request product,process activity,clerk,1c,product,36p,1312
36CP,2017-12-25 01:22:26,2017-12-25 01:22:26,Assgin robot,process activity,robot,3r,shelf,3s,1317
1CP,2017-12-25 01:06:26,2017-12-25 01:26:26,Request product,process activity,clerk,1c,product,1p,1311
1CP,2017-12-25 01:27:26,2017-12-25 01:27:26,Assgin robot,process activity,robot,7r,shelf,4s,1322
12CP,2017-12-25 01:19:26,2017-12-25 01:35:26,Request product,process activity,clerk,1c,product,12p,1315
12CP,2017-12-25 01:36:26,2017-12-25 01:36:26,Assgin robot,process activity,robot,4r,shelf,4s,1327
85CP,2017-12-25 01:23:26,2017-12-25 01:43:26,Request product,process activity,clerk,1c,product,85p,1318
85CP,2017-12-25 01:43:26,2017-12-25 01:43:26,Assgin robot,process activity,robot,1r,shelf,2s,1331
6CP,2017-12-25 01:52:26,2017-12-25 01:53:26,check if the product was shaked,process activity,clerk,1c,product,6p,1342
83CP,2017-12-25 01:34:26,2017-12-25 01:53:26,Request product,process activity,clerk,1c,product,83p,1326
83CP,2017-12-25 01:54:26,2017-12-25 01:54:26,Assgin robot,process activity,robot,9r,shelf,0s,1345
30CP,2017-12-25 01:43:26,2017-12-25 02:06:26,Request product,process activity,clerk,1c,product,30p,1330
30CP,2017-12-25 02:06:26,2017-12-25 02:06:26,Assgin robot,process activity,robot,6r,shelf,1s,1361
6CP,2017-12-25 02:11:26,2017-12-25 02:11:26,Product Delivered,process activity,clerk,1c,product,6p,1365
36CP,2017-12-25 02:12:26,2017-12-25 02:12:26,check if the product was shaked,process activity,clerk,1c,product,36p,1367
44CP,2017-12-25 02:08:26,2017-12-25 02:13:26,Request product,process activity,clerk,1c,product,44p,1363
44CP,2017-12-25 02:16:26,2017-12-25 02:16:26,Assgin robot,process activity,robot,0r,shelf,3s,1372
36CP,2017-12-25 02:20:26,2017-12-25 02:20:26,Product Delivered,process activity,clerk,1c,product,36p,1378
83CP,2017-12-25 02:24:26,2017-12-25 02:24:26,check if the product was shaked,process activity,clerk,1c,product,83p,1384
61CP,2017-12-25 02:12:26,2017-12-25 02:35:26,Request product,process activity,clerk,1c,product,61p,1366
61CP,2017-12-25 02:36:26,2017-12-25 02:36:26,Assgin robot,process activity,robot,2r,shelf,0s,1399
83CP,2017-12-25 02:38:26,2017-12-25 02:38:26,Product Delivered,process activity,clerk,1c,product,83p,1402
1CP,2017-12-25 02:38:26,2017-12-25 02:38:26,check if the product was shaked,process activity,clerk,1c,product,1p,1403
86CP,2017-12-25 02:42:26,2017-12-25 02:51:26,Request product,process activity,clerk,1c,product,86p,1410
86CP,2017-12-25 02:52:26,2017-12-25 02:52:26,Assgin robot,process activity,robot,8r,shelf,2s,1415
62CP,2017-12-25 02:39:26,2017-12-25 02:57:26,Request product,process activity,clerk,1c,product,62p,1405
62CP,2017-12-25 02:57:26,2017-12-25 02:57:26,Assgin robot,process activity,robot,9r,shelf,2s,1420
1CP,2017-12-25 03:00:26,2017-12-25 03:00:26,Product Delivered,process activity,clerk,1c,product,1p,1425
85CP,2017-12-25 03:02:26,2017-12-25 03:02:26,check if the product was shaked,process activity,clerk,1c,product,85p,1429
85CP,2017-12-25 03:11:26,2017-12-25 03:11:26,Product Delivered,process activity,clerk,1c,product,85p,1438
44CP,2017-12-25 03:12:26,2017-12-25 03:12:26,check if the product was shaked,process activity,clerk,1c,product,44p,1440
20CP,2017-12-25 03:12:26,2017-12-25 03:17:26,Request product,process activity,clerk,1c,product,20p,1441
20CP,2017-12-25 03:18:26,2017-12-25 03:18:26,Assgin robot,process activity,robot,1r,shelf,3s,1446
29CP,2017-12-25 03:01:26,2017-12-25 03:24:26,Request product,process activity,clerk,1c,product,29p,1427
29CP,2017-12-25 03:24:26,2017-12-25 03:24:26,Assgin robot,process activity,robot,7r,shelf,3s,1450
44CP,2017-12-25 03:27:26,2017-12-25 03:27:26,Product Delivered,process activity,clerk,1c,product,44p,1455
30CP,2017-12-25 03:29:26,2017-12-25 03:29:26,check if the product was shaked,process activity,clerk,1c,product,30p,1458
67CP,2017-12-25 03:27:26,2017-12-25 03:30:26,Request product,process activity,clerk,1c,product,67p,1456
67CP,2017-12-25 03:31:26,2017-12-25 03:31:26,Assgin robot,process activity,robot,0r,shelf,2s,1461
30CP,2017-12-25 03:44:26,2017-12-25 03:44:26,Product Delivered,process activity,clerk,1c,product,30p,1469
61CP,2017-12-25 03:48:26,2017-12-25 03:48:26,check if the product was shaked,process activity,clerk,1c,product,61p,1474
61CP,2017-12-25 04:05:26,2017-12-25 04:05:26,Product Delivered,process activity,clerk,1c,product,61p,1480
12CP,2017-12-25 04:07:26,2017-12-25 04:07:26,check if the product was shaked,process activity,clerk,1c,product,12p,1483
55CP,2017-12-25 03:47:26,2017-12-25 04:09:26,Request product,process activity,clerk,1c,product,55p,1472
55CP,2017-12-25 04:10:26,2017-12-25 04:10:26,Assgin robot,process activity,robot,6r,shelf,1s,1487
93CP,2017-12-25 04:06:26,2017-12-25 04:25:26,Request product,process activity,clerk,1c,product,93p,1481
93CP,2017-12-25 04:25:26,2017-12-25 04:25:26,Assgin robot,process activity,robot,2r,shelf,2s,1495
12CP,2017-12-25 04:27:26,2017-12-25 04:27:26,Product Delivered,process activity,clerk,1c,product,12p,1497
86CP,2017-12-25 04:27:26,2017-12-25 04:27:26,check if the product was shaked,process activity,clerk,1c,product,86p,1498
86CP,2017-12-25 04:48:26,2017-12-25 04:48:26,Product Delivered,process activity,clerk,1c,product,86p,1515
20CP,2017-12-25 04:49:26,2017-12-25 04:49:26,check if the product was shaked,process activity,clerk,1c,product,20p,1518
20CP,2017-12-25 05:02:26,2017-12-25 05:02:26,Product Delivered,process activity,clerk,1c,product,20p,1528
62CP,2017-12-25 05:03:26,2017-12-25 05:03:26,check if the product was shaked,process activity,clerk,1c,product,62p,1529
2CP,2017-12-25 04:48:26,2017-12-25 05:10:26,Request product,process activity,clerk,1c,product,2p,1516
2CP,2017-12-25 05:11:26,2017-12-25 05:11:26,Assgin robot,process activity,robot,8r,shelf,0s,1535
62CP,2017-12-25 05:19:26,2017-12-25 05:19:26,Product Delivered,process activity,clerk,1c,product,62p,1539
55CP,2017-12-25 05:20:26,2017-12-25 05:20:26,check if the product was shaked,process activity,clerk,1c,product,55p,1540
55CP,2017-12-25 05:39:26,2017-12-25 05:40:26,Product Delivered,process activity,clerk,1c,product,55p,1545
29CP,2017-12-25 05:41:26,2017-12-25 05:41:26,check if the product was shaked,process activity,clerk,1c,product,29p,1548
42CP,2017-12-25 05:40:26,2017-12-25 06:01:26,Request product,process activity,clerk,1c,product,42p,1546
42CP,2017-12-25 06:01:26,2017-12-25 06:02:26,Assgin robot,process activity,robot,6r,shelf,0s,1560
29CP,2017-12-25 06:06:26,2017-12-25 06:06:26,Product Delivered,process activity,clerk,1c,product,29p,1562
67CP,2017-12-25 06:07:26,2017-12-25 06:07:26,check if the product was shaked,process activity,clerk,1c,product,67p,1566
67CP,2017-12-25 06:21:26,2017-12-25 06:21:26,Product Delivered,process activity,clerk,1c,product,67p,1573
93CP,2017-12-25 06:21:26,2017-12-25 06:21:26,check if the product was shaked,process activity,clerk,1c,product,93p,1574
8CP,2017-12-25 06:07:26,2017-12-25 06:30:26,Request product,process activity,clerk,1c,product,8p,1565
8CP,2017-12-25 06:30:26,2017-12-25 06:30:26,Assgin robot,process activity,robot,7r,shelf,4s,1580
93CP,2017-12-25 06:34:26,2017-12-25 06:34:26,Product Delivered,process activity,clerk,1c,product,93p,1583
2CP,2017-12-25 06:35:26,2017-12-25 06:35:26,check if the product was shaked,process activity,clerk,1c,product,2p,1584
2CP,2017-12-25 06:53:26,2017-12-25 06:53:26,Product Delivered,process activity,clerk,1c,product,2p,1597
42CP,2017-12-25 06:54:26,2017-12-25 06:54:26,check if the product was shaked,process activity,clerk,1c,product,42p,1598
42CP,2017-12-25 07:08:26,2017-12-25 07:08:26,Product Delivered,process activity,clerk,1c,product,42p,1606
8CP,2017-12-25 07:08:26,2017-12-25 07:08:26,check if the product was shaked,process activity,clerk,1c,product,8p,1607
8CP,2017-12-25 07:22:26,2017-12-25 07:22:26,Product Delivered,process activity,clerk,1c,product,8p,1610
