Shelf Id,Event Id,Timestamp, 
59s,1338,2017-12-25 02:54:21,
147s,1344,2017-12-25 02:56:21,
136s,1366,2017-12-25 03:10:21,
13s,1400,2017-12-25 03:34:21,
141s,1405,2017-12-25 03:36:21,
161s,1426,2017-12-25 03:49:21,
25s,1441,2017-12-25 03:58:21,
109s,1447,2017-12-25 04:01:21,
22s,1467,2017-12-25 04:15:21,
154s,1468,2017-12-25 04:15:21,
0s,1496,2017-12-25 04:30:21,
135s,1504,2017-12-25 04:36:21,
63s,1515,2017-12-25 04:43:21,
153s,1516,2017-12-25 04:43:21,
111s,1545,2017-12-25 05:04:21,
117s,1591,2017-12-25 05:30:21,
26s,1604,2017-12-25 05:38:21,
143s,1610,2017-12-25 05:44:21,
88s,1622,2017-12-25 05:52:21,
21s,1627,2017-12-25 05:56:21,
23s,1641,2017-12-25 06:06:21,
79s,1642,2017-12-25 06:06:21,
5s,1646,2017-12-25 06:08:21,
57s,1660,2017-12-25 06:20:21,
158s,1661,2017-12-25 06:20:21,
58s,1674,2017-12-25 06:29:21,
106s,1682,2017-12-25 06:34:21,
31s,1690,2017-12-25 06:39:21,
65s,1692,2017-12-25 06:41:21,
38s,1710,2017-12-25 06:53:21,
140s,1727,2017-12-25 07:03:21,
108s,1733,2017-12-25 07:07:21,
163s,1746,2017-12-25 07:14:21,
69s,1756,2017-12-25 07:21:21,
191s,1773,2017-12-25 07:31:21,
137s,1795,2017-12-25 07:45:21,
194s,1801,2017-12-25 07:47:21,
28s,1810,2017-12-25 07:51:21,
192s,1833,2017-12-25 08:06:21,
173s,1835,2017-12-25 08:07:21,
176s,1836,2017-12-25 08:07:21,
61s,1845,2017-12-25 08:12:21,
15s,1849,2017-12-25 08:14:21,
193s,1854,2017-12-25 08:16:21,
104s,1856,2017-12-25 08:17:21,
64s,1888,2017-12-25 08:34:21,
91s,1893,2017-12-25 08:37:21,
105s,1919,2017-12-25 08:51:21,
43s,1955,2017-12-25 09:17:21,
11s,1957,2017-12-25 09:19:21,
95s,1958,2017-12-25 09:19:21,
62s,1962,2017-12-25 09:22:21,
20s,1963,2017-12-25 09:22:21,
139s,1972,2017-12-25 09:27:21,
197s,1981,2017-12-25 09:33:21,
132s,1984,2017-12-25 09:36:21,
81s,1986,2017-12-25 09:36:21,
198s,1995,2017-12-25 09:41:21,
183s,1999,2017-12-25 09:44:21,
190s,2040,2017-12-25 10:08:21,
77s,2065,2017-12-25 10:23:21,
111s,2084,2017-12-25 10:41:21,
134s,2090,2017-12-25 10:45:21,
84s,2092,2017-12-25 10:45:21,
63s,2099,2017-12-25 10:49:21,
120s,2106,2017-12-25 10:55:21,
70s,2110,2017-12-25 10:57:21,
98s,2124,2017-12-25 11:06:21,
174s,2125,2017-12-25 11:07:21,
73s,2142,2017-12-25 11:16:21,
153s,2144,2017-12-25 11:18:21,
127s,2160,2017-12-25 11:28:21,
86s,2180,2017-12-25 11:40:21,
82s,2186,2017-12-25 11:43:21,
40s,2201,2017-12-25 11:53:21,
2s,2203,2017-12-25 11:54:21,
114s,2204,2017-12-25 11:54:21,
151s,2229,2017-12-25 12:13:21,
186s,2246,2017-12-25 12:26:21,
41s,2256,2017-12-25 12:33:21,
178s,2332,2017-12-25 13:27:21,
47s,2413,2017-12-25 14:21:21,
102s,2420,2017-12-25 14:24:21,
