Case Id,Start Timestamp,End Timesstamp,Event Name,Event Type,Subjec Group,Subject Id,Object Group,Object Id,Event Id
15RP,2017-12-25 01:19:00,2017-12-25 01:21:00,putdown current shelf,process activity,robot,7r,shelf,-1s,1315
38RP,2017-12-25 01:23:00,2017-12-25 01:29:00,putdown current shelf,process activity,robot,8r,shelf,-1s,1319
6RP,2017-12-25 01:25:00,2017-12-25 01:30:00,putdown current shelf,process activity,robot,2r,shelf,-1s,1321
15RP,2017-12-25 01:21:00,2017-12-25 01:36:00,go to approriate shelf,process activity,robot,7r,shelf,2s,1317
38RP,2017-12-25 01:30:00,2017-12-25 01:39:00,go to approriate shelf,process activity,robot,8r,shelf,3s,1322
6RP,2017-12-25 01:31:00,2017-12-25 01:40:00,go to approriate shelf,process activity,robot,2r,shelf,1s,1323
82RP,2017-12-25 01:45:00,2017-12-25 01:48:00,putdown current shelf,process activity,robot,5r,shelf,-1s,1335
15RP,2017-12-25 01:38:00,2017-12-25 01:52:00,move shelf to dock,process activity,robot,7r,shelf,2s,1326
38RP,2017-12-25 01:51:00,2017-12-25 01:57:00,reduce speed,process activity,robot,8r,shelf,3s,1338
38RP,2017-12-25 01:43:00,2017-12-25 01:57:00,move shelf to dock,process activity,robot,8r,shelf,3s,1331
98RP,2017-12-25 01:59:00,2017-12-25 02:01:00,putdown current shelf,process activity,robot,6r,shelf,-1s,1346
82RP,2017-12-25 01:48:00,2017-12-25 02:03:00,go to approriate shelf,process activity,robot,5r,shelf,4s,1337
6RP,2017-12-25 01:57:00,2017-12-25 02:08:00,reduce speed,process activity,robot,2r,shelf,1s,1342
6RP,2017-12-25 01:43:00,2017-12-25 02:08:00,move shelf to dock,process activity,robot,2r,shelf,1s,1330
98RP,2017-12-25 02:03:00,2017-12-25 02:14:00,go to approriate shelf,process activity,robot,6r,shelf,2s,1352
38RP,2017-12-25 02:03:00,2017-12-25 02:17:00,move shelf from dock,process activity,robot,8r,shelf,3s,1353
98RP,2017-12-25 02:01:00,2017-12-25 02:18:00,move shelf from dock,process activity,robot,7r,shelf,2s,1350
82RP,2017-12-25 02:05:00,2017-12-25 02:19:00,move shelf to dock,process activity,robot,5r,shelf,4s,1355
85RP,2017-12-25 02:18:00,2017-12-25 02:24:00,putdown current shelf,process activity,robot,4r,shelf,-1s,1368
98RP,2017-12-25 02:16:00,2017-12-25 02:24:00,move shelf to dock,process activity,robot,6r,shelf,2s,1364
85RP,2017-12-25 02:24:00,2017-12-25 02:26:00,go to approriate shelf,process activity,robot,4r,shelf,3s,1380
6RP,2017-12-25 02:17:00,2017-12-25 02:27:00,move shelf from dock,process activity,robot,2r,shelf,1s,1366
98RP,2017-12-25 02:29:00,2017-12-25 02:36:00,move shelf from dock,process activity,robot,6r,shelf,2s,1388
82RP,2017-12-25 02:24:00,2017-12-25 02:37:00,move shelf from dock,process activity,robot,5r,shelf,4s,1379
56RP,2017-12-25 02:34:00,2017-12-25 02:40:00,putdown current shelf,process activity,robot,1r,shelf,-1s,1392
85RP,2017-12-25 02:38:00,2017-12-25 02:47:00,reduce speed,process activity,robot,4r,shelf,3s,1396
85RP,2017-12-25 02:28:00,2017-12-25 02:47:00,move shelf to dock,process activity,robot,4r,shelf,3s,1386
16RP,2017-12-25 02:49:00,2017-12-25 02:52:00,putdown current shelf,process activity,robot,2r,shelf,1s,1405
56RP,2017-12-25 02:40:00,2017-12-25 02:54:00,go to approriate shelf,process activity,robot,1r,shelf,4s,1398
95RP,2017-12-25 03:01:00,2017-12-25 03:05:00,putdown current shelf,process activity,robot,0r,shelf,-1s,1419
85RP,2017-12-25 02:53:00,2017-12-25 03:06:00,move shelf from dock,process activity,robot,4r,shelf,3s,1410
16RP,2017-12-25 02:53:00,2017-12-25 03:07:00,go to approriate shelf,process activity,robot,2r,shelf,2s,1409
56RP,2017-12-25 03:10:00,2017-12-25 03:12:00,reduce speed,process activity,robot,1r,shelf,4s,1426
56RP,2017-12-25 02:56:00,2017-12-25 03:12:00,move shelf to dock,process activity,robot,1r,shelf,4s,1413
95RP,2017-12-25 03:06:00,2017-12-25 03:19:00,go to approriate shelf,process activity,robot,0r,shelf,3s,1422
40RP,2017-12-25 03:20:00,2017-12-25 03:24:00,putdown current shelf,process activity,robot,3r,shelf,-1s,1435
16RP,2017-12-25 03:16:00,2017-12-25 03:25:00,reduce speed,process activity,robot,2r,shelf,2s,1433
16RP,2017-12-25 03:09:00,2017-12-25 03:25:00,move shelf to dock,process activity,robot,2r,shelf,2s,1424
40RP,2017-12-25 03:24:00,2017-12-25 03:28:00,go to approriate shelf,process activity,robot,3r,shelf,4s,1442
0RP,2017-12-25 03:30:00,2017-12-25 03:33:00,putdown current shelf,process activity,robot,4r,shelf,3s,1448
