Case Id,Start Timestamp,End Timesstamp,Event Name,Event Type,Subjec Group,Subject Id,Object Group,Object Id,Event Id
15CP,2017-12-25 01:07:00,2017-12-25 01:18:00,Request product,process activity,clerk,1c,product,15p,1312
15CP,2017-12-25 01:18:00,2017-12-25 01:18:00,Assgin robot,process activity,robot,7r,shelf,2s,1314
38CP,2017-12-25 01:15:00,2017-12-25 01:22:00,Request product,process activity,clerk,1c,product,38p,1313
38CP,2017-12-25 01:22:00,2017-12-25 01:22:00,Assgin robot,process activity,robot,8r,shelf,3s,1318
6CP,2017-12-25 01:06:00,2017-12-25 01:24:00,Request product,process activity,clerk,1c,product,6p,1311
6CP,2017-12-25 01:24:00,2017-12-25 01:24:00,Assgin robot,process activity,robot,2r,shelf,1s,1320
98CP,2017-12-25 01:19:00,2017-12-25 01:42:00,Request product,process activity,clerk,1c,product,98p,1316
82CP,2017-12-25 01:39:00,2017-12-25 01:43:00,Request product,process activity,clerk,1c,product,82p,1327
98CP,2017-12-25 01:44:00,2017-12-25 01:44:00,Assgin robot,process activity,robot,6r,shelf,2s,1332
82CP,2017-12-25 01:44:00,2017-12-25 01:44:00,Assgin robot,process activity,robot,5r,shelf,4s,1334
56CP,2017-12-25 01:34:00,2017-12-25 01:58:00,Request product,process activity,clerk,1c,product,56p,1324
56CP,2017-12-25 02:00:00,2017-12-25 02:00:00,Assgin robot,process activity,robot,1r,shelf,4s,1348
15CP,2017-12-25 02:00:00,2017-12-25 02:01:00,check if the product was shaked,process activity,clerk,1c,product,15p,1349
85CP,2017-12-25 02:07:00,2017-12-25 02:15:00,Request product,process activity,clerk,1c,product,85p,1357
85CP,2017-12-25 02:15:00,2017-12-25 02:15:00,Assgin robot,process activity,robot,4r,shelf,3s,1363
15CP,2017-12-25 02:16:00,2017-12-25 02:16:00,Product Delivered,process activity,clerk,1c,product,15p,1365
38CP,2017-12-25 02:18:00,2017-12-25 02:18:00,check if the product was shaked,process activity,clerk,1c,product,38p,1369
95CP,2017-12-25 01:55:00,2017-12-25 02:19:00,Request product,process activity,clerk,1c,product,95p,1341
95CP,2017-12-25 02:20:00,2017-12-25 02:20:00,Assgin robot,process activity,robot,0r,shelf,3s,1373
40CP,2017-12-25 02:17:00,2017-12-25 02:27:00,Request product,process activity,clerk,1c,product,40p,1367
40CP,2017-12-25 02:28:00,2017-12-25 02:28:00,Assgin robot,process activity,robot,3r,shelf,4s,1385
38CP,2017-12-25 02:33:00,2017-12-25 02:33:00,Product Delivered,process activity,clerk,1c,product,38p,1389
6CP,2017-12-25 02:33:00,2017-12-25 02:33:00,check if the product was shaked,process activity,clerk,1c,product,6p,1390
97CP,2017-12-25 02:19:00,2017-12-25 02:35:00,Request product,process activity,clerk,1c,product,97p,1372
97CP,2017-12-25 02:35:00,2017-12-25 02:35:00,Assgin robot,process activity,robot,7r,shelf,3s,1393
10CP,2017-12-25 02:23:00,2017-12-25 02:39:00,Request product,process activity,clerk,1c,product,10p,1378
10CP,2017-12-25 02:40:00,2017-12-25 02:40:00,Assgin robot,process activity,robot,9r,shelf,3s,1397
6CP,2017-12-25 02:40:00,2017-12-25 02:40:00,Product Delivered,process activity,clerk,1c,product,6p,1399
82CP,2017-12-25 02:41:00,2017-12-25 02:41:00,check if the product was shaked,process activity,clerk,1c,product,82p,1401
16CP,2017-12-25 02:41:00,2017-12-25 02:47:00,Request product,process activity,clerk,1c,product,16p,1400
16CP,2017-12-25 02:47:00,2017-12-25 02:47:00,Assgin robot,process activity,robot,2r,shelf,2s,1403
82CP,2017-12-25 02:56:00,2017-12-25 02:56:00,Product Delivered,process activity,clerk,1c,product,82p,1412
98CP,2017-12-25 02:57:00,2017-12-25 02:57:00,check if the product was shaked,process activity,clerk,1c,product,98p,1414
98CP,2017-12-25 03:01:00,2017-12-25 03:01:00,Product Delivered,process activity,clerk,1c,product,98p,1417
85CP,2017-12-25 03:02:00,2017-12-25 03:02:00,check if the product was shaked,process activity,clerk,1c,product,85p,1420
85CP,2017-12-25 03:14:00,2017-12-25 03:14:00,Product Delivered,process activity,clerk,1c,product,85p,1429
56CP,2017-12-25 03:23:00,2017-12-25 03:23:00,check if the product was shaked,process activity,clerk,1c,product,56p,1439
42CP,2017-12-25 03:01:00,2017-12-25 03:23:00,Request product,process activity,clerk,1c,product,42p,1418
42CP,2017-12-25 03:24:00,2017-12-25 03:24:00,Assgin robot,process activity,robot,6r,shelf,4s,1441
0CP,2017-12-25 03:15:00,2017-12-25 03:27:00,Request product,process activity,clerk,1c,product,0p,1431
0CP,2017-12-25 03:27:00,2017-12-25 03:27:00,Assgin robot,process activity,robot,4r,shelf,0s,1444
56CP,2017-12-25 03:46:00,2017-12-25 03:46:00,Product Delivered,process activity,clerk,1c,product,56p,1459
16CP,2017-12-25 03:47:00,2017-12-25 03:47:00,check if the product was shaked,process activity,clerk,1c,product,16p,1462
46CP,2017-12-25 03:47:00,2017-12-25 03:51:00,Request product,process activity,clerk,1c,product,46p,1461
46CP,2017-12-25 03:52:00,2017-12-25 03:52:00,Assgin robot,process activity,robot,1r,shelf,3s,1468
16CP,2017-12-25 04:05:00,2017-12-25 04:05:00,Product Delivered,process activity,clerk,1c,product,16p,1480
40CP,2017-12-25 04:06:00,2017-12-25 04:06:00,check if the product was shaked,process activity,clerk,1c,product,40p,1481
40CP,2017-12-25 04:23:00,2017-12-25 04:23:00,Product Delivered,process activity,clerk,1c,product,40p,1488
95CP,2017-12-25 04:23:00,2017-12-25 04:23:00,check if the product was shaked,process activity,clerk,1c,product,95p,1489
95CP,2017-12-25 04:43:00,2017-12-25 04:43:00,Product Delivered,process activity,clerk,1c,product,95p,1499
0CP,2017-12-25 04:43:00,2017-12-25 04:43:00,check if the product was shaked,process activity,clerk,1c,product,0p,1500
26CP,2017-12-25 04:44:00,2017-12-25 04:57:00,Request product,process activity,clerk,1c,product,26p,1502
26CP,2017-12-25 04:57:00,2017-12-25 04:57:00,Assgin robot,process activity,robot,0r,shelf,3s,1510
0CP,2017-12-25 04:58:00,2017-12-25 04:58:00,Product Delivered,process activity,clerk,1c,product,0p,1512
97CP,2017-12-25 05:01:00,2017-12-25 05:01:00,check if the product was shaked,process activity,clerk,1c,product,97p,1516
97CP,2017-12-25 05:26:00,2017-12-25 05:26:00,Product Delivered,process activity,clerk,1c,product,97p,1525
42CP,2017-12-25 05:27:00,2017-12-25 05:27:00,check if the product was shaked,process activity,clerk,1c,product,42p,1527
42CP,2017-12-25 05:46:00,2017-12-25 05:46:00,Product Delivered,process activity,clerk,1c,product,42p,1532
10CP,2017-12-25 05:46:00,2017-12-25 05:46:00,check if the product was shaked,process activity,clerk,1c,product,10p,1534
67CP,2017-12-25 05:27:00,2017-12-25 05:48:00,Request product,process activity,clerk,1c,product,67p,1526
67CP,2017-12-25 05:48:00,2017-12-25 05:48:00,Assgin robot,process activity,robot,7r,shelf,1s,1536
10CP,2017-12-25 06:06:00,2017-12-25 06:06:00,Product Delivered,process activity,clerk,1c,product,10p,1547
67CP,2017-12-25 06:19:00,2017-12-25 06:19:00,check if the product was shaked,process activity,clerk,1c,product,67p,1554
67CP,2017-12-25 06:37:00,2017-12-25 06:37:00,Product Delivered,process activity,clerk,1c,product,67p,1563
46CP,2017-12-25 06:40:00,2017-12-25 06:40:00,check if the product was shaked,process activity,clerk,1c,product,46p,1567
81CP,2017-12-25 06:38:00,2017-12-25 06:52:00,Request product,process activity,clerk,1c,product,81p,1564
81CP,2017-12-25 06:53:00,2017-12-25 06:53:00,Assgin robot,process activity,robot,7r,shelf,0s,1571
46CP,2017-12-25 06:54:00,2017-12-25 06:54:00,Product Delivered,process activity,clerk,1c,product,46p,1573
1CP,2017-12-25 06:55:00,2017-12-25 07:11:00,Request product,process activity,clerk,1c,product,1p,1575
1CP,2017-12-25 07:12:00,2017-12-25 07:12:00,Assgin robot,process activity,robot,1r,shelf,1s,1582
26CP,2017-12-25 07:15:00,2017-12-25 07:15:00,check if the product was shaked,process activity,clerk,1c,product,26p,1587
26CP,2017-12-25 07:41:00,2017-12-25 07:41:00,Product Delivered,process activity,clerk,1c,product,26p,1600
81CP,2017-12-25 07:41:00,2017-12-25 07:41:00,check if the product was shaked,process activity,clerk,1c,product,81p,1601
81CP,2017-12-25 07:54:00,2017-12-25 07:54:00,Product Delivered,process activity,clerk,1c,product,81p,1603
1CP,2017-12-25 07:55:00,2017-12-25 07:55:00,check if the product was shaked,process activity,clerk,1c,product,1p,1605
