New Case Id,Case Id,New Event Id,Start Timestamp,End Timesstamp,Event Name,Event Type,Subjec Group,Subject Id,Object Group,Object Id,Event Id,shake,
75131,89CP,46,2017-12-25 03:46:32,2017-12-25 04:01:32,Request product,process activity,clerk,1c,product,89p,1465,
75131,89CP,47,2017-12-25 04:02:32,2017-12-25 04:02:32,Assgin robot,process activity,robot,7r,shelf,4s,1479,
75131,89RP,312,2017-12-25 04:13:32,2017-12-25 04:17:32,putdown current shelf,process activity,robot,7r,shelf,2s,1487,
75131,89RP,315,2017-12-25 04:18:32,2017-12-25 04:25:32,go to approriate shelf,process activity,robot,7r,shelf,4s,1494,
75131,89RP,319,2017-12-25 04:27:32,2017-12-25 04:40:32,move shelf to dock,process activity,robot,7r,shelf,4s,1504,
75131,148,149,2017-12-25 04:27:32,2017-12-25 04:27:32,shelfMoved, , ,7r, , ,1503,
75131,150,151,2017-12-25 04:41:32,2017-12-25 04:41:32,shelfDelivered, , ,7r, , ,1512,
75131,232,233,2017-12-25 04:47:32,2017-12-25 04:47:32,collector, , , , ,89p,1515,
75131,154,155,2017-12-25 04:49:32,2017-12-25 04:49:32,disposeShelf, , ,7r, , ,1518,
75131,89RP,323,2017-12-25 04:50:32,2017-12-25 05:01:32,move shelf from dock,process activity,robot,7r,shelf,4s,1521,
75131,89CP,61,2017-12-25 05:38:32,2017-12-25 05:38:32,check if the product was shaked,process activity,clerk,1c,product,89p,1544,
75131,250,251,2017-12-25 05:44:32,2017-12-25 05:44:32,extraCheck, , , , ,89p,1546,
75131,89CP,64,2017-12-25 05:49:32,2017-12-25 05:49:32,Product Delivered,process activity,clerk,1c,product,89p,1553,
75131,252,253,2017-12-25 05:49:32,2017-12-25 05:49:32,packageDone, , , , ,89p,1550,
323566,65CP,26,2017-12-25 02:25:32,2017-12-25 02:41:32,Request product,process activity,clerk,1c,product,65p,1386,
323566,65CP,27,2017-12-25 02:41:32,2017-12-25 02:41:32,Assgin robot,process activity,robot,2r,shelf,4s,1407,
323566,65RP,297,2017-12-25 03:15:32,2017-12-25 03:19:32,putdown current shelf,process activity,robot,2r,shelf,-1s,1435,
323566,65RP,299,2017-12-25 03:20:32,2017-12-25 03:25:32,go to approriate shelf,process activity,robot,2r,shelf,4s,1438,
323566,126,127,2017-12-25 03:27:32,2017-12-25 03:27:32,shelfMoved, , ,2r, , ,1442,
323566,65RP,305,2017-12-25 03:28:32,2017-12-25 03:48:32,move shelf to dock,process activity,robot,2r,shelf,4s,1445,shake,
323566,65RP,304,2017-12-25 03:36:32,2017-12-25 03:48:32,reduce speed,process activity,robot,2r,shelf,4s,1459,
323566,132,133,2017-12-25 03:50:32,2017-12-25 03:50:32,shelfDelivered, , ,2r, , ,1469,
323566,214,215,2017-12-25 03:52:32,2017-12-25 03:52:32,collector, , , , ,65p,1470,
323566,65RP,309,2017-12-25 03:54:32,2017-12-25 04:07:32,move shelf from dock,process activity,robot,2r,shelf,4s,1474,
323566,134,135,2017-12-25 03:54:32,2017-12-25 03:54:32,disposeShelf, , ,2r, , ,1473,
323566,65CP,55,2017-12-25 04:49:32,2017-12-25 04:49:32,check if the product was shaked,process activity,clerk,1c,product,65p,1519,
323566,234,235,2017-12-25 04:53:32,2017-12-25 04:53:32,extraCheck, , , , ,65p,1520,
323566,65CP,56,2017-12-25 05:06:32,2017-12-25 05:06:32,Product Delivered,process activity,clerk,1c,product,65p,1530,
323566,238,239,2017-12-25 05:06:32,2017-12-25 05:06:32,packageDone, , , , ,65p,1524,
198778,44CP,16,2017-12-25 01:47:32,2017-12-25 01:59:32,Request product,process activity,clerk,1c,product,44p,1340,
198778,44CP,17,2017-12-25 01:59:32,2017-12-25 01:59:32,Assgin robot,process activity,robot,9r,shelf,1s,1353,
198778,44RP,271,2017-12-25 02:00:32,2017-12-25 02:05:32,putdown current shelf,process activity,robot,9r,shelf,-1s,1355,
198778,44RP,276,2017-12-25 02:06:32,2017-12-25 02:15:32,go to approriate shelf,process activity,robot,9r,shelf,1s,1366,
198778,90,91,2017-12-25 02:15:32,2017-12-25 02:15:32,shelfMoved, , ,9r, , ,1374,
198778,44RP,281,2017-12-25 02:23:32,2017-12-25 02:33:32,move shelf to dock,process activity,robot,9r,shelf,1s,1381,
198778,104,105,2017-12-25 02:34:32,2017-12-25 02:34:32,shelfDelivered, , ,9r, , ,1399,
198778,188,189,2017-12-25 02:37:32,2017-12-25 02:37:32,collector, , , , ,44p,1402,
198778,44RP,284,2017-12-25 02:38:32,2017-12-25 02:42:32,move shelf from dock,process activity,robot,9r,shelf,1s,1405,
198778,106,107,2017-12-25 02:38:32,2017-12-25 02:38:32,disposeShelf, , ,9r, , ,1404,
198778,44CP,35,2017-12-25 03:30:32,2017-12-25 03:30:32,check if the product was shaked,process activity,clerk,1c,product,44p,1449,
198778,208,209,2017-12-25 03:33:32,2017-12-25 03:33:32,packageDone, , , , ,44p,1450,
198778,44CP,38,2017-12-25 03:34:32,2017-12-25 03:34:32,Product Delivered,process activity,clerk,1c,product,44p,1455,
12473,87CP,23,2017-12-25 02:03:32,2017-12-25 02:26:32,Request product,process activity,clerk,1c,product,87p,1361,
12473,87CP,24,2017-12-25 02:27:32,2017-12-25 02:27:32,Assgin robot,process activity,robot,1r,shelf,0s,1389,
12473,87RP,290,2017-12-25 02:54:32,2017-12-25 02:57:32,putdown current shelf,process activity,robot,1r,shelf,-1s,1417,
12473,87RP,295,2017-12-25 02:57:32,2017-12-25 03:11:32,go to approriate shelf,process activity,robot,1r,shelf,0s,1421,
12473,118,119,2017-12-25 03:12:32,2017-12-25 03:12:32,shelfMoved, , ,1r, , ,1429,
12473,87RP,298,2017-12-25 03:13:32,2017-12-25 03:21:32,move shelf to dock,process activity,robot,1r,shelf,0s,1431,
12473,122,123,2017-12-25 03:22:32,2017-12-25 03:22:32,shelfDelivered, , ,1r, , ,1439,
12473,124,125,2017-12-25 03:25:32,2017-12-25 03:25:32,disposeShelf, , ,1r, , ,1441,
12473,202,203,2017-12-25 03:25:32,2017-12-25 03:25:32,collector, , , , ,87p,1440,
12473,87RP,301,2017-12-25 03:27:32,2017-12-25 03:40:32,move shelf from dock,process activity,robot,1r,shelf,0s,1443,
12473,87CP,49,2017-12-25 04:14:32,2017-12-25 04:14:32,check if the product was shaked,process activity,clerk,1c,product,87p,1488,
12473,220,221,2017-12-25 04:20:32,2017-12-25 04:20:32,extraCheck, , , , ,87p,1489,
12473,226,227,2017-12-25 04:28:32,2017-12-25 04:28:32,packageDone, , , , ,87p,1496,
12473,87CP,50,2017-12-25 04:29:32,2017-12-25 04:29:32,Product Delivered,process activity,clerk,1c,product,87p,1505,
797324,88CP,62,2017-12-25 05:21:32,2017-12-25 05:44:32,Request product,process activity,clerk,1c,product,88p,1537,
797324,244,245,2017-12-25 05:23:32,2017-12-25 05:23:32,collector, , , , ,95p,1535,
797324,246,247,2017-12-25 05:30:32,2017-12-25 05:30:32,extraCheck, , , , ,17p,1539,
797324,248,249,2017-12-25 05:37:32,2017-12-25 05:37:32,packageDone, , , , ,17p,1542,
797324,83RP,328,2017-12-25 05:38:32,2017-12-25 05:43:32,putdown current shelf,process activity,robot,9r,shelf,1s,1545,
797324,83RP,329,2017-12-25 05:43:32,2017-12-25 05:48:32,go to approriate shelf,process activity,robot,9r,shelf,0s,1547,
797324,88CP,63,2017-12-25 05:44:32,2017-12-25 05:44:32,Assgin robot,process activity,robot,5r,shelf,4s,1548,
797324,250,251,2017-12-25 05:44:32,2017-12-25 05:44:32,extraCheck, , , , ,89p,1546,
797324,252,253,2017-12-25 05:49:32,2017-12-25 05:49:32,packageDone, , , , ,89p,1550,
797324,83RP,334,2017-12-25 05:49:32,2017-12-25 06:12:32,move shelf to dock,process activity,robot,9r,shelf,0s,1552,shake,
797324,254,255,2017-12-25 05:57:32,2017-12-25 05:57:32,extraCheck, , , , ,22p,1555,
797324,83RP,333,2017-12-25 05:58:32,2017-12-25 06:12:32,reduce speed,process activity,robot,9r,shelf,0s,1562,
797324,168,169,2017-12-25 06:05:32,2017-12-25 06:05:32,shelfMoved, , ,5r, , ,1563,
613356,61CP,12,2017-12-25 01:38:32,2017-12-25 01:51:32,Request product,process activity,clerk,1c,product,61p,1330,
613356,61CP,13,2017-12-25 01:51:32,2017-12-25 01:51:32,Assgin robot,process activity,robot,7r,shelf,2s,1346,
613356,61RP,272,2017-12-25 02:05:32,2017-12-25 02:10:32,putdown current shelf,process activity,robot,7r,shelf,-1s,1364,
613356,61RP,277,2017-12-25 02:11:32,2017-12-25 02:16:32,go to approriate shelf,process activity,robot,7r,shelf,2s,1368,
613356,92,93,2017-12-25 02:17:32,2017-12-25 02:17:32,shelfMoved, , ,7r, , ,1377,
613356,61RP,287,2017-12-25 02:19:32,2017-12-25 02:44:32,move shelf to dock,process activity,robot,7r,shelf,2s,1378,shake,
613356,61RP,286,2017-12-25 02:34:32,2017-12-25 02:44:32,reduce speed,process activity,robot,7r,shelf,2s,1400,
613356,108,109,2017-12-25 02:46:32,2017-12-25 02:46:32,shelfDelivered, , ,7r, , ,1408,
613356,192,193,2017-12-25 02:51:32,2017-12-25 02:51:32,collector, , , , ,61p,1409,
613356,112,113,2017-12-25 02:52:32,2017-12-25 02:52:32,disposeShelf, , ,7r, , ,1414,
613356,61RP,293,2017-12-25 02:53:32,2017-12-25 03:07:32,move shelf from dock,process activity,robot,7r,shelf,2s,1416,
613356,61CP,39,2017-12-25 03:34:32,2017-12-25 03:34:32,check if the product was shaked,process activity,clerk,1c,product,61p,1456,
613356,210,211,2017-12-25 03:40:32,2017-12-25 03:40:32,extraCheck, , , , ,61p,1457,
613356,61CP,42,2017-12-25 03:46:32,2017-12-25 03:46:32,Product Delivered,process activity,clerk,1c,product,61p,1464,
613356,212,213,2017-12-25 03:46:32,2017-12-25 03:46:32,packageDone, , , , ,61p,1462,
727638,64CP,3,2017-12-25 01:14:32,2017-12-25 01:23:32,Request product,process activity,clerk,1c,product,64p,1317,
727638,64CP,4,2017-12-25 01:24:32,2017-12-25 01:24:32,Assgin robot,process activity,robot,3r,shelf,2s,1319,
727638,64RP,260,2017-12-25 01:25:32,2017-12-25 01:28:32,putdown current shelf,process activity,robot,3r,shelf,-1s,1321,
727638,64RP,263,2017-12-25 01:28:32,2017-12-25 01:41:32,go to approriate shelf,process activity,robot,3r,shelf,2s,1325,
727638,74,75,2017-12-25 01:42:32,2017-12-25 01:42:32,shelfMoved, , ,3r, , ,1333,
727638,64RP,267,2017-12-25 01:43:32,2017-12-25 01:52:32,move shelf to dock,process activity,robot,3r,shelf,2s,1334,shake,
727638,64RP,266,2017-12-25 01:49:32,2017-12-25 01:52:32,reduce speed,process activity,robot,3r,shelf,2s,1343,
727638,80,81,2017-12-25 01:54:32,2017-12-25 01:54:32,shelfDelivered, , ,3r, , ,1348,
727638,174,175,2017-12-25 01:57:32,2017-12-25 01:57:32,collector, , , , ,64p,1351,
727638,82,83,2017-12-25 01:58:32,2017-12-25 01:58:32,disposeShelf, , ,3r, , ,1352,
727638,64RP,275,2017-12-25 02:00:32,2017-12-25 02:15:32,move shelf from dock,process activity,robot,3r,shelf,2s,1356,
727638,64CP,19,2017-12-25 02:04:32,2017-12-25 02:04:32,check if the product was shaked,process activity,clerk,1c,product,64p,1362,
727638,178,179,2017-12-25 02:11:32,2017-12-25 02:11:32,extraCheck, , , , ,64p,1365,
727638,182,183,2017-12-25 02:24:32,2017-12-25 02:24:32,packageDone, , , , ,64p,1369,
727638,64CP,21,2017-12-25 02:25:32,2017-12-25 02:25:32,Product Delivered,process activity,clerk,1c,product,64p,1384,
145120,95CP,36,2017-12-25 03:30:32,2017-12-25 03:32:32,Request product,process activity,clerk,1c,product,95p,1448,
145120,95CP,37,2017-12-25 03:32:32,2017-12-25 03:32:32,Assgin robot,process activity,robot,4r,shelf,0s,1451,
145120,95RP,321,2017-12-25 04:47:32,2017-12-25 04:50:32,putdown current shelf,process activity,robot,4r,shelf,3s,1517,
145120,95RP,324,2017-12-25 04:51:32,2017-12-25 05:04:32,go to approriate shelf,process activity,robot,4r,shelf,0s,1522,
145120,95RP,326,2017-12-25 05:05:32,2017-12-25 05:19:32,move shelf to dock,process activity,robot,4r,shelf,0s,1529,
145120,160,161,2017-12-25 05:05:32,2017-12-25 05:05:32,shelfMoved, , ,4r, , ,1528,
145120,162,163,2017-12-25 05:20:32,2017-12-25 05:20:32,shelfDelivered, , ,4r, , ,1534,
145120,244,245,2017-12-25 05:23:32,2017-12-25 05:23:32,collector, , , , ,95p,1535,
145120,95RP,327,2017-12-25 05:24:32,2017-12-25 05:35:32,move shelf from dock,process activity,robot,4r,shelf,0s,1541,
145120,164,165,2017-12-25 05:24:32,2017-12-25 05:24:32,disposeShelf, , ,4r, , ,1540,
145120,95CP,69,2017-12-25 06:12:32,2017-12-25 06:12:32,check if the product was shaked,process activity,clerk,1c,product,95p,1568,
802977,22CP,52,2017-12-25 04:13:32,2017-12-25 04:36:32,Request product,process activity,clerk,1c,product,22p,1486,
802977,22CP,53,2017-12-25 04:36:32,2017-12-25 04:36:32,Assgin robot,process activity,robot,8r,shelf,2s,1509,
802977,22RP,318,2017-12-25 04:37:32,2017-12-25 04:38:32,putdown current shelf,process activity,robot,8r,shelf,4s,1510,
802977,22RP,320,2017-12-25 04:38:32,2017-12-25 04:41:32,go to approriate shelf,process activity,robot,8r,shelf,2s,1511,
802977,22RP,322,2017-12-25 04:43:32,2017-12-25 04:52:32,move shelf to dock,process activity,robot,8r,shelf,2s,1514,
802977,152,153,2017-12-25 04:43:32,2017-12-25 04:43:32,shelfMoved, , ,8r, , ,1513,
802977,156,157,2017-12-25 04:53:32,2017-12-25 04:53:32,shelfDelivered, , ,8r, , ,1523,
802977,236,237,2017-12-25 04:55:32,2017-12-25 04:55:32,collector, , , , ,22p,1525,
802977,22RP,325,2017-12-25 04:57:32,2017-12-25 05:11:32,move shelf from dock,process activity,robot,8r,shelf,2s,1527,
802977,158,159,2017-12-25 04:57:32,2017-12-25 04:57:32,disposeShelf, , ,8r, , ,1526,
802977,22CP,65,2017-12-25 05:50:32,2017-12-25 05:50:32,check if the product was shaked,process activity,clerk,1c,product,22p,1554,
802977,254,255,2017-12-25 05:57:32,2017-12-25 05:57:32,extraCheck, , , , ,22p,1555,
802977,22CP,68,2017-12-25 06:11:32,2017-12-25 06:12:32,Product Delivered,process activity,clerk,1c,product,22p,1566,
802977,256,257,2017-12-25 06:11:32,2017-12-25 06:11:32,packageDone, , , , ,22p,1560,
350293,83CP,44,2017-12-25 03:35:32,2017-12-25 03:58:32,Request product,process activity,clerk,1c,product,83p,1458,
350293,71RP,303,2017-12-25 03:37:32,2017-12-25 03:43:32,putdown current shelf,process activity,robot,5r,shelf,0s,1461,
350293,210,211,2017-12-25 03:40:32,2017-12-25 03:40:32,extraCheck, , , , ,61p,1457,
