Chip,Timestamp,Item Id,Entry Id
collector,2017-12-25 02:45:03,1620p,1326
packageDone,2017-12-25 03:02:03,1620p,1331
collector,2017-12-25 03:06:03,1219p,1354
collector,2017-12-25 03:21:03,2013p,1375
packageDone,2017-12-25 03:35:03,1219p,1373
collector,2017-12-25 03:36:03,691p,1395
collector,2017-12-25 03:42:03,2685p,1392
packageDone,2017-12-25 03:52:03,2013p,1423
collector,2017-12-25 03:56:03,1087p,1433
extraCheck,2017-12-25 04:29:03,691p,1449
collector,2017-12-25 04:52:03,728p,1462
collector,2017-12-25 05:08:03,2559p,1515
packageDone,2017-12-25 05:11:03,691p,1489
collector,2017-12-25 05:28:03,2418p,1511
collector,2017-12-25 05:42:03,3981p,1494
collector,2017-12-25 07:13:03,377p,1530
collector,2017-12-25 07:17:03,923p,1529
collector,2017-12-25 08:03:03,1151p,1726
collector,2017-12-25 08:13:03,3088p,1727
collector,2017-12-25 08:31:03,1674p,1725
collector,2017-12-25 09:18:03,3795p,1686
collector,2017-12-25 09:20:03,73p,1687
collector,2017-12-25 09:34:03,2579p,1685
packageDone,2017-12-25 09:48:03,2685p,1653
collector,2017-12-25 10:02:03,1941p,1654
collector,2017-12-25 10:26:03,2166p,1628
collector,2017-12-25 10:38:03,1207p,1625
collector,2017-12-25 10:47:03,3783p,1624
collector,2017-12-25 10:47:03,530p,1626
collector,2017-12-25 11:11:03,2883p,1602
collector,2017-12-25 11:25:03,3354p,2121
collector,2017-12-25 11:56:03,1074p,2039
collector,2017-12-25 12:08:03,962p,2007
collector,2017-12-25 12:15:03,2020p,1978
collector,2017-12-25 12:25:03,1310p,1948
collector,2017-12-25 12:39:03,719p,1907
collector,2017-12-25 12:43:03,1958p,1908
collector,2017-12-25 12:50:03,2949p,1884
collector,2017-12-25 13:16:03,639p,1796
collector,2017-12-25 13:23:03,655p,1789
collector,2017-12-25 13:23:03,2723p,1788
collector,2017-12-25 13:29:03,871p,1761
collector,2017-12-25 13:31:03,133p,2352
collector,2017-12-25 13:41:03,402p,2337
collector,2017-12-25 13:41:03,3041p,2338
collector,2017-12-25 13:41:03,2499p,2331
collector,2017-12-25 13:44:03,2858p,2325
collector,2017-12-25 13:46:03,1743p,2316
collector,2017-12-25 13:52:03,2790p,2315
collector,2017-12-25 13:56:03,3346p,2311
collector,2017-12-25 13:56:03,55p,2303
collector,2017-12-25 13:56:03,366p,2302
collector,2017-12-25 13:58:03,1228p,2301
collector,2017-12-25 14:01:03,3639p,2291
collector,2017-12-25 14:04:03,1849p,2290
collector,2017-12-25 14:08:03,1975p,2265
collector,2017-12-25 14:10:03,323p,2264
collector,2017-12-25 14:12:03,1539p,2266
collector,2017-12-25 14:15:03,3553p,2263
collector,2017-12-25 14:19:03,3546p,2262
collector,2017-12-25 14:22:03,2466p,2261
collector,2017-12-25 14:23:03,948p,2249
collector,2017-12-25 14:26:03,2355p,2253
collector,2017-12-25 14:31:03,3071p,2244
packageDone,2017-12-25 14:37:03,1087p,2228
collector,2017-12-25 14:37:03,3500p,2232
collector,2017-12-25 14:40:03,1663p,2233
collector,2017-12-25 14:41:03,2736p,2222
collector,2017-12-25 14:43:03,3619p,2219
collector,2017-12-25 14:49:03,1428p,2214
collector,2017-12-25 14:50:03,1748p,2215
collector,2017-12-25 14:53:03,3704p,2203
collector,2017-12-25 14:53:03,455p,2195
collector,2017-12-25 14:56:03,3734p,2185
collector,2017-12-25 14:59:03,2977p,2169
collector,2017-12-25 15:01:03,2244p,2171
collector,2017-12-25 15:02:03,2588p,2170
collector,2017-12-25 15:07:03,3951p,2156
collector,2017-12-25 15:10:03,2732p,2155
collector,2017-12-25 15:17:03,2264p,2497
collector,2017-12-25 15:18:03,2329p,2495
collector,2017-12-25 15:20:03,3347p,2493
collector,2017-12-25 15:25:03,1929p,2484
collector,2017-12-25 15:25:03,2904p,2488
collector,2017-12-25 15:27:03,1819p,2478
collector,2017-12-25 15:30:03,1107p,2469
collector,2017-12-25 15:35:03,2999p,2466
collector,2017-12-25 15:37:03,2719p,2451
collector,2017-12-25 15:42:03,3940p,2445
collector,2017-12-25 15:43:03,2901p,2440
collector,2017-12-25 15:48:03,3906p,2436
collector,2017-12-25 15:50:03,394p,2410
collector,2017-12-25 15:59:03,823p,2407
collector,2017-12-25 16:00:03,20p,2393
collector,2017-12-25 16:04:03,1149p,2384
collector,2017-12-25 16:07:03,1644p,2368
collector,2017-12-25 16:10:03,3485p,2367
collector,2017-12-25 16:11:03,1615p,2355
collector,2017-12-25 16:12:03,1550p,2577
collector,2017-12-25 16:15:03,2804p,2567
extraCheck,2017-12-25 16:21:03,728p,2545
collector,2017-12-25 16:22:03,1810p,2508
collector,2017-12-25 16:28:03,3320p,2505
collector,2017-12-25 16:29:03,2167p,2606
collector,2017-12-25 16:32:03,1444p,2609
packageDone,2017-12-25 16:33:03,728p,2604
collector,2017-12-25 16:35:03,1596p,2605
collector,2017-12-25 16:42:03,1786p,2601
collector,2017-12-25 16:43:03,1513p,2596
collector,2017-12-25 16:45:03,1292p,2589
collector,2017-12-25 16:46:03,159p,2587
collector,2017-12-25 16:54:03,2710p,2626
extraCheck,2017-12-25 17:03:03,2559p,2656
collector,2017-12-25 17:04:03,2369p,2661
collector,2017-12-25 17:11:03,3921p,2672
packageDone,2017-12-25 17:21:03,2559p,2665
extraCheck,2017-12-25 21:40:03,2418p,2800
collector,2017-12-25 21:51:03,3603p,2726
collector,2017-12-25 21:56:03,1378p,3118
packageDone,2017-12-25 21:58:03,2418p,3109
collector,2017-12-25 22:10:03,2746p,3103
collector,2017-12-25 22:13:03,2764p,3088
collector,2017-12-25 22:16:03,1543p,3086
collector,2017-12-25 22:19:03,1829p,3085
collector,2017-12-25 22:26:03,406p,3073
collector,2017-12-25 22:28:03,1593p,3067
collector,2017-12-25 22:34:03,2828p,3060
collector,2017-12-25 22:34:03,682p,3057
collector,2017-12-25 22:47:03,3242p,3048
collector,2017-12-25 22:48:03,1484p,3050
collector,2017-12-25 22:52:03,196p,3035
collector,2017-12-25 22:54:03,103p,3028
collector,2017-12-25 23:02:03,201p,3010
collector,2017-12-25 23:06:03,220p,3007
collector,2017-12-25 23:13:03,957p,3009
collector,2017-12-25 23:19:03,1654p,2989
collector,2017-12-25 23:23:03,287p,2988
collector,2017-12-25 23:24:03,668p,2987
collector,2017-12-25 23:26:03,1370p,2964
collector,2017-12-25 23:28:03,2274p,2963
collector,2017-12-25 23:44:03,192p,2911
collector,2017-12-25 23:46:03,3282p,3298
collector,2017-12-25 23:51:03,1047p,3288
collector,2017-12-25 23:54:03,828p,3283
collector,2017-12-25 23:55:03,536p,3282
collector,2017-12-25 23:55:03,774p,3277
collector,2017-12-25 23:58:03,3194p,3278
collector,2017-12-26 00:02:03,1226p,3274
collector,2017-12-26 00:03:03,2318p,3259
collector,2017-12-26 00:06:03,1066p,3252
collector,2017-12-26 00:10:03,2831p,3254
collector,2017-12-26 00:16:03,2745p,3233
collector,2017-12-26 00:17:03,1461p,3231
collector,2017-12-26 00:21:03,1053p,3226
collector,2017-12-26 00:23:03,3620p,3214
collector,2017-12-26 00:24:03,1401p,3202
collector,2017-12-26 00:25:03,1943p,3188
collector,2017-12-26 00:29:03,1909p,3186
collector,2017-12-26 00:32:03,601p,3159
collector,2017-12-26 00:33:03,3348p,3149
collector,2017-12-26 00:34:03,3850p,3148
collector,2017-12-26 00:38:03,2842p,3134
collector,2017-12-26 00:39:03,229p,3131
collector,2017-12-26 00:44:03,298p,3121
collector,2017-12-26 00:44:03,881p,3378
collector,2017-12-26 00:46:03,1675p,3379
collector,2017-12-26 00:50:03,1776p,3377
extraCheck,2017-12-26 00:55:03,3981p,3376
collector,2017-12-26 00:57:03,2773p,3367
collector,2017-12-26 00:57:03,2141p,3366
collector,2017-12-26 01:00:03,1111p,3365
collector,2017-12-26 01:01:03,1581p,3342
collector,2017-12-26 01:07:03,2808p,3339
collector,2017-12-26 01:07:03,943p,3338
collector,2017-12-26 01:07:03,1124p,3329
collector,2017-12-26 01:09:03,3527p,3325
collector,2017-12-26 01:12:03,1474p,3313
collector,2017-12-26 01:13:03,756p,3310
collector,2017-12-26 01:15:03,195p,3301
collector,2017-12-26 01:19:03,129p,3294
collector,2017-12-26 01:22:03,2700p,3296
collector,2017-12-26 01:23:03,2161p,3295
collector,2017-12-26 01:25:03,3386p,3297
collector,2017-12-26 01:26:03,3140p,3299
collector,2017-12-26 01:28:03,253p,3430
packageDone,2017-12-26 01:31:03,3981p,3400
collector,2017-12-26 01:34:03,794p,3412
collector,2017-12-26 01:37:03,2675p,3387
collector,2017-12-26 01:40:03,677p,3458
collector,2017-12-26 01:40:03,2734p,3456
extraCheck,2017-12-26 01:44:03,377p,3462
collector,2017-12-26 01:57:03,2148p,3474
packageDone,2017-12-26 01:59:03,377p,3465
extraCheck,2017-12-26 02:11:03,923p,3482
packageDone,2017-12-26 02:17:03,923p,3485
extraCheck,2017-12-26 02:21:03,1151p,3495
collector,2017-12-26 02:27:03,505p,3499
packageDone,2017-12-26 02:31:03,1151p,3497
extraCheck,2017-12-26 02:40:03,3088p,3508
packageDone,2017-12-26 02:49:03,3088p,3514
collector,2017-12-26 02:53:03,2595p,3521
extraCheck,2017-12-26 03:00:03,1674p,3522
packageDone,2017-12-26 03:07:03,1674p,3531
collector,2017-12-26 03:11:03,1655p,3533
packageDone,2017-12-26 03:16:03,3795p,3536
collector,2017-12-26 03:18:03,740p,3543
extraCheck,2017-12-26 03:23:03,73p,3548
packageDone,2017-12-26 03:37:03,73p,3550
packageDone,2017-12-26 03:52:03,2579p,3556
extraCheck,2017-12-26 04:00:03,2595p,3564
packageDone,2017-12-26 04:16:03,2595p,3569
extraCheck,2017-12-26 04:28:03,1941p,3584
packageDone,2017-12-26 06:18:03,1941p,3642
collector,2017-12-26 06:22:03,770p,3648
collector,2017-12-26 06:48:03,2289p,3818
collector,2017-12-26 06:52:03,3049p,3764
collector,2017-12-26 06:58:03,1806p,3755
collector,2017-12-26 07:04:03,2451p,3754
collector,2017-12-26 07:10:03,439p,3753
collector,2017-12-26 07:11:03,3660p,3752
collector,2017-12-26 07:20:03,2191p,3711
collector,2017-12-26 07:20:03,789p,3699
collector,2017-12-26 07:23:03,1296p,3875
collector,2017-12-26 07:23:03,1672p,3876
collector,2017-12-26 07:26:03,968p,3873
collector,2017-12-26 07:26:03,1477p,3866
collector,2017-12-26 07:26:03,1022p,3869
collector,2017-12-26 07:26:03,3519p,3871
collector,2017-12-26 07:29:03,1079p,3861
collector,2017-12-26 07:35:03,1485p,3862
collector,2017-12-26 07:41:03,1261p,3840
packageDone,2017-12-26 07:47:03,2166p,3798
collector,2017-12-26 07:47:03,3877p,3820
collector,2017-12-26 07:50:03,105p,3819
collector,2017-12-26 07:52:03,1241p,3808
collector,2017-12-26 07:53:03,2091p,3809
collector,2017-12-26 07:56:03,27p,3922
collector,2017-12-26 08:01:03,1315p,3921
collector,2017-12-26 08:04:03,717p,3914
collector,2017-12-26 08:04:03,1757p,3913
collector,2017-12-26 08:05:03,230p,3909
collector,2017-12-26 08:07:03,3447p,3910
collector,2017-12-26 08:15:03,1416p,3880
extraCheck,2017-12-26 08:17:03,1207p,3937
collector,2017-12-26 08:18:03,1322p,3926
collector,2017-12-26 08:20:03,543p,3928
collector,2017-12-26 08:20:03,609p,3927
collector,2017-12-26 08:21:03,3925p,3957
collector,2017-12-26 08:21:03,24p,3953
collector,2017-12-26 08:21:03,535p,3952
collector,2017-12-26 08:21:03,2837p,3950
collector,2017-12-26 08:23:03,1529p,3948
packageDone,2017-12-26 08:31:03,1207p,3956
extraCheck,2017-12-26 08:43:03,530p,3977
packageDone,2017-12-26 08:47:03,530p,3980
extraCheck,2017-12-26 08:55:03,3783p,3984
packageDone,2017-12-26 09:07:03,3783p,3986
extraCheck,2017-12-26 09:15:03,2883p,3992
packageDone,2017-12-26 09:25:03,2883p,3995
collector,2017-12-26 09:36:03,158p,4006
packageDone,2017-12-26 09:41:03,3354p,4000
extraCheck,2017-12-26 09:45:03,1074p,4015
packageDone,2017-12-26 09:52:03,1074p,4016
collector,2017-12-26 10:01:03,1629p,4027
extraCheck,2017-12-26 10:03:03,962p,4023
packageDone,2017-12-26 10:19:03,962p,4033
collector,2017-12-26 10:23:03,3900p,4043
collector,2017-12-26 10:29:03,3933p,4053
extraCheck,2017-12-26 10:33:03,2020p,4049
packageDone,2017-12-26 10:44:03,2020p,4060
packageDone,2017-12-26 11:00:03,1310p,4065
collector,2017-12-26 11:01:03,1947p,4068
extraCheck,2017-12-26 11:10:03,719p,4073
packageDone,2017-12-26 11:23:03,719p,4076
extraCheck,2017-12-26 11:31:03,1958p,4080
packageDone,2017-12-26 11:43:03,1958p,4082
extraCheck,2017-12-26 11:45:03,2949p,4088
packageDone,2017-12-26 11:50:03,2949p,4090
packageDone,2017-12-26 12:06:03,639p,4094
extraCheck,2017-12-26 12:19:03,655p,4104
collector,2017-12-26 12:26:03,2839p,4112
packageDone,2017-12-26 12:34:03,655p,4109
extraCheck,2017-12-26 12:38:03,2723p,4123
collector,2017-12-26 12:41:03,1280p,4127
packageDone,2017-12-26 12:48:03,2723p,4125
packageDone,2017-12-26 13:01:03,871p,4133
extraCheck,2017-12-26 13:11:03,133p,4147
collector,2017-12-26 13:25:03,3597p,4167
packageDone,2017-12-26 13:29:03,133p,4156
collector,2017-12-26 13:30:03,393p,4173
collector,2017-12-26 13:31:03,2123p,4170
extraCheck,2017-12-26 13:35:03,2499p,4181
packageDone,2017-12-26 13:50:03,2499p,4184
collector,2017-12-26 13:51:03,328p,4198
collector,2017-12-26 13:54:03,3997p,4199
packageDone,2017-12-26 13:57:03,402p,4205
extraCheck,2017-12-26 14:05:03,3041p,4211
packageDone,2017-12-26 14:16:03,3041p,4216
collector,2017-12-26 14:18:03,3555p,4219
extraCheck,2017-12-26 14:28:03,2858p,4225
packageDone,2017-12-26 14:43:03,2858p,4231
extraCheck,2017-12-26 14:54:03,1743p,4242
collector,2017-12-26 14:58:03,993p,4251
packageDone,2017-12-26 15:10:03,1743p,4248
collector,2017-12-26 15:11:03,3670p,4264
collector,2017-12-26 15:16:03,3990p,4272
extraCheck,2017-12-26 15:18:03,2790p,4273
packageDone,2017-12-26 15:31:03,2790p,4275
extraCheck,2017-12-26 15:35:03,3346p,4286
collector,2017-12-26 15:38:03,3707p,4290
packageDone,2017-12-26 15:43:03,3346p,4289
packageDone,2017-12-26 15:59:03,55p,4299
collector,2017-12-26 16:02:03,765p,4306
extraCheck,2017-12-26 16:09:03,366p,4312
packageDone,2017-12-26 16:23:03,366p,4324
collector,2017-12-26 16:35:03,127p,4342
collector,2017-12-26 16:43:03,2548p,4350
packageDone,2017-12-26 16:44:03,1228p,4337
extraCheck,2017-12-26 16:51:03,3639p,4361
collector,2017-12-26 16:52:03,1948p,4365
collector,2017-12-26 16:58:03,1551p,4371
packageDone,2017-12-26 17:07:03,3639p,4366
collector,2017-12-26 17:08:03,3379p,4376
packageDone,2017-12-26 17:25:03,1849p,4382
packageDone,2017-12-26 17:34:03,1975p,4394
collector,2017-12-26 17:46:03,379p,4404
packageDone,2017-12-26 17:50:03,323p,4401
packageDone,2017-12-26 17:57:03,3553p,4412
extraCheck,2017-12-26 18:01:03,1539p,4422
packageDone,2017-12-26 18:15:03,1539p,4424
collector,2017-12-26 18:21:03,780p,4439
extraCheck,2017-12-26 18:24:03,3546p,4433
packageDone,2017-12-26 18:30:03,3546p,4445
collector,2017-12-26 18:31:03,283p,4450
extraCheck,2017-12-26 18:38:03,2466p,4461
collector,2017-12-26 18:49:03,3644p,4471
packageDone,2017-12-26 18:51:03,2466p,4466
extraCheck,2017-12-26 18:56:03,948p,4486
packageDone,2017-12-26 19:02:03,948p,4489
collector,2017-12-26 19:04:03,3392p,4494
collector,2017-12-26 19:12:03,3421p,4506
collector,2017-12-26 19:15:03,146p,4509
extraCheck,2017-12-26 19:17:03,2355p,4497
packageDone,2017-12-26 19:30:03,2355p,4516
extraCheck,2017-12-26 19:41:03,3071p,4524
collector,2017-12-26 19:52:03,1881p,4534
packageDone,2017-12-26 19:54:03,3071p,4531
collector,2017-12-26 19:56:03,3957p,4538
extraCheck,2017-12-26 20:00:03,3500p,4542
packageDone,2017-12-26 20:15:03,3500p,4545
packageDone,2017-12-26 20:32:03,1663p,4548
extraCheck,2017-12-26 20:36:03,2736p,4551
packageDone,2017-12-26 20:47:03,2736p,4552
extraCheck,2017-12-26 20:56:03,3619p,4556
packageDone,2017-12-26 21:09:03,3619p,4559
extraCheck,2017-12-26 21:20:03,1428p,4562
packageDone,2017-12-26 21:35:03,1428p,4564
extraCheck,2017-12-26 21:47:03,1748p,4567
packageDone,2017-12-26 22:01:03,1748p,4569
extraCheck,2017-12-26 22:10:03,455p,4574
packageDone,2017-12-26 22:19:03,455p,4578
extraCheck,2017-12-26 22:22:03,3704p,4582
packageDone,2017-12-26 22:33:03,3704p,4583
extraCheck,2017-12-26 22:46:03,3734p,4593
collector,2017-12-26 22:53:03,3883p,4604
packageDone,2017-12-26 22:59:03,3734p,4601
extraCheck,2017-12-26 23:04:03,2977p,4612
packageDone,2017-12-26 23:09:03,2977p,4616
extraCheck,2017-12-26 23:13:03,2244p,4619
collector,2017-12-26 23:19:03,74p,4624
packageDone,2017-12-26 23:21:03,2244p,4622
extraCheck,2017-12-26 23:31:03,2588p,4632
collector,2017-12-26 23:33:03,2788p,4638
packageDone,2017-12-26 23:47:03,2588p,4639
extraCheck,2017-12-26 23:51:03,3951p,4649
packageDone,2017-12-26 23:59:03,3951p,4653
collector,2017-12-27 00:04:03,671p,4661
extraCheck,2017-12-27 00:10:03,2732p,4657
packageDone,2017-12-27 00:14:03,2732p,4666
extraCheck,2017-12-27 00:18:03,2264p,4676
packageDone,2017-12-27 00:32:03,2264p,4678
extraCheck,2017-12-27 00:39:03,3347p,4689
collector,2017-12-27 00:45:03,2667p,4697
collector,2017-12-27 00:52:03,489p,4703
collector,2017-12-27 00:54:03,2128p,4706
