Shelf Id,Event Id,Timestamp, 
24s,1321,2017-12-25 02:46:17,
35s,1358,2017-12-25 03:21:17,
8s,1363,2017-12-25 03:23:17,
13s,1389,2017-12-25 03:39:17,
29s,1400,2017-12-25 03:48:17,
1s,1416,2017-12-25 04:00:17,
28s,1418,2017-12-25 04:00:17,
24s,1421,2017-12-25 04:02:17,
18s,1470,2017-12-25 04:32:17,
35s,1482,2017-12-25 04:40:17,
25s,1487,2017-12-25 04:42:17,
23s,1507,2017-12-25 04:55:17,
2s,1530,2017-12-25 05:09:17,
21s,1539,2017-12-25 05:16:17,
12s,1557,2017-12-25 05:27:17,
17s,1558,2017-12-25 05:27:17,
32s,1566,2017-12-25 05:34:17,
15s,1570,2017-12-25 05:35:17,
16s,1583,2017-12-25 05:45:17,
0s,1623,2017-12-25 06:18:17,
23s,1624,2017-12-25 06:18:17,
24s,1644,2017-12-25 06:35:17,
36s,1660,2017-12-25 06:47:17,
25s,1664,2017-12-25 06:49:17,
2s,1676,2017-12-25 06:56:17,
33s,1720,2017-12-25 07:37:17,
9s,1735,2017-12-25 07:57:17,
29s,1777,2017-12-25 09:03:17,
37s,1784,2017-12-25 09:08:17,
10s,1809,2017-12-25 09:35:17,
32s,1813,2017-12-25 09:37:17,
15s,1814,2017-12-25 09:38:17,
37s,1865,2017-12-25 10:26:17,
36s,1883,2017-12-25 10:56:17,
25s,1895,2017-12-25 11:05:17,
35s,1934,2017-12-25 12:04:17,
13s,1948,2017-12-25 12:16:17,
17s,1965,2017-12-25 12:37:17,
27s,1979,2017-12-25 12:52:17,
10s,2034,2017-12-25 14:16:17,
32s,2035,2017-12-25 14:16:17,
23s,2036,2017-12-25 14:16:17,
4s,2099,2017-12-25 15:58:17,
29s,2103,2017-12-25 16:09:17,
35s,2129,2017-12-25 16:26:17,
17s,2140,2017-12-25 16:35:17,
39s,2144,2017-12-25 16:38:17,
14s,2187,2017-12-25 17:47:17,
22s,2245,2017-12-25 19:34:17,
32s,2249,2017-12-25 19:41:17,
20s,2260,2017-12-25 19:49:17,
21s,2298,2017-12-25 20:30:17,
26s,2308,2017-12-25 20:39:17,
15s,2309,2017-12-25 20:39:17,
29s,2338,2017-12-25 21:13:17,
14s,2347,2017-12-25 21:22:17,
38s,2385,2017-12-25 22:30:17,
1s,2401,2017-12-25 23:02:17,
39s,2437,2017-12-25 23:56:17,
36s,2457,2017-12-26 00:33:17,
19s,2498,2017-12-26 01:34:17,
8s,2518,2017-12-26 02:00:17,
32s,2552,2017-12-26 03:25:17,
25s,2585,2017-12-26 04:36:17,
34s,2594,2017-12-26 04:42:17,
16s,2629,2017-12-26 05:23:17,
10s,2630,2017-12-26 05:24:17,
25s,2631,2017-12-26 05:25:17,
9s,2674,2017-12-26 06:12:17,
8s,2700,2017-12-26 06:47:17,
5s,2710,2017-12-26 06:56:17,
18s,2729,2017-12-26 07:35:17,
28s,2754,2017-12-26 08:41:17,
10s,2779,2017-12-26 09:16:17,
15s,2788,2017-12-26 09:29:17,
15s,2820,2017-12-26 10:13:17,
14s,2832,2017-12-26 10:35:17,
13s,2849,2017-12-26 10:59:17,
32s,2867,2017-12-26 11:25:17,
