Chip,Timestamp,Item Id,Entry Id
shelfMoved,2017-12-25 02:47:21,38r,1325
shelfMoved,2017-12-25 03:05:21,86r,1348
shelfMoved,2017-12-25 03:07:21,30r,1349
shelfMoved,2017-12-25 03:10:21,0r,1352
shelfMoved,2017-12-25 03:11:21,155r,1355
shelfMoved,2017-12-25 03:13:21,41r,1357
shelfDelivered,2017-12-25 03:18:21,0r,1364
shelfDelivered,2017-12-25 03:20:21,38r,1373
shelfMoved,2017-12-25 03:24:21,186r,1379
disposeShelf,2017-12-25 03:26:21,0r,1384
shelfDelivered,2017-12-25 03:32:21,155r,1395
shelfDelivered,2017-12-25 03:36:21,186r,1401
shelfDelivered,2017-12-25 03:38:21,30r,1403
shelfDelivered,2017-12-25 03:41:21,86r,1406
disposeShelf,2017-12-25 03:43:21,38r,1408
shelfDelivered,2017-12-25 03:45:21,41r,1411
shelfMoved,2017-12-25 03:49:21,244r,1418
shelfMoved,2017-12-25 03:52:21,74r,1422
shelfMoved,2017-12-25 03:55:21,90r,1428
shelfMoved,2017-12-25 04:01:21,167r,1438
shelfDelivered,2017-12-25 04:04:21,90r,1442
shelfMoved,2017-12-25 04:05:21,210r,1444
shelfDelivered,2017-12-25 04:07:21,74r,1448
shelfMoved,2017-12-25 04:08:21,154r,1451
shelfDelivered,2017-12-25 04:10:21,244r,1453
shelfMoved,2017-12-25 04:11:21,103r,1455
shelfDelivered,2017-12-25 04:14:21,167r,1459
shelfMoved,2017-12-25 04:23:21,171r,1482
disposeShelf,2017-12-25 04:25:21,155r,1487
shelfDelivered,2017-12-25 04:26:21,154r,1489
shelfDelivered,2017-12-25 04:29:21,103r,1493
shelfMoved,2017-12-25 04:31:21,158r,1496
shelfMoved,2017-12-25 04:35:21,163r,1504
shelfMoved,2017-12-25 04:38:21,105r,1508
disposeShelf,2017-12-25 04:40:21,86r,1512
shelfDelivered,2017-12-25 04:42:21,158r,1515
shelfMoved,2017-12-25 04:43:21,181r,1517
shelfMoved,2017-12-25 04:49:21,29r,1526
shelfMoved,2017-12-25 04:53:21,22r,1533
shelfDelivered,2017-12-25 04:54:21,105r,1535
shelfMoved,2017-12-25 04:54:21,42r,1536
shelfMoved,2017-12-25 04:56:21,69r,1538
shelfMoved,2017-12-25 05:03:21,159r,1554
shelfDelivered,2017-12-25 05:07:21,171r,1561
shelfDelivered,2017-12-25 05:09:21,163r,1563
shelfMoved,2017-12-25 05:13:21,195r,1571
shelfDelivered,2017-12-25 05:16:21,29r,1576
shelfDelivered,2017-12-25 05:18:21,210r,1577
shelfMoved,2017-12-25 05:22:21,185r,1584
shelfMoved,2017-12-25 05:26:21,212r,1592
shelfDelivered,2017-12-25 05:30:21,181r,1598
shelfMoved,2017-12-25 05:32:21,232r,1599
shelfDelivered,2017-12-25 05:35:21,22r,1603
shelfDelivered,2017-12-25 05:37:21,42r,1605
shelfMoved,2017-12-25 05:39:21,148r,1607
shelfDelivered,2017-12-25 05:41:21,212r,1609
shelfDelivered,2017-12-25 05:45:21,69r,1617
disposeShelf,2017-12-25 05:49:21,41r,1626
shelfMoved,2017-12-25 05:51:21,156r,1630
shelfMoved,2017-12-25 05:52:21,197r,1631
shelfDelivered,2017-12-25 05:54:21,159r,1633
shelfDelivered,2017-12-25 05:55:21,232r,1634
shelfMoved,2017-12-25 05:58:21,93r,1640
shelfMoved,2017-12-25 05:59:21,111r,1642
shelfDelivered,2017-12-25 06:03:21,185r,1647
shelfDelivered,2017-12-25 06:07:21,197r,1654
shelfDelivered,2017-12-25 06:12:21,148r,1664
shelfMoved,2017-12-25 06:14:21,99r,1666
shelfMoved,2017-12-25 06:17:21,129r,1670
shelfMoved,2017-12-25 06:20:21,59r,1673
shelfDelivered,2017-12-25 06:23:21,111r,1678
shelfMoved,2017-12-25 06:25:21,63r,1680
shelfMoved,2017-12-25 06:31:21,52r,1690
shelfDelivered,2017-12-25 06:33:21,195r,1693
shelfMoved,2017-12-25 06:34:21,57r,1694
shelfMoved,2017-12-25 06:37:21,112r,1701
shelfMoved,2017-12-25 06:42:21,152r,1710
disposeShelf,2017-12-25 06:44:21,186r,1716
shelfDelivered,2017-12-25 06:46:21,52r,1718
shelfDelivered,2017-12-25 06:47:21,57r,1719
shelfDelivered,2017-12-25 06:50:21,93r,1722
shelfDelivered,2017-12-25 06:50:21,156r,1723
shelfDelivered,2017-12-25 06:57:21,129r,1739
shelfDelivered,2017-12-25 06:59:21,59r,1740
shelfDelivered,2017-12-25 07:01:21,63r,1744
shelfMoved,2017-12-25 07:04:21,36r,1747
shelfMoved,2017-12-25 07:06:21,233r,1749
shelfDelivered,2017-12-25 07:08:21,152r,1752
shelfDelivered,2017-12-25 07:10:21,99r,1753
shelfMoved,2017-12-25 07:13:21,214r,1757
shelfDelivered,2017-12-25 07:15:21,112r,1762
shelfMoved,2017-12-25 07:16:21,177r,1763
shelfMoved,2017-12-25 07:20:21,219r,1771
shelfMoved,2017-12-25 07:25:21,78r,1780
shelfMoved,2017-12-25 07:29:21,122r,1787
shelfDelivered,2017-12-25 07:37:21,219r,1806
shelfDelivered,2017-12-25 07:42:21,214r,1813
shelfMoved,2017-12-25 07:46:21,229r,1820
shelfDelivered,2017-12-25 07:49:21,122r,1825
shelfMoved,2017-12-25 07:50:21,143r,1826
shelfMoved,2017-12-25 07:54:21,24r,1834
shelfDelivered,2017-12-25 07:57:21,177r,1838
shelfMoved,2017-12-25 08:01:21,84r,1844
shelfMoved,2017-12-25 08:03:21,133r,1847
shelfDelivered,2017-12-25 08:06:21,24r,1852
shelfMoved,2017-12-25 08:11:21,47r,1859
shelfDelivered,2017-12-25 08:15:21,78r,1865
