Case Id,Start Timestamp,End Timesstamp,Event Name,Event Type,Subjec Group,Subject Id,Object Group,Object Id,Event Id
3610CP,2017-12-25 02:33:21,2017-12-25 02:38:21,Request product,process activity,clerk,1c,product,3610p,1314
3610CP,2017-12-25 02:38:21,2017-12-25 02:38:21,Assgin robot,process activity,robot,38r,shelf,15s,1316
3240CP,2017-12-25 02:24:21,2017-12-25 02:44:21,Request product,process activity,clerk,1c,product,3240p,1312
3240CP,2017-12-25 02:44:21,2017-12-25 02:44:21,Assgin robot,process activity,robot,155r,shelf,57s,1320
1491CP,2017-12-25 02:23:21,2017-12-25 02:45:21,Request product,process activity,clerk,1c,product,1491p,1311
1491CP,2017-12-25 02:45:21,2017-12-25 02:45:21,Assgin robot,process activity,robot,30r,shelf,146s,1322
2912CP,2017-12-25 02:28:21,2017-12-25 02:52:21,Request product,process activity,clerk,1c,product,2912p,1313
2912CP,2017-12-25 02:52:21,2017-12-25 02:52:21,Assgin robot,process activity,robot,86r,shelf,173s,1330
1492CP,2017-12-25 02:42:21,2017-12-25 02:53:21,Request product,process activity,clerk,1c,product,1492p,1318
1492CP,2017-12-25 02:54:21,2017-12-25 02:54:21,Assgin robot,process activity,robot,41r,shelf,168s,1333
3219CP,2017-12-25 02:49:21,2017-12-25 02:56:21,Request product,process activity,clerk,1c,product,3219p,1327
3219CP,2017-12-25 02:57:21,2017-12-25 02:57:21,Assgin robot,process activity,robot,0r,shelf,18s,1337
482CP,2017-12-25 02:37:21,2017-12-25 02:59:21,Request product,process activity,clerk,1c,product,482p,1315
482CP,2017-12-25 02:59:21,2017-12-25 02:59:21,Assgin robot,process activity,robot,186r,shelf,159s,1339
3316CP,2017-12-25 02:46:21,2017-12-25 03:14:21,Request product,process activity,clerk,1c,product,3316p,1323
3316CP,2017-12-25 03:14:21,2017-12-25 03:14:21,Assgin robot,process activity,robot,244r,shelf,170s,1359
2315CP,2017-12-25 03:03:21,2017-12-25 03:15:21,Request product,process activity,clerk,1c,product,2315p,1346
1048CP,2017-12-25 02:53:21,2017-12-25 03:19:21,Request product,process activity,clerk,1c,product,1048p,1331
1048CP,2017-12-25 03:20:21,2017-12-25 03:20:21,Assgin robot,process activity,robot,167r,shelf,63s,1371
2315CP,2017-12-25 03:21:21,2017-12-25 03:21:21,Assgin robot,process activity,robot,154r,shelf,42s,1374
1298CP,2017-12-25 02:55:21,2017-12-25 03:22:21,Request product,process activity,clerk,1c,product,1298p,1336
1298CP,2017-12-25 03:22:21,2017-12-25 03:22:21,Assgin robot,process activity,robot,74r,shelf,109s,1377
3779CP,2017-12-25 03:01:21,2017-12-25 03:28:21,Request product,process activity,clerk,1c,product,3779p,1343
3779CP,2017-12-25 03:29:21,2017-12-25 03:29:21,Assgin robot,process activity,robot,90r,shelf,80s,1391
3641CP,2017-12-25 03:25:21,2017-12-25 03:32:21,Request product,process activity,clerk,1c,product,3641p,1383
3641CP,2017-12-25 03:32:21,2017-12-25 03:32:21,Assgin robot,process activity,robot,103r,shelf,104s,1396
3242CP,2017-12-25 03:14:21,2017-12-25 03:38:21,Request product,process activity,clerk,1c,product,3242p,1360
3242CP,2017-12-25 03:39:21,2017-12-25 03:39:21,Assgin robot,process activity,robot,171r,shelf,96s,1405
1737CP,2017-12-25 03:10:21,2017-12-25 03:41:21,Request product,process activity,clerk,1c,product,1737p,1354
1737CP,2017-12-25 03:41:21,2017-12-25 03:41:21,Assgin robot,process activity,robot,210r,shelf,115s,1407
3610CP,2017-12-25 03:43:21,2017-12-25 03:43:21,check if the product was shaked,process activity,clerk,1c,product,3610p,1409
1847CP,2017-12-25 03:19:21,2017-12-25 03:46:21,Request product,process activity,clerk,1c,product,1847p,1369
1847CP,2017-12-25 03:47:21,2017-12-25 03:47:21,Assgin robot,process activity,robot,105r,shelf,158s,1414
1357CP,2017-12-25 03:15:21,2017-12-25 03:51:21,Request product,process activity,clerk,1c,product,1357p,1363
1357CP,2017-12-25 03:51:21,2017-12-25 03:51:21,Assgin robot,process activity,robot,163r,shelf,125s,1421
2125CP,2017-12-25 03:27:21,2017-12-25 03:58:21,Request product,process activity,clerk,1c,product,2125p,1388
2125CP,2017-12-25 03:59:21,2017-12-25 03:59:21,Assgin robot,process activity,robot,158r,shelf,7s,1436
733CP,2017-12-25 03:36:21,2017-12-25 03:59:21,Request product,process activity,clerk,1c,product,733p,1402
924CP,2017-12-25 03:47:21,2017-12-25 04:04:21,Request product,process activity,clerk,1c,product,924p,1416
925CP,2017-12-25 03:57:21,2017-12-25 04:04:21,Request product,process activity,clerk,1c,product,925p,1432
925CP,2017-12-25 04:04:21,2017-12-25 04:04:21,Assgin robot,process activity,robot,42r,shelf,186s,1443
