Case Id,Start Timestamp,End Timesstamp,Event Name,Event Type,Subjec Group,Subject Id,Object Group,Object Id,Event Id
3610RP,2017-12-25 02:39:21,2017-12-25 02:42:21,putdown current shelf,process activity,robot,38r,shelf,-1s,1317
3610RP,2017-12-25 02:43:21,2017-12-25 02:46:21,go to approriate shelf,process activity,robot,38r,shelf,15s,1319
1491RP,2017-12-25 02:46:21,2017-12-25 02:49:21,putdown current shelf,process activity,robot,30r,shelf,-1s,1324
3240RP,2017-12-25 02:45:21,2017-12-25 02:50:21,putdown current shelf,process activity,robot,155r,shelf,-1s,1321
2912RP,2017-12-25 02:53:21,2017-12-25 02:59:21,putdown current shelf,process activity,robot,86r,shelf,-1s,1332
1492RP,2017-12-25 02:54:21,2017-12-25 03:00:21,putdown current shelf,process activity,robot,41r,shelf,-1s,1334
3219RP,2017-12-25 02:57:21,2017-12-25 03:01:21,putdown current shelf,process activity,robot,0r,shelf,-1s,1338
482RP,2017-12-25 03:00:21,2017-12-25 03:03:21,putdown current shelf,process activity,robot,186r,shelf,-1s,1341
2912RP,2017-12-25 03:00:21,2017-12-25 03:04:21,go to approriate shelf,process activity,robot,86r,shelf,173s,1340
1491RP,2017-12-25 02:50:21,2017-12-25 03:05:21,go to approriate shelf,process activity,robot,30r,shelf,146s,1328
3219RP,2017-12-25 03:02:21,2017-12-25 03:08:21,go to approriate shelf,process activity,robot,0r,shelf,18s,1344
3240RP,2017-12-25 02:50:21,2017-12-25 03:11:21,go to approriate shelf,process activity,robot,155r,shelf,57s,1329
1492RP,2017-12-25 03:01:21,2017-12-25 03:12:21,go to approriate shelf,process activity,robot,41r,shelf,168s,1342
3219RP,2017-12-25 03:10:21,2017-12-25 03:16:21,move shelf to dock,process activity,robot,0r,shelf,18s,1353
3610RP,2017-12-25 03:03:21,2017-12-25 03:20:21,reduce speed,process activity,robot,38r,shelf,15s,1345
3610RP,2017-12-25 02:47:21,2017-12-25 03:20:21,move shelf to dock,process activity,robot,38r,shelf,15s,1326
3316RP,2017-12-25 03:15:21,2017-12-25 03:22:21,putdown current shelf,process activity,robot,244r,shelf,-1s,1361
482RP,2017-12-25 03:04:21,2017-12-25 03:23:21,go to approriate shelf,process activity,robot,186r,shelf,159s,1347
1048RP,2017-12-25 03:22:21,2017-12-25 03:30:21,putdown current shelf,process activity,robot,167r,shelf,-1s,1376
3240RP,2017-12-25 03:28:21,2017-12-25 03:30:21,reduce speed,process activity,robot,155r,shelf,57s,1390
3240RP,2017-12-25 03:11:21,2017-12-25 03:30:21,move shelf to dock,process activity,robot,155r,shelf,57s,1356
1298RP,2017-12-25 03:24:21,2017-12-25 03:32:21,putdown current shelf,process activity,robot,74r,shelf,-1s,1380
2315RP,2017-12-25 03:27:21,2017-12-25 03:33:21,putdown current shelf,process activity,robot,154r,shelf,-1s,1387
482RP,2017-12-25 03:29:21,2017-12-25 03:34:21,move shelf to dock,process activity,robot,186r,shelf,159s,1392
1491RP,2017-12-25 03:25:21,2017-12-25 03:36:21,reduce speed,process activity,robot,30r,shelf,146s,1382
1491RP,2017-12-25 03:08:21,2017-12-25 03:36:21,move shelf to dock,process activity,robot,30r,shelf,146s,1351
3779RP,2017-12-25 03:30:21,2017-12-25 03:38:21,putdown current shelf,process activity,robot,90r,shelf,-1s,1393
2912RP,2017-12-25 03:24:21,2017-12-25 03:39:21,reduce speed,process activity,robot,86r,shelf,173s,1381
2912RP,2017-12-25 03:08:21,2017-12-25 03:39:21,move shelf to dock,process activity,robot,86r,shelf,173s,1350
1492RP,2017-12-25 03:27:21,2017-12-25 03:44:21,reduce speed,process activity,robot,41r,shelf,168s,1386
