Shelf Id,Event Id,Timestamp, 
15s,1335,2017-12-25 02:54:21,
18s,1362,2017-12-25 03:15:21,
173s,1365,2017-12-25 03:18:21,
146s,1368,2017-12-25 03:19:21,
168s,1370,2017-12-25 03:19:21,
57s,1372,2017-12-25 03:20:21,
159s,1427,2017-12-25 03:53:21,
80s,1441,2017-12-25 04:02:21,
63s,1460,2017-12-25 04:14:21,
170s,1465,2017-12-25 04:16:21,
115s,1480,2017-12-25 04:23:21,
104s,1481,2017-12-25 04:23:21,
42s,1485,2017-12-25 04:24:21,
96s,1499,2017-12-25 04:32:21,
7s,1516,2017-12-25 04:42:21,
197s,1534,2017-12-25 04:53:21,
158s,1541,2017-12-25 04:57:21,
123s,1546,2017-12-25 04:59:21,
125s,1551,2017-12-25 05:01:21,
46s,1562,2017-12-25 05:07:21,
94s,1566,2017-12-25 05:10:21,
86s,1579,2017-12-25 05:19:21,
186s,1588,2017-12-25 05:23:21,
118s,1589,2017-12-25 05:23:21,
143s,1614,2017-12-25 05:43:21,
25s,1616,2017-12-25 05:43:21,
23s,1636,2017-12-25 05:56:21,
16s,1651,2017-12-25 06:04:21,
22s,1655,2017-12-25 06:07:21,
165s,1662,2017-12-25 06:10:21,
8s,1679,2017-12-25 06:23:21,
1s,1692,2017-12-25 06:31:21,
99s,1699,2017-12-25 06:36:21,
83s,1706,2017-12-25 06:39:21,
181s,1712,2017-12-25 06:42:21,
175s,1714,2017-12-25 06:43:21,
138s,1727,2017-12-25 06:52:21,
75s,1741,2017-12-25 06:59:21,
191s,1769,2017-12-25 07:19:21,
140s,1770,2017-12-25 07:19:21,
65s,1773,2017-12-25 07:21:21,
135s,1777,2017-12-25 07:22:21,
127s,1790,2017-12-25 07:30:21,
117s,1794,2017-12-25 07:31:21,
2s,1803,2017-12-25 07:35:21,
147s,1804,2017-12-25 07:35:21,
43s,1837,2017-12-25 07:55:21,
20s,1858,2017-12-25 08:10:21,
152s,1870,2017-12-25 08:17:21,
27s,1886,2017-12-25 08:27:21,
52s,1905,2017-12-25 08:39:21,
106s,1928,2017-12-25 08:56:21,
110s,1929,2017-12-25 08:56:21,
55s,1937,2017-12-25 09:01:21,
69s,1939,2017-12-25 09:02:21,
60s,1968,2017-12-25 09:20:21,
51s,1991,2017-12-25 09:35:21,
87s,1996,2017-12-25 09:39:21,
3s,1999,2017-12-25 09:40:21,
151s,2012,2017-12-25 09:48:21,
74s,2027,2017-12-25 10:01:21,
156s,2032,2017-12-25 10:04:21,
161s,2040,2017-12-25 10:08:21,
185s,2044,2017-12-25 10:12:21,
28s,2054,2017-12-25 10:19:21,
85s,2056,2017-12-25 10:19:21,
171s,2062,2017-12-25 10:24:21,
160s,2082,2017-12-25 10:36:21,
183s,2087,2017-12-25 10:39:21,
105s,2091,2017-12-25 10:43:21,
93s,2102,2017-12-25 10:49:21,
82s,2103,2017-12-25 10:49:21,
195s,2104,2017-12-25 10:49:21,
44s,2147,2017-12-25 11:18:21,
180s,2173,2017-12-25 11:34:21,
97s,2187,2017-12-25 11:46:21,
153s,2189,2017-12-25 11:47:21,
79s,2261,2017-12-25 12:34:21,
177s,2391,2017-12-25 13:58:21,
75s,2407,2017-12-25 14:07:21,
115s,2417,2017-12-25 14:14:21,
165s,2425,2017-12-25 14:20:21,
68s,2431,2017-12-25 14:23:21,
63s,2435,2017-12-25 14:25:21,
83s,2461,2017-12-25 14:46:21,
109s,2465,2017-12-25 14:49:21,
131s,2469,2017-12-25 14:52:21,
159s,2471,2017-12-25 14:52:21,
99s,2472,2017-12-25 14:53:21,
27s,2482,2017-12-25 15:00:21,
123s,2502,2017-12-25 15:14:21,
125s,2504,2017-12-25 15:16:21,
94s,2507,2017-12-25 15:17:21,
186s,2517,2017-12-25 15:22:21,
127s,2518,2017-12-25 15:22:21,
154s,2519,2017-12-25 15:22:21,
43s,2524,2017-12-25 15:26:21,
62s,2531,2017-12-25 15:30:21,
140s,2549,2017-12-25 15:43:21,
37s,2552,2017-12-25 15:45:21,
163s,2569,2017-12-25 15:57:21,
197s,2577,2017-12-25 16:01:21,
129s,2590,2017-12-25 16:10:21,
91s,2602,2017-12-25 16:19:21,
106s,2639,2017-12-25 16:48:21,
190s,2647,2017-12-25 16:52:21,
23s,2679,2017-12-25 17:16:21,
52s,2706,2017-12-25 17:34:21,
56s,2718,2017-12-25 17:45:21,
103s,2731,2017-12-25 17:54:21,
121s,2742,2017-12-25 18:02:21,
148s,2746,2017-12-25 18:03:21,
142s,2786,2017-12-25 18:26:21,
92s,2874,2017-12-25 19:22:21,
44s,2875,2017-12-25 19:22:21,
105s,2881,2017-12-25 19:27:21,
94s,2882,2017-12-25 19:27:21,
3s,2884,2017-12-25 19:28:21,
195s,2906,2017-12-25 19:44:21,
158s,2907,2017-12-25 19:44:21,
87s,2908,2017-12-25 19:44:21,
159s,2922,2017-12-25 19:54:21,
165s,2933,2017-12-25 20:03:21,
55s,2940,2017-12-25 20:08:21,
156s,2958,2017-12-25 20:23:21,
183s,2963,2017-12-25 20:27:21,
13s,2970,2017-12-25 20:30:21,
145s,2973,2017-12-25 20:31:21,
15s,3003,2017-12-25 20:52:21,
22s,3017,2017-12-25 21:01:21,
130s,3028,2017-12-25 21:09:21,
