Case Id,Start Timestamp,End Timesstamp,Event Name,Event Type,Subjec Group,Subject Id,Object Group,Object Id,Event Id
21CP,2017-12-25 01:07:13,2017-12-25 01:13:13,Request product,process activity,clerk,1c,product,21p,1312
21CP,2017-12-25 01:14:13,2017-12-25 01:14:13,Assgin robot,process activity,robot,5r,shelf,1s,1315
65CP,2017-12-25 01:13:13,2017-12-25 01:17:13,Request product,process activity,clerk,1c,product,65p,1314
65CP,2017-12-25 01:17:13,2017-12-25 01:17:13,Assgin robot,process activity,robot,4r,shelf,3s,1317
17CP,2017-12-25 01:06:13,2017-12-25 01:20:13,Request product,process activity,clerk,1c,product,17p,1311
17CP,2017-12-25 01:21:13,2017-12-25 01:21:13,Assgin robot,process activity,robot,3r,shelf,1s,1320
43CP,2017-12-25 01:10:13,2017-12-25 01:32:13,Request product,process activity,clerk,1c,product,43p,1313
43CP,2017-12-25 01:33:13,2017-12-25 01:33:13,Assgin robot,process activity,robot,9r,shelf,0s,1329
61CP,2017-12-25 01:32:13,2017-12-25 01:43:13,Request product,process activity,clerk,1c,product,61p,1328
61CP,2017-12-25 01:43:13,2017-12-25 01:43:13,Assgin robot,process activity,robot,0r,shelf,3s,1335
49CP,2017-12-25 01:28:13,2017-12-25 01:46:13,Request product,process activity,clerk,1c,product,49p,1324
49CP,2017-12-25 01:47:13,2017-12-25 01:47:13,Assgin robot,process activity,robot,1r,shelf,0s,1339
65CP,2017-12-25 01:54:13,2017-12-25 01:54:13,check if the product was shaked,process activity,clerk,1c,product,65p,1349
84CP,2017-12-25 01:48:13,2017-12-25 02:02:13,Request product,process activity,clerk,1c,product,84p,1342
84CP,2017-12-25 02:03:13,2017-12-25 02:03:13,Assgin robot,process activity,robot,6r,shelf,3s,1358
16CP,2017-12-25 01:46:13,2017-12-25 02:03:13,Request product,process activity,clerk,1c,product,16p,1337
16CP,2017-12-25 02:04:13,2017-12-25 02:04:13,Assgin robot,process activity,robot,2r,shelf,1s,1360
65CP,2017-12-25 02:07:13,2017-12-25 02:07:13,Product Delivered,process activity,clerk,1c,product,65p,1362
21CP,2017-12-25 02:08:13,2017-12-25 02:08:13,check if the product was shaked,process activity,clerk,1c,product,21p,1363
88CP,2017-12-25 01:56:13,2017-12-25 02:11:13,Request product,process activity,clerk,1c,product,88p,1351
88CP,2017-12-25 02:11:13,2017-12-25 02:11:13,Assgin robot,process activity,robot,8r,shelf,3s,1368
63CP,2017-12-25 02:08:13,2017-12-25 02:18:13,Request product,process activity,clerk,1c,product,63p,1364
63CP,2017-12-25 02:19:13,2017-12-25 02:19:13,Assgin robot,process activity,robot,4r,shelf,4s,1373
21CP,2017-12-25 02:24:13,2017-12-25 02:24:13,Product Delivered,process activity,clerk,1c,product,21p,1377
43CP,2017-12-25 02:25:13,2017-12-25 02:25:13,check if the product was shaked,process activity,clerk,1c,product,43p,1380
87CP,2017-12-25 02:24:13,2017-12-25 02:26:13,Request product,process activity,clerk,1c,product,87p,1378
87CP,2017-12-25 02:26:13,2017-12-25 02:26:13,Assgin robot,process activity,robot,5r,shelf,2s,1382
43CP,2017-12-25 02:29:13,2017-12-25 02:29:13,Product Delivered,process activity,clerk,1c,product,43p,1384
