Case Id,Start Timestamp,End Timesstamp,Event Name,Event Type,Subjec Group,Subject Id,Object Group,Object Id,Event Id
283RP,2017-12-25 02:35:27,2017-12-25 02:40:27,putdown current shelf,process activity,robot,237r,shelf,-1s,1318
1717RP,2017-12-25 02:40:27,2017-12-25 02:46:27,putdown current shelf,process activity,robot,98r,shelf,-1s,1321
3247RP,2017-12-25 02:42:27,2017-12-25 02:47:27,putdown current shelf,process activity,robot,194r,shelf,-1s,1324
1040RP,2017-12-25 02:46:27,2017-12-25 02:49:27,putdown current shelf,process activity,robot,186r,shelf,-1s,1330
429RP,2017-12-25 02:45:27,2017-12-25 02:50:27,putdown current shelf,process activity,robot,74r,shelf,-1s,1328
3201RP,2017-12-25 02:47:27,2017-12-25 02:54:27,putdown current shelf,process activity,robot,238r,shelf,-1s,1333
3247RP,2017-12-25 02:48:27,2017-12-25 02:55:27,go to approriate shelf,process activity,robot,194r,shelf,21s,1334
283RP,2017-12-25 02:41:27,2017-12-25 02:57:27,go to approriate shelf,process activity,robot,237r,shelf,103s,1322
62RP,2017-12-25 02:54:27,2017-12-25 03:00:27,putdown current shelf,process activity,robot,88r,shelf,-1s,1340
1040RP,2017-12-25 02:49:27,2017-12-25 03:01:27,go to approriate shelf,process activity,robot,186r,shelf,73s,1335
1717RP,2017-12-25 02:46:27,2017-12-25 03:01:27,go to approriate shelf,process activity,robot,98r,shelf,152s,1331
429RP,2017-12-25 02:50:27,2017-12-25 03:05:27,go to approriate shelf,process activity,robot,74r,shelf,128s,1337
2939RP,2017-12-25 02:59:27,2017-12-25 03:07:27,putdown current shelf,process activity,robot,50r,shelf,-1s,1345
283RP,2017-12-25 03:01:27,2017-12-25 03:09:27,move shelf to dock,process activity,robot,237r,shelf,103s,1349
3201RP,2017-12-25 02:55:27,2017-12-25 03:10:27,go to approriate shelf,process activity,robot,238r,shelf,160s,1341
2939RP,2017-12-25 03:08:27,2017-12-25 03:13:27,go to approriate shelf,process activity,robot,50r,shelf,14s,1362
3740RP,2017-12-25 03:07:27,2017-12-25 03:15:27,putdown current shelf,process activity,robot,139r,shelf,-1s,1361
3247RP,2017-12-25 03:00:27,2017-12-25 03:15:27,move shelf to dock,process activity,robot,194r,shelf,21s,1347
62RP,2017-12-25 03:00:27,2017-12-25 03:17:27,go to approriate shelf,process activity,robot,88r,shelf,63s,1348
1335RP,2017-12-25 03:09:27,2017-12-25 03:21:27,putdown current shelf,process activity,robot,46r,shelf,-1s,1366
3205RP,2017-12-25 03:16:27,2017-12-25 03:23:27,putdown current shelf,process activity,robot,170r,shelf,-1s,1375
2270RP,2017-12-25 03:17:27,2017-12-25 03:24:27,putdown current shelf,process activity,robot,146r,shelf,-1s,1378
2939RP,2017-12-25 03:15:27,2017-12-25 03:25:27,move shelf to dock,process activity,robot,50r,shelf,14s,1373
1040RP,2017-12-25 03:09:27,2017-12-25 03:28:27,reduce speed,process activity,robot,186r,shelf,73s,1367
1040RP,2017-12-25 03:04:27,2017-12-25 03:28:27,move shelf to dock,process activity,robot,186r,shelf,73s,1353
62RP,2017-12-25 03:19:27,2017-12-25 03:29:27,move shelf to dock,process activity,robot,88r,shelf,63s,1380
1494RP,2017-12-25 03:24:27,2017-12-25 03:35:27,putdown current shelf,process activity,robot,200r,shelf,-1s,1391
2270RP,2017-12-25 03:25:27,2017-12-25 03:36:27,go to approriate shelf,process activity,robot,146r,shelf,19s,1392
1493RP,2017-12-25 03:35:27,2017-12-25 03:38:27,putdown current shelf,process activity,robot,129r,shelf,-1s,1410
1335RP,2017-12-25 03:21:27,2017-12-25 03:38:27,go to approriate shelf,process activity,robot,46r,shelf,22s,1385
429RP,2017-12-25 03:27:27,2017-12-25 03:38:27,reduce speed,process activity,robot,74r,shelf,128s,1395
429RP,2017-12-25 03:08:27,2017-12-25 03:39:27,move shelf to dock,process activity,robot,74r,shelf,128s,1363
1896RP,2017-12-25 03:31:27,2017-12-25 03:41:27,putdown current shelf,process activity,robot,9r,shelf,-1s,1403
3740RP,2017-12-25 03:20:27,2017-12-25 03:41:27,go to approriate shelf,process activity,robot,139r,shelf,149s,1381
1717RP,2017-12-25 03:27:27,2017-12-25 03:44:27,reduce speed,process activity,robot,98r,shelf,152s,1394
1717RP,2017-12-25 03:04:27,2017-12-25 03:44:27,move shelf to dock,process activity,robot,98r,shelf,152s,1352
1571RP,2017-12-25 03:41:27,2017-12-25 03:46:27,putdown current shelf,process activity,robot,140r,shelf,-1s,1419
3205RP,2017-12-25 03:24:27,2017-12-25 03:49:27,go to approriate shelf,process activity,robot,170r,shelf,58s,1390
1494RP,2017-12-25 03:36:27,2017-12-25 03:53:27,go to approriate shelf,process activity,robot,200r,shelf,123s,1411
283RP,2017-12-25 03:40:27,2017-12-25 03:55:27,move shelf from dock,process activity,robot,237r,shelf,103s,1418
1335RP,2017-12-25 03:52:27,2017-12-25 03:56:27,move shelf to dock,process activity,robot,46r,shelf,22s,1433
