Chip,Timestamp,Item Id,Entry Id
collector,2017-12-25 03:34:53,93p,1352
extraCheck,2017-12-25 03:39:53,93p,1358
packageDone,2017-12-25 03:49:53,93p,1363
collector,2017-12-25 03:50:53,659p,1373
collector,2017-12-25 03:52:53,311p,1372
collector,2017-12-25 04:00:53,514p,1388
extraCheck,2017-12-25 04:01:53,659p,1390
collector,2017-12-25 04:10:53,145p,1403
packageDone,2017-12-25 04:17:53,659p,1394
collector,2017-12-25 04:23:53,720p,1415
extraCheck,2017-12-25 04:30:53,514p,1427
collector,2017-12-25 04:47:53,673p,1449
packageDone,2017-12-25 04:50:53,514p,1439
collector,2017-12-25 04:57:53,330p,1469
collector,2017-12-25 04:59:53,174p,1475
collector,2017-12-25 05:02:53,48p,1479
extraCheck,2017-12-25 05:07:53,311p,1480
collector,2017-12-25 05:12:53,461p,1489
packageDone,2017-12-25 05:22:53,311p,1490
collector,2017-12-25 05:27:53,196p,1516
collector,2017-12-25 05:36:53,351p,1518
collector,2017-12-25 05:36:53,259p,1517
collector,2017-12-25 05:43:53,592p,1533
extraCheck,2017-12-25 05:43:53,720p,1519
collector,2017-12-25 05:48:53,774p,1541
packageDone,2017-12-25 05:56:53,720p,1544
collector,2017-12-25 06:05:53,491p,1573
extraCheck,2017-12-25 06:13:53,145p,1567
collector,2017-12-25 06:14:53,304p,1581
collector,2017-12-25 06:28:53,546p,1595
collector,2017-12-25 06:30:53,447p,1602
packageDone,2017-12-25 06:32:53,145p,1587
collector,2017-12-25 06:33:53,507p,1608
extraCheck,2017-12-25 06:40:53,196p,1616
packageDone,2017-12-25 06:45:53,196p,1626
collector,2017-12-25 06:51:53,714p,1637
extraCheck,2017-12-25 07:03:53,259p,1634
collector,2017-12-25 07:04:53,384p,1652
collector,2017-12-25 07:04:53,486p,1647
collector,2017-12-25 07:09:53,734p,1661
collector,2017-12-25 07:15:53,487p,1671
collector,2017-12-25 07:19:53,712p,1675
packageDone,2017-12-25 07:19:53,259p,1660
collector,2017-12-25 07:31:53,87p,1687
extraCheck,2017-12-25 07:33:53,673p,1684
packageDone,2017-12-25 07:44:53,673p,1691
collector,2017-12-25 07:51:53,745p,1699
extraCheck,2017-12-25 07:56:53,330p,1696
packageDone,2017-12-25 08:11:53,330p,1703
extraCheck,2017-12-25 08:20:53,174p,1710
packageDone,2017-12-25 08:33:53,174p,1712
collector,2017-12-25 08:44:53,235p,1724
extraCheck,2017-12-25 08:46:53,48p,1718
packageDone,2017-12-25 08:58:53,48p,1728
extraCheck,2017-12-25 09:06:53,461p,1734
packageDone,2017-12-25 09:20:53,461p,1737
extraCheck,2017-12-25 09:25:53,734p,1744
packageDone,2017-12-25 09:33:53,734p,1747
extraCheck,2017-12-25 09:41:53,714p,1758
collector,2017-12-25 09:42:53,183p,1766
collector,2017-12-25 09:47:53,163p,1768
packageDone,2017-12-25 09:52:53,714p,1769
collector,2017-12-25 09:59:53,340p,1786
collector,2017-12-25 10:05:53,247p,1799
packageDone,2017-12-25 10:11:53,351p,1791
collector,2017-12-25 10:16:53,628p,1818
packageDone,2017-12-25 10:22:53,592p,1813
collector,2017-12-25 10:35:53,372p,1835
packageDone,2017-12-25 10:41:53,774p,1827
collector,2017-12-25 10:47:53,400p,1852
collector,2017-12-25 10:49:53,27p,1853
collector,2017-12-25 10:53:53,220p,1855
packageDone,2017-12-25 10:55:53,491p,1854
packageDone,2017-12-25 11:11:53,304p,1868
extraCheck,2017-12-25 11:18:53,546p,1877
collector,2017-12-25 11:19:53,472p,1882
packageDone,2017-12-25 11:26:53,546p,1883
extraCheck,2017-12-25 11:35:53,447p,1892
packageDone,2017-12-25 11:50:53,447p,1897
collector,2017-12-25 11:58:53,596p,1909
extraCheck,2017-12-25 12:00:53,507p,1910
collector,2017-12-25 12:10:53,674p,1923
packageDone,2017-12-25 12:15:53,507p,1917
collector,2017-12-25 12:17:53,315p,1928
collector,2017-12-25 12:24:53,506p,1944
extraCheck,2017-12-25 12:27:53,163p,1939
packageDone,2017-12-25 12:36:53,163p,1950
extraCheck,2017-12-25 12:47:53,486p,1955
collector,2017-12-25 12:51:53,658p,1962
collector,2017-12-25 12:52:53,248p,1963
packageDone,2017-12-25 12:57:53,486p,1961
extraCheck,2017-12-25 13:01:53,384p,1976
packageDone,2017-12-25 13:06:53,384p,1979
collector,2017-12-25 13:17:53,727p,1991
packageDone,2017-12-25 13:23:53,487p,1985
collector,2017-12-25 13:34:53,595p,2003
packageDone,2017-12-25 13:35:53,712p,1998
extraCheck,2017-12-25 13:43:53,87p,2009
packageDone,2017-12-25 13:58:53,87p,2012
extraCheck,2017-12-25 14:04:53,745p,2019
collector,2017-12-25 14:08:53,688p,2022
packageDone,2017-12-25 14:12:53,745p,2020
extraCheck,2017-12-25 14:19:53,235p,2028
packageDone,2017-12-25 14:23:53,235p,2031
extraCheck,2017-12-25 14:28:53,248p,2035
packageDone,2017-12-25 14:36:53,248p,2036
packageDone,2017-12-25 14:47:53,183p,2043
