Case Id,Start Timestamp,End Timesstamp,Event Name,Event Type,Subjec Group,Subject Id,Object Group,Object Id,Event Id
93RP,2017-12-25 02:52:53,2017-12-25 02:55:53,putdown current shelf,process activity,robot,15r,shelf,-1s,1314
93RP,2017-12-25 02:56:53,2017-12-25 02:58:53,go to approriate shelf,process activity,robot,15r,shelf,11s,1317
659RP,2017-12-25 03:01:53,2017-12-25 03:06:53,putdown current shelf,process activity,robot,4r,shelf,-1s,1321
311RP,2017-12-25 03:08:53,2017-12-25 03:11:53,putdown current shelf,process activity,robot,6r,shelf,-1s,1328
514RP,2017-12-25 03:07:53,2017-12-25 03:16:53,putdown current shelf,process activity,robot,14r,shelf,-1s,1326
311RP,2017-12-25 03:12:53,2017-12-25 03:18:53,go to approriate shelf,process activity,robot,6r,shelf,13s,1330
514RP,2017-12-25 03:17:53,2017-12-25 03:20:53,go to approriate shelf,process activity,robot,14r,shelf,21s,1334
659RP,2017-12-25 03:06:53,2017-12-25 03:22:53,go to approriate shelf,process activity,robot,4r,shelf,38s,1324
145RP,2017-12-25 03:15:53,2017-12-25 03:23:53,putdown current shelf,process activity,robot,11r,shelf,-1s,1332
93RP,2017-12-25 03:16:53,2017-12-25 03:29:53,reduce speed,process activity,robot,15r,shelf,11s,1333
93RP,2017-12-25 03:01:53,2017-12-25 03:29:53,move shelf to dock,process activity,robot,15r,shelf,11s,1322
720RP,2017-12-25 03:25:53,2017-12-25 03:31:53,putdown current shelf,process activity,robot,2r,shelf,-1s,1344
145RP,2017-12-25 03:23:53,2017-12-25 03:39:53,go to approriate shelf,process activity,robot,11r,shelf,28s,1341
311RP,2017-12-25 03:31:53,2017-12-25 03:43:53,reduce speed,process activity,robot,6r,shelf,13s,1349
311RP,2017-12-25 03:22:53,2017-12-25 03:43:53,move shelf to dock,process activity,robot,6r,shelf,13s,1338
720RP,2017-12-25 03:32:53,2017-12-25 03:45:53,go to approriate shelf,process activity,robot,2r,shelf,39s,1351
659RP,2017-12-25 03:28:53,2017-12-25 03:45:53,reduce speed,process activity,robot,4r,shelf,38s,1347
659RP,2017-12-25 03:23:53,2017-12-25 03:45:53,move shelf to dock,process activity,robot,4r,shelf,38s,1340
330RP,2017-12-25 03:39:53,2017-12-25 03:46:53,putdown current shelf,process activity,robot,16r,shelf,-1s,1361
93RP,2017-12-25 03:38:53,2017-12-25 03:50:53,move shelf from dock,process activity,robot,15r,shelf,11s,1359
514RP,2017-12-25 03:37:53,2017-12-25 03:52:53,reduce speed,process activity,robot,14r,shelf,21s,1357
514RP,2017-12-25 03:22:53,2017-12-25 03:52:53,move shelf to dock,process activity,robot,14r,shelf,21s,1337
311RP,2017-12-25 03:57:53,2017-12-25 04:04:53,move shelf from dock,process activity,robot,6r,shelf,13s,1385
145RP,2017-12-25 03:55:53,2017-12-25 04:04:53,reduce speed,process activity,robot,11r,shelf,28s,1383
145RP,2017-12-25 03:40:53,2017-12-25 04:04:53,move shelf to dock,process activity,robot,11r,shelf,28s,1364
174RP,2017-12-25 04:00:53,2017-12-25 04:05:53,putdown current shelf,process activity,robot,0r,shelf,-1s,1391
330RP,2017-12-25 03:47:53,2017-12-25 04:05:53,go to approriate shelf,process activity,robot,16r,shelf,8s,1369
659RP,2017-12-25 03:52:53,2017-12-25 04:08:53,move shelf from dock,process activity,robot,4r,shelf,38s,1380
48RP,2017-12-25 04:08:53,2017-12-25 04:12:53,putdown current shelf,process activity,robot,15r,shelf,11s,1400
720RP,2017-12-25 03:58:53,2017-12-25 04:14:53,reduce speed,process activity,robot,2r,shelf,39s,1387
720RP,2017-12-25 03:47:53,2017-12-25 04:14:53,move shelf to dock,process activity,robot,2r,shelf,39s,1370
461RP,2017-12-25 04:14:53,2017-12-25 04:16:53,putdown current shelf,process activity,robot,18r,shelf,-1s,1410
174RP,2017-12-25 04:08:53,2017-12-25 04:18:53,go to approriate shelf,process activity,robot,0r,shelf,36s,1401
48RP,2017-12-25 04:13:53,2017-12-25 04:20:53,go to approriate shelf,process activity,robot,15r,shelf,13s,1408
514RP,2017-12-25 04:04:53,2017-12-25 04:25:53,move shelf from dock,process activity,robot,14r,shelf,21s,1396
145RP,2017-12-25 04:13:53,2017-12-25 04:25:53,move shelf from dock,process activity,robot,11r,shelf,28s,1409
461RP,2017-12-25 04:17:53,2017-12-25 04:27:53,go to approriate shelf,process activity,robot,18r,shelf,5s,1414
720RP,2017-12-25 04:27:53,2017-12-25 04:34:53,move shelf from dock,process activity,robot,2r,shelf,39s,1429
