Case Id,Start Timestamp,End Timesstamp,Event Name,Event Type,Subjec Group,Subject Id,Object Group,Object Id,Event Id
77CP,2017-12-25 01:05:04,2017-12-25 01:16:04,Request product,process activity,clerk,1c,product,77p,1311
77CP,2017-12-25 01:16:04,2017-12-25 01:16:04,Assgin robot,process activity,robot,4r,shelf,4s,1315
75CP,2017-12-25 01:13:04,2017-12-25 01:17:04,Request product,process activity,clerk,1c,product,75p,1314
75CP,2017-12-25 01:17:04,2017-12-25 01:17:04,Assgin robot,process activity,robot,2r,shelf,3s,1317
21CP,2017-12-25 01:06:04,2017-12-25 01:29:04,Request product,process activity,clerk,1c,product,21p,1312
21CP,2017-12-25 01:29:04,2017-12-25 01:29:04,Assgin robot,process activity,robot,1r,shelf,3s,1324
69CP,2017-12-25 01:10:04,2017-12-25 01:30:04,Request product,process activity,clerk,1c,product,69p,1313
69CP,2017-12-25 01:30:04,2017-12-25 01:30:04,Assgin robot,process activity,robot,6r,shelf,2s,1325
89CP,2017-12-25 01:24:04,2017-12-25 01:30:04,Request product,process activity,clerk,1c,product,89p,1321
89CP,2017-12-25 01:31:04,2017-12-25 01:31:04,Assgin robot,process activity,robot,0r,shelf,2s,1326
85CP,2017-12-25 01:34:04,2017-12-25 01:35:04,Request product,process activity,clerk,1c,product,85p,1329
85CP,2017-12-25 01:36:04,2017-12-25 01:36:04,Assgin robot,process activity,robot,3r,shelf,4s,1330
46CP,2017-12-25 01:43:04,2017-12-25 01:47:04,Request product,process activity,clerk,1c,product,46p,1337
46CP,2017-12-25 01:47:04,2017-12-25 01:47:04,Assgin robot,process activity,robot,9r,shelf,3s,1344
75CP,2017-12-25 01:46:04,2017-12-25 01:47:04,check if the product was shaked,process activity,clerk,1c,product,75p,1342
75CP,2017-12-25 01:54:04,2017-12-25 01:54:04,Product Delivered,process activity,clerk,1c,product,75p,1351
77CP,2017-12-25 01:54:04,2017-12-25 01:54:04,check if the product was shaked,process activity,clerk,1c,product,77p,1352
39CP,2017-12-25 01:51:04,2017-12-25 02:05:04,Request product,process activity,clerk,1c,product,39p,1350
39CP,2017-12-25 02:06:04,2017-12-25 02:06:04,Assgin robot,process activity,robot,5r,shelf,1s,1361
77CP,2017-12-25 02:11:04,2017-12-25 02:11:04,Product Delivered,process activity,clerk,1c,product,77p,1369
69CP,2017-12-25 02:14:04,2017-12-25 02:14:04,check if the product was shaked,process activity,clerk,1c,product,69p,1376
2CP,2017-12-25 01:55:04,2017-12-25 02:17:04,Request product,process activity,clerk,1c,product,2p,1354
2CP,2017-12-25 02:18:04,2017-12-25 02:18:04,Assgin robot,process activity,robot,2r,shelf,0s,1382
12CP,2017-12-25 02:01:04,2017-12-25 02:20:04,Request product,process activity,clerk,1c,product,12p,1358
12CP,2017-12-25 02:20:04,2017-12-25 02:20:04,Assgin robot,process activity,robot,7r,shelf,3s,1385
58CP,2017-12-25 02:09:04,2017-12-25 02:26:04,Request product,process activity,clerk,1c,product,58p,1367
58CP,2017-12-25 02:26:04,2017-12-25 02:26:04,Assgin robot,process activity,robot,8r,shelf,1s,1390
69CP,2017-12-25 02:37:04,2017-12-25 02:37:04,Product Delivered,process activity,clerk,1c,product,69p,1398
21CP,2017-12-25 02:38:04,2017-12-25 02:38:04,check if the product was shaked,process activity,clerk,1c,product,21p,1402
50CP,2017-12-25 02:17:04,2017-12-25 02:39:04,Request product,process activity,clerk,1c,product,50p,1381
50CP,2017-12-25 02:40:04,2017-12-25 02:40:04,Assgin robot,process activity,robot,4r,shelf,3s,1405
21CP,2017-12-25 02:52:04,2017-12-25 02:52:04,Product Delivered,process activity,clerk,1c,product,21p,1419
39CP,2017-12-25 02:52:04,2017-12-25 02:52:04,check if the product was shaked,process activity,clerk,1c,product,39p,1420
93CP,2017-12-25 02:38:04,2017-12-25 02:58:04,Request product,process activity,clerk,1c,product,93p,1401
93CP,2017-12-25 02:58:04,2017-12-25 02:58:04,Assgin robot,process activity,robot,6r,shelf,2s,1427
22CP,2017-12-25 02:54:04,2017-12-25 02:59:04,Request product,process activity,clerk,1c,product,22p,1423
22CP,2017-12-25 02:59:04,2017-12-25 03:01:04,Assgin robot,process activity,robot,1r,shelf,1s,1429
39CP,2017-12-25 03:10:04,2017-12-25 03:10:04,Product Delivered,process activity,clerk,1c,product,39p,1442
2CP,2017-12-25 03:11:04,2017-12-25 03:11:04,check if the product was shaked,process activity,clerk,1c,product,2p,1443
2CP,2017-12-25 03:28:04,2017-12-25 03:28:04,Product Delivered,process activity,clerk,1c,product,2p,1452
85CP,2017-12-25 03:30:04,2017-12-25 03:30:04,check if the product was shaked,process activity,clerk,1c,product,85p,1456
85CP,2017-12-25 03:46:04,2017-12-25 03:46:04,Product Delivered,process activity,clerk,1c,product,85p,1466
89CP,2017-12-25 03:46:04,2017-12-25 03:46:04,check if the product was shaked,process activity,clerk,1c,product,89p,1467
89CP,2017-12-25 04:02:04,2017-12-25 04:02:04,Product Delivered,process activity,clerk,1c,product,89p,1477
46CP,2017-12-25 04:03:04,2017-12-25 04:03:04,check if the product was shaked,process activity,clerk,1c,product,46p,1480
54CP,2017-12-25 04:02:04,2017-12-25 04:04:04,Request product,process activity,clerk,1c,product,54p,1478
54CP,2017-12-25 04:04:04,2017-12-25 04:04:04,Assgin robot,process activity,robot,0r,shelf,1s,1483
46CP,2017-12-25 04:17:04,2017-12-25 04:17:04,Product Delivered,process activity,clerk,1c,product,46p,1488
58CP,2017-12-25 04:18:04,2017-12-25 04:18:04,check if the product was shaked,process activity,clerk,1c,product,58p,1490
30CP,2017-12-25 04:17:04,2017-12-25 04:34:04,Request product,process activity,clerk,1c,product,30p,1489
30CP,2017-12-25 04:34:04,2017-12-25 04:34:04,Assgin robot,process activity,robot,9r,shelf,2s,1504
58CP,2017-12-25 04:37:04,2017-12-25 04:37:04,Product Delivered,process activity,clerk,1c,product,58p,1506
93CP,2017-12-25 04:38:04,2017-12-25 04:38:04,check if the product was shaked,process activity,clerk,1c,product,93p,1508
93CP,2017-12-25 05:01:04,2017-12-25 05:01:04,Product Delivered,process activity,clerk,1c,product,93p,1524
22CP,2017-12-25 05:01:04,2017-12-25 05:01:04,check if the product was shaked,process activity,clerk,1c,product,22p,1525
22CP,2017-12-25 05:21:04,2017-12-25 05:21:04,Product Delivered,process activity,clerk,1c,product,22p,1544
12CP,2017-12-25 05:21:04,2017-12-25 05:21:04,check if the product was shaked,process activity,clerk,1c,product,12p,1545
68CP,2017-12-25 05:24:04,2017-12-25 05:36:04,Request product,process activity,clerk,1c,product,68p,1549
68CP,2017-12-25 05:36:04,2017-12-25 05:36:04,Assgin robot,process activity,robot,1r,shelf,1s,1551
12CP,2017-12-25 05:39:04,2017-12-25 05:39:04,Product Delivered,process activity,clerk,1c,product,12p,1552
50CP,2017-12-25 05:40:04,2017-12-25 05:40:04,check if the product was shaked,process activity,clerk,1c,product,50p,1554
50CP,2017-12-25 05:51:04,2017-12-25 05:51:04,Product Delivered,process activity,clerk,1c,product,50p,1560
54CP,2017-12-25 05:52:04,2017-12-25 05:52:04,check if the product was shaked,process activity,clerk,1c,product,54p,1561
26CP,2017-12-25 05:39:04,2017-12-25 05:52:04,Request product,process activity,clerk,1c,product,26p,1553
26CP,2017-12-25 05:52:04,2017-12-25 05:53:04,Assgin robot,process activity,robot,7r,shelf,0s,1562
54CP,2017-12-25 06:13:04,2017-12-25 06:13:04,Product Delivered,process activity,clerk,1c,product,54p,1578
30CP,2017-12-25 06:15:04,2017-12-25 06:15:04,check if the product was shaked,process activity,clerk,1c,product,30p,1581
30CP,2017-12-25 06:22:04,2017-12-25 06:22:04,Product Delivered,process activity,clerk,1c,product,30p,1584
68CP,2017-12-25 06:22:04,2017-12-25 06:22:04,check if the product was shaked,process activity,clerk,1c,product,68p,1585
