New Case Id,Case Id,New Event Id,Start Timestamp,End Timesstamp,Event Name,Event Type,Subjec Group,Subject Id,Object Group,Object Id,Event Id,shake,
474431,126CP,270,2017-12-25 22:47:39,2017-12-25 23:10:39,Request product,process activity,clerk,1c,product,126p,2434,
474431,126CP,271,2017-12-25 23:10:39,2017-12-25 23:10:39,Assgin robot,process activity,robot,1r,shelf,19s,2441,
474431,126RP,1898,2017-12-25 23:11:39,2017-12-25 23:14:39,putdown current shelf,process activity,robot,1r,shelf,2s,2442,
474431,126RP,1900,2017-12-25 23:14:39,2017-12-25 23:29:39,go to approriate shelf,process activity,robot,1r,shelf,19s,2443,
474431,839,840,2017-12-25 23:30:39,2017-12-25 23:30:39,shelfMoved, , ,1r, , ,2451,
474431,126RP,1904,2017-12-25 23:31:39,2017-12-25 23:53:39,move shelf to dock,process activity,robot,1r,shelf,19s,2452,shake,
474431,126RP,1903,2017-12-25 23:43:39,2017-12-25 23:53:39,reduce speed,process activity,robot,1r,shelf,19s,2457,
474431,847,848,2017-12-25 23:54:39,2017-12-25 23:54:39,shelfDelivered, , ,1r, , ,2465,
474431,1369,1370,2017-12-25 23:56:39,2017-12-25 23:56:39,collector, , , , ,126p,2466,
474431,126RP,1906,2017-12-25 23:57:39,2017-12-26 00:11:39,move shelf from dock,process activity,robot,1r,shelf,19s,2469,
474431,849,850,2017-12-25 23:57:39,2017-12-25 23:57:39,disposeShelf, , ,1r, , ,2468,
474431,126CP,319,2017-12-26 03:57:39,2017-12-26 03:57:39,check if the product was shaked,process activity,clerk,1c,product,126p,2592,
474431,1431,1432,2017-12-26 03:58:39,2017-12-26 03:58:39,extraCheck, , , , ,126p,2593,
474431,126CP,320,2017-12-26 04:03:39,2017-12-26 04:03:39,Product Delivered,process activity,clerk,1c,product,126p,2597,
474431,1433,1434,2017-12-26 04:03:39,2017-12-26 04:03:39,packageDone, , , , ,126p,2595,
254554,337CP,178,2017-12-25 14:42:39,2017-12-25 15:09:39,Request product,process activity,clerk,1c,product,337p,2066,
254554,337CP,179,2017-12-25 15:09:39,2017-12-25 15:09:39,Assgin robot,process activity,robot,5r,shelf,26s,2089,
254554,337RP,1802,2017-12-25 15:10:39,2017-12-25 15:19:39,putdown current shelf,process activity,robot,5r,shelf,31s,2092,
254554,337RP,1808,2017-12-25 15:19:39,2017-12-25 15:34:39,go to approriate shelf,process activity,robot,5r,shelf,26s,2101,
254554,721,722,2017-12-25 15:35:39,2017-12-25 15:35:39,shelfMoved, , ,5r, , ,2113,
254554,337RP,1817,2017-12-25 15:37:39,2017-12-25 16:06:39,move shelf to dock,process activity,robot,5r,shelf,26s,2117,shake,
254554,337RP,1816,2017-12-25 15:52:39,2017-12-25 16:06:39,reduce speed,process activity,robot,5r,shelf,26s,2134,
254554,733,734,2017-12-25 16:07:39,2017-12-25 16:07:39,shelfDelivered, , ,5r, , ,2145,
254554,735,736,2017-12-25 16:11:39,2017-12-25 16:11:39,disposeShelf, , ,5r, , ,2153,
254554,1235,1236,2017-12-25 16:11:39,2017-12-25 16:11:39,collector, , , , ,337p,2146,
254554,337RP,1820,2017-12-25 16:12:39,2017-12-25 16:23:39,move shelf from dock,process activity,robot,5r,shelf,26s,2154,
254554,337CP,249,2017-12-25 20:33:39,2017-12-25 20:33:39,check if the product was shaked,process activity,clerk,1c,product,337p,2360,
254554,1317,1318,2017-12-25 20:42:39,2017-12-25 20:42:39,extraCheck, , , , ,337p,2361,
254554,1321,1322,2017-12-25 20:49:39,2017-12-25 20:49:39,packageDone, , , , ,337p,2365,
254554,337CP,252,2017-12-25 20:50:39,2017-12-25 20:50:39,Product Delivered,process activity,clerk,1c,product,337p,2373,
636931,793CP,68,2017-12-25 06:24:39,2017-12-25 06:48:39,Request product,process activity,clerk,1c,product,793p,1590,
636931,793CP,69,2017-12-25 06:48:39,2017-12-25 06:48:39,Assgin robot,process activity,robot,18r,shelf,24s,1616,
636931,545,546,2017-12-25 07:26:39,2017-12-25 07:26:39,shelfMoved, , ,16r, , ,1655,
636931,549,550,2017-12-25 07:40:39,2017-12-25 07:40:39,shelfDelivered, , ,16r, , ,1661,
636931,551,552,2017-12-25 07:45:39,2017-12-25 07:45:39,disposeShelf, , ,16r, , ,1665,
636931,1121,1122,2017-12-25 10:19:39,2017-12-25 10:19:39,collector, , , , ,793p,1820,
636931,88RP,1778,2017-12-25 13:41:39,2017-12-25 13:44:39,move shelf to dock,process activity,robot,16r,shelf,8s,2010,
636931,683,684,2017-12-25 13:45:39,2017-12-25 13:45:39,shelfDelivered, , ,16r, , ,2013,
636931,88RP,1781,2017-12-25 13:48:39,2017-12-25 13:55:39,move shelf from dock,process activity,robot,16r,shelf,8s,2016,
636931,685,686,2017-12-25 13:48:39,2017-12-25 13:48:39,disposeShelf, , ,16r, , ,2015,
636931,793CP,177,2017-12-25 14:54:39,2017-12-25 14:54:39,check if the product was shaked,process activity,clerk,1c,product,793p,2077,
636931,1209,1210,2017-12-25 14:58:39,2017-12-25 14:58:39,extraCheck, , , , ,793p,2078,
636931,793CP,180,2017-12-25 15:12:39,2017-12-25 15:12:39,Product Delivered,process activity,clerk,1c,product,793p,2093,
636931,1213,1214,2017-12-25 15:12:39,2017-12-25 15:12:39,packageDone, , , , ,793p,2079,
240286,371CP,214,2017-12-25 17:37:39,2017-12-25 17:44:39,Request product,process activity,clerk,1c,product,371p,2216,
240286,371CP,215,2017-12-25 17:47:39,2017-12-25 17:47:39,Assgin robot,process activity,robot,3r,shelf,10s,2230,
240286,371RP,1843,2017-12-25 17:48:39,2017-12-25 17:54:39,putdown current shelf,process activity,robot,3r,shelf,21s,2233,
240286,371RP,1844,2017-12-25 17:54:39,2017-12-25 17:57:39,go to approriate shelf,process activity,robot,3r,shelf,10s,2236,
240286,767,768,2017-12-25 17:59:39,2017-12-25 17:59:39,shelfMoved, , ,3r, , ,2238,
240286,371RP,1854,2017-12-25 17:59:39,2017-12-25 18:22:39,move shelf to dock,process activity,robot,3r,shelf,10s,2239,shake,
240286,371RP,1853,2017-12-25 18:13:39,2017-12-25 18:22:39,reduce speed,process activity,robot,3r,shelf,10s,2260,
240286,781,782,2017-12-25 18:23:39,2017-12-25 18:23:39,shelfDelivered, , ,3r, , ,2272,
240286,1277,1278,2017-12-25 18:26:39,2017-12-25 18:26:39,collector, , , , ,371p,2275,
240286,783,784,2017-12-25 18:27:39,2017-12-25 18:27:39,disposeShelf, , ,3r, , ,2276,
240286,371RP,1862,2017-12-25 18:28:39,2017-12-25 18:41:39,move shelf from dock,process activity,robot,3r,shelf,10s,2278,
240286,371CP,281,2017-12-26 00:33:39,2017-12-26 00:33:39,check if the product was shaked,process activity,clerk,1c,product,371p,2475,
240286,1377,1378,2017-12-26 00:43:39,2017-12-26 00:43:39,extraCheck, , , , ,371p,2476,
240286,371CP,284,2017-12-26 00:56:39,2017-12-26 00:56:39,Product Delivered,process activity,clerk,1c,product,371p,2481,
240286,1379,1380,2017-12-26 00:56:39,2017-12-26 00:56:39,packageDone, , , , ,371p,2478,
625042,751CP,36,2017-12-25 04:38:39,2017-12-25 04:42:39,Request product,process activity,clerk,1c,product,751p,1449,
625042,751CP,37,2017-12-25 04:42:39,2017-12-25 04:42:39,Assgin robot,process activity,robot,21r,shelf,1s,1454,
625042,751RP,1606,2017-12-25 04:43:39,2017-12-25 04:57:39,putdown current shelf,process activity,robot,21r,shelf,-1s,1456,
625042,751RP,1618,2017-12-25 04:57:39,2017-12-25 05:19:39,go to approriate shelf,process activity,robot,21r,shelf,1s,1475,
625042,475,476,2017-12-25 05:20:39,2017-12-25 05:20:39,shelfMoved, , ,21r, , ,1507,
625042,751RP,1629,2017-12-25 05:21:39,2017-12-25 05:41:39,move shelf to dock,process activity,robot,21r,shelf,1s,1508,shake,
625042,491,492,2017-12-25 05:43:39,2017-12-25 05:43:39,shelfDelivered, , ,21r, , ,1542,
625042,1033,1034,2017-12-25 05:56:39,2017-12-25 05:56:39,collector, , , , ,751p,1546,
