Shelf Id,Event Id,Timestamp, 
18s,1332,2017-12-25 03:17:39,
15s,1337,2017-12-25 03:20:39,
5s,1345,2017-12-25 03:28:39,
22s,1407,2017-12-25 04:09:39,
8s,1429,2017-12-25 04:24:39,
30s,1436,2017-12-25 04:29:39,
25s,1445,2017-12-25 04:35:39,
3s,1457,2017-12-25 04:43:39,
21s,1477,2017-12-25 04:59:39,
32s,1504,2017-12-25 05:15:39,
25s,1510,2017-12-25 05:21:39,
22s,1515,2017-12-25 05:23:39,
4s,1519,2017-12-25 05:26:39,
1s,1538,2017-12-25 05:40:39,
24s,1582,2017-12-25 06:13:39,
1s,1584,2017-12-25 06:16:39,
19s,1597,2017-12-25 06:28:39,
7s,1619,2017-12-25 06:49:39,
20s,1647,2017-12-25 07:16:39,
27s,1693,2017-12-25 08:17:39,
33s,1704,2017-12-25 08:27:39,
30s,1711,2017-12-25 08:32:39,
18s,1728,2017-12-25 08:46:39,
31s,1747,2017-12-25 09:01:39,
1s,1795,2017-12-25 09:53:39,
24s,1810,2017-12-25 10:06:39,
4s,1830,2017-12-25 10:21:39,
37s,1841,2017-12-25 10:28:39,
16s,1856,2017-12-25 10:44:39,
22s,1871,2017-12-25 10:53:39,
12s,1873,2017-12-25 10:56:39,
39s,1887,2017-12-25 11:09:39,
17s,1906,2017-12-25 11:32:39,
21s,1946,2017-12-25 12:12:39,
10s,1953,2017-12-25 12:24:39,
38s,2017,2017-12-25 13:48:39,
10s,2026,2017-12-25 13:55:39,
21s,2032,2017-12-25 14:01:39,
39s,2054,2017-12-25 14:24:39,
32s,2063,2017-12-25 14:38:39,
0s,2088,2017-12-25 15:08:39,
22s,2090,2017-12-25 15:09:39,
11s,2123,2017-12-25 15:41:39,
26s,2133,2017-12-25 15:48:39,
37s,2158,2017-12-25 16:25:39,
2s,2162,2017-12-25 16:30:39,
1s,2205,2017-12-25 17:18:39,
15s,2226,2017-12-25 17:44:39,
39s,2229,2017-12-25 17:46:39,
38s,2232,2017-12-25 17:47:39,
10s,2247,2017-12-25 18:04:39,
9s,2306,2017-12-25 19:15:39,
23s,2334,2017-12-25 19:57:39,
20s,2354,2017-12-25 20:20:39,
8s,2379,2017-12-25 20:53:39,
4s,2388,2017-12-25 21:04:39,
0s,2389,2017-12-25 21:05:39,
19s,2453,2017-12-25 23:35:39,
11s,2534,2017-12-26 02:50:39,
23s,2540,2017-12-26 02:56:39,
39s,2594,2017-12-26 03:58:39,
33s,2622,2017-12-26 04:52:39,
11s,2624,2017-12-26 04:55:39,
17s,2667,2017-12-26 06:22:39,
4s,2673,2017-12-26 06:30:39,
7s,2685,2017-12-26 06:43:39,
11s,2700,2017-12-26 06:58:39,
39s,2752,2017-12-26 08:21:39,
21s,2801,2017-12-26 09:32:39,
14s,2807,2017-12-26 09:36:39,
6s,2845,2017-12-26 10:31:39,
