Case Id,Start Timestamp,End Timesstamp,Event Name,Event Type,Subjec Group,Subject Id,Object Group,Object Id,Event Id
132CP,2017-12-25 02:46:39,2017-12-25 02:48:39,Request product,process activity,clerk,1c,product,132p,1311
132CP,2017-12-25 02:48:39,2017-12-25 02:48:39,Assgin robot,process activity,robot,12r,shelf,18s,1313
417CP,2017-12-25 02:51:39,2017-12-25 02:54:39,Request product,process activity,clerk,1c,product,417p,1315
417CP,2017-12-25 02:55:39,2017-12-25 02:55:39,Assgin robot,process activity,robot,4r,shelf,34s,1318
569CP,2017-12-25 02:54:39,2017-12-25 02:57:39,Request product,process activity,clerk,1c,product,569p,1317
569CP,2017-12-25 02:58:39,2017-12-25 02:58:39,Assgin robot,process activity,robot,17r,shelf,15s,1320
463CP,2017-12-25 02:47:39,2017-12-25 03:12:39,Request product,process activity,clerk,1c,product,463p,1312
463CP,2017-12-25 03:12:39,2017-12-25 03:12:39,Assgin robot,process activity,robot,9r,shelf,5s,1328
406CP,2017-12-25 03:08:39,2017-12-25 03:26:39,Request product,process activity,clerk,1c,product,406p,1326
11CP,2017-12-25 03:03:39,2017-12-25 03:27:39,Request product,process activity,clerk,1c,product,11p,1324
406CP,2017-12-25 03:27:39,2017-12-25 03:27:39,Assgin robot,process activity,robot,11r,shelf,22s,1343
11CP,2017-12-25 03:28:39,2017-12-25 03:28:39,Assgin robot,process activity,robot,19r,shelf,5s,1344
707CP,2017-12-25 03:14:39,2017-12-25 03:30:39,Request product,process activity,clerk,1c,product,707p,1330
707CP,2017-12-25 03:31:39,2017-12-25 03:31:39,Assgin robot,process activity,robot,8r,shelf,13s,1348
417CP,2017-12-25 03:33:39,2017-12-25 03:33:39,check if the product was shaked,process activity,clerk,1c,product,417p,1353
417CP,2017-12-25 03:39:39,2017-12-25 03:39:39,Product Delivered,process activity,clerk,1c,product,417p,1361
95CP,2017-12-25 03:35:39,2017-12-25 03:42:39,Request product,process activity,clerk,1c,product,95p,1356
95CP,2017-12-25 03:45:39,2017-12-25 03:45:39,Assgin robot,process activity,robot,3r,shelf,0s,1367
569CP,2017-12-25 03:49:39,2017-12-25 03:49:39,check if the product was shaked,process activity,clerk,1c,product,569p,1375
432CP,2017-12-25 03:52:39,2017-12-25 03:56:39,Request product,process activity,clerk,1c,product,432p,1378
432CP,2017-12-25 03:57:39,2017-12-25 03:57:39,Assgin robot,process activity,robot,23r,shelf,3s,1386
790CP,2017-12-25 03:31:39,2017-12-25 03:57:39,Request product,process activity,clerk,1c,product,790p,1349
790CP,2017-12-25 03:57:39,2017-12-25 03:57:39,Assgin robot,process activity,robot,20r,shelf,25s,1387
695CP,2017-12-25 03:45:39,2017-12-25 03:59:39,Request product,process activity,clerk,1c,product,695p,1366
695CP,2017-12-25 04:02:39,2017-12-25 04:02:39,Assgin robot,process activity,robot,7r,shelf,8s,1393
250CP,2017-12-25 03:40:39,2017-12-25 04:05:39,Request product,process activity,clerk,1c,product,250p,1362
