Case Id,Start Timestamp,End Timesstamp,Event Name,Event Type,Subjec Group,Subject Id,Object Group,Object Id,Event Id
21RP,2017-12-25 01:15:13,2017-12-25 01:18:13,putdown current shelf,process activity,robot,5r,shelf,-1s,1316
65RP,2017-12-25 01:18:13,2017-12-25 01:21:13,putdown current shelf,process activity,robot,4r,shelf,-1s,1319
21RP,2017-12-25 01:18:13,2017-12-25 01:22:13,go to approriate shelf,process activity,robot,5r,shelf,1s,1318
65RP,2017-12-25 01:21:13,2017-12-25 01:28:13,go to approriate shelf,process activity,robot,4r,shelf,3s,1321
43RP,2017-12-25 01:33:13,2017-12-25 01:38:13,putdown current shelf,process activity,robot,9r,shelf,-1s,1330
43RP,2017-12-25 01:39:13,2017-12-25 01:41:13,go to approriate shelf,process activity,robot,9r,shelf,0s,1332
65RP,2017-12-25 01:30:13,2017-12-25 01:43:13,move shelf to dock,process activity,robot,4r,shelf,3s,1326
43RP,2017-12-25 01:43:13,2017-12-25 01:46:13,move shelf to dock,process activity,robot,9r,shelf,0s,1334
21RP,2017-12-25 01:35:13,2017-12-25 01:49:13,reduce speed,process activity,robot,5r,shelf,1s,1331
21RP,2017-12-25 01:24:13,2017-12-25 01:49:13,move shelf to dock,process activity,robot,5r,shelf,1s,1323
61RP,2017-12-25 01:51:13,2017-12-25 01:56:13,putdown current shelf,process activity,robot,0r,shelf,-1s,1345
61RP,2017-12-25 01:53:13,2017-12-25 02:00:13,move shelf from dock,process activity,robot,4r,shelf,3s,1348
61RP,2017-12-25 01:59:13,2017-12-25 02:02:13,go to approriate shelf,process activity,robot,0r,shelf,3s,1355
43RP,2017-12-25 02:00:13,2017-12-25 02:09:13,move shelf from dock,process activity,robot,9r,shelf,0s,1356
17RP,2017-12-25 02:09:13,2017-12-25 02:12:13,putdown current shelf,process activity,robot,3r,shelf,-1s,1365
21RP,2017-12-25 01:59:13,2017-12-25 02:12:13,move shelf from dock,process activity,robot,5r,shelf,1s,1354
17RP,2017-12-25 02:12:13,2017-12-25 02:15:13,go to approriate shelf,process activity,robot,3r,shelf,1s,1369
63RP,2017-12-25 02:19:13,2017-12-25 02:20:13,putdown current shelf,process activity,robot,4r,shelf,3s,1374
61RP,2017-12-25 02:18:13,2017-12-25 02:30:13,reduce speed,process activity,robot,0r,shelf,3s,1372
61RP,2017-12-25 02:03:13,2017-12-25 02:30:13,move shelf to dock,process activity,robot,0r,shelf,3s,1359
49RP,2017-12-25 02:24:13,2017-12-25 02:32:13,putdown current shelf,process activity,robot,1r,shelf,-1s,1379
87RP,2017-12-25 02:27:13,2017-12-25 02:34:13,putdown current shelf,process activity,robot,5r,shelf,1s,1383
49RP,2017-12-25 02:32:13,2017-12-25 02:35:13,go to approriate shelf,process activity,robot,1r,shelf,0s,1389
63RP,2017-12-25 02:21:13,2017-12-25 02:37:13,go to approriate shelf,process activity,robot,4r,shelf,4s,1375
84RP,2017-12-25 02:35:13,2017-12-25 02:40:13,putdown current shelf,process activity,robot,6r,shelf,-1s,1393
17RP,2017-12-25 02:30:13,2017-12-25 02:44:13,reduce speed,process activity,robot,3r,shelf,1s,1386
17RP,2017-12-25 02:17:13,2017-12-25 02:44:13,move shelf to dock,process activity,robot,3r,shelf,1s,1371
49RP,2017-12-25 02:41:13,2017-12-25 02:46:13,move shelf to dock,process activity,robot,1r,shelf,0s,1401
87RP,2017-12-25 02:34:13,2017-12-25 02:50:13,go to approriate shelf,process activity,robot,5r,shelf,2s,1392
84RP,2017-12-25 02:39:13,2017-12-25 02:52:13,move shelf from dock,process activity,robot,0r,shelf,3s,1396
84RP,2017-12-25 02:40:13,2017-12-25 02:53:13,go to approriate shelf,process activity,robot,6r,shelf,3s,1399
87RP,2017-12-25 02:53:13,2017-12-25 02:58:13,move shelf to dock,process activity,robot,5r,shelf,2s,1414
