Case Id,Start Timestamp,End Timesstamp,Event Name,Event Type,Subjec Group,Subject Id,Object Group,Object Id,Event Id
769RP,2017-12-25 02:59:55,2017-12-25 03:01:55,putdown current shelf,process activity,robot,6r,shelf,-1s,1318
743RP,2017-12-25 03:01:55,2017-12-25 03:03:55,putdown current shelf,process activity,robot,17r,shelf,-1s,1322
743RP,2017-12-25 03:04:55,2017-12-25 03:06:55,go to approriate shelf,process activity,robot,17r,shelf,21s,1325
243RP,2017-12-25 03:01:55,2017-12-25 03:09:55,putdown current shelf,process activity,robot,0r,shelf,-1s,1321
713RP,2017-12-25 03:08:55,2017-12-25 03:10:55,putdown current shelf,process activity,robot,20r,shelf,-1s,1330
367RP,2017-12-25 03:04:55,2017-12-25 03:12:55,putdown current shelf,process activity,robot,22r,shelf,-1s,1326
243RP,2017-12-25 03:09:55,2017-12-25 03:13:55,go to approriate shelf,process activity,robot,0r,shelf,7s,1332
769RP,2017-12-25 03:02:55,2017-12-25 03:15:55,go to approriate shelf,process activity,robot,6r,shelf,22s,1323
78RP,2017-12-25 03:18:55,2017-12-25 03:21:55,putdown current shelf,process activity,robot,5r,shelf,-1s,1343
769RP,2017-12-25 03:17:55,2017-12-25 03:21:55,move shelf to dock,process activity,robot,6r,shelf,22s,1341
713RP,2017-12-25 03:11:55,2017-12-25 03:24:55,go to approriate shelf,process activity,robot,20r,shelf,38s,1333
637RP,2017-12-25 03:19:55,2017-12-25 03:26:55,putdown current shelf,process activity,robot,1r,shelf,-1s,1345
243RP,2017-12-25 03:15:55,2017-12-25 03:27:55,move shelf to dock,process activity,robot,0r,shelf,7s,1336
428RP,2017-12-25 03:24:55,2017-12-25 03:27:55,putdown current shelf,process activity,robot,19r,shelf,-1s,1352
367RP,2017-12-25 03:15:55,2017-12-25 03:31:55,go to approriate shelf,process activity,robot,22r,shelf,14s,1337
743RP,2017-12-25 03:20:55,2017-12-25 03:37:55,reduce speed,process activity,robot,17r,shelf,21s,1347
743RP,2017-12-25 03:08:55,2017-12-25 03:37:55,move shelf to dock,process activity,robot,17r,shelf,21s,1329
632RP,2017-12-25 03:31:55,2017-12-25 03:39:55,putdown current shelf,process activity,robot,8r,shelf,-1s,1361
78RP,2017-12-25 03:21:55,2017-12-25 03:42:55,go to approriate shelf,process activity,robot,5r,shelf,2s,1348
