Chip,Timestamp,Item Id,Entry Id
collector,2017-12-25 03:26:55,769p,1350
packageDone,2017-12-25 03:44:55,769p,1366
collector,2017-12-25 03:49:55,243p,1368
collector,2017-12-25 03:53:55,743p,1376
collector,2017-12-25 04:09:55,637p,1397
collector,2017-12-25 04:10:55,428p,1412
collector,2017-12-25 04:15:55,78p,1408
collector,2017-12-25 04:22:55,367p,1409
collector,2017-12-25 04:22:55,713p,1423
extraCheck,2017-12-25 04:28:55,743p,1407
collector,2017-12-25 04:33:55,632p,1447
packageDone,2017-12-25 04:44:55,743p,1442
packageDone,2017-12-25 05:03:55,637p,1475
collector,2017-12-25 05:33:55,351p,1529
collector,2017-12-25 05:36:55,403p,1530
collector,2017-12-25 05:37:55,618p,1531
extraCheck,2017-12-25 05:40:55,78p,1526
collector,2017-12-25 05:41:55,544p,1515
collector,2017-12-25 05:43:55,309p,1542
collector,2017-12-25 05:44:55,338p,1543
collector,2017-12-25 05:48:55,580p,1539
collector,2017-12-25 05:54:55,223p,1541
packageDone,2017-12-25 05:58:55,78p,1553
collector,2017-12-25 06:00:55,412p,1555
collector,2017-12-25 06:02:55,264p,1554
collector,2017-12-25 06:03:55,642p,1572
packageDone,2017-12-25 06:16:55,428p,1585
extraCheck,2017-12-25 06:20:55,713p,1592
collector,2017-12-25 06:22:55,116p,1596
collector,2017-12-25 06:34:55,540p,1603
packageDone,2017-12-25 06:36:55,713p,1597
extraCheck,2017-12-25 06:40:55,367p,1610
packageDone,2017-12-25 06:46:55,367p,1612
extraCheck,2017-12-25 06:51:55,632p,1615
packageDone,2017-12-25 06:58:55,632p,1619
extraCheck,2017-12-25 07:07:55,243p,1624
packageDone,2017-12-25 07:21:55,243p,1631
collector,2017-12-25 07:29:55,748p,1635
packageDone,2017-12-25 07:33:55,351p,1640
collector,2017-12-25 07:43:55,182p,1665
collector,2017-12-25 07:44:55,530p,1666
extraCheck,2017-12-25 07:47:55,748p,1657
collector,2017-12-25 07:58:55,772p,1682
packageDone,2017-12-25 08:04:55,748p,1672
collector,2017-12-25 08:06:55,395p,1696
collector,2017-12-25 08:19:55,84p,1707
extraCheck,2017-12-25 08:21:55,403p,1700
collector,2017-12-25 08:22:55,268p,1711
collector,2017-12-25 08:23:55,106p,1712
packageDone,2017-12-25 08:26:55,403p,1717
extraCheck,2017-12-25 08:32:55,618p,1724
collector,2017-12-25 08:33:55,34p,1727
packageDone,2017-12-25 08:36:55,618p,1730
extraCheck,2017-12-25 08:47:55,544p,1736
packageDone,2017-12-25 08:51:55,544p,1741
collector,2017-12-25 08:57:55,328p,1750
extraCheck,2017-12-25 08:59:55,338p,1747
packageDone,2017-12-25 09:13:55,338p,1753
extraCheck,2017-12-25 09:22:55,309p,1760
packageDone,2017-12-25 09:29:55,309p,1763
collector,2017-12-25 09:30:55,608p,1765
packageDone,2017-12-25 09:48:55,580p,1773
packageDone,2017-12-25 09:54:55,223p,1782
collector,2017-12-25 09:58:55,656p,1785
extraCheck,2017-12-25 10:01:55,412p,1789
packageDone,2017-12-25 10:06:55,412p,1796
extraCheck,2017-12-25 10:13:55,264p,1805
packageDone,2017-12-25 10:23:55,264p,1810
extraCheck,2017-12-25 10:25:55,642p,1822
collector,2017-12-25 10:31:55,765p,1831
packageDone,2017-12-25 10:36:55,642p,1827
collector,2017-12-25 10:42:55,598p,1842
extraCheck,2017-12-25 10:50:55,116p,1846
collector,2017-12-25 10:51:55,572p,1853
collector,2017-12-25 11:01:55,380p,1863
collector,2017-12-25 11:03:55,736p,1864
packageDone,2017-12-25 11:05:55,116p,1856
collector,2017-12-25 11:15:55,296p,1881
extraCheck,2017-12-25 11:17:55,540p,1877
packageDone,2017-12-25 11:30:55,540p,1884
extraCheck,2017-12-25 11:41:55,380p,1891
packageDone,2017-12-25 11:55:55,380p,1892
collector,2017-12-25 12:00:55,482p,1898
extraCheck,2017-12-25 12:04:55,182p,1906
packageDone,2017-12-25 12:11:55,182p,1913
collector,2017-12-25 12:23:55,502p,1928
extraCheck,2017-12-25 12:26:55,530p,1929
collector,2017-12-25 12:31:55,682p,1930
collector,2017-12-25 12:34:55,160p,1946
collector,2017-12-25 12:35:55,167p,1947
collector,2017-12-25 12:37:55,325p,1950
packageDone,2017-12-25 12:41:55,530p,1945
extraCheck,2017-12-25 12:47:55,772p,1965
packageDone,2017-12-25 12:54:55,772p,1967
collector,2017-12-25 12:58:55,500p,1972
extraCheck,2017-12-25 13:05:55,395p,1974
packageDone,2017-12-25 13:21:55,395p,1982
packageDone,2017-12-25 13:28:55,84p,1990
extraCheck,2017-12-25 13:31:55,268p,2000
collector,2017-12-25 13:44:55,399p,1999
packageDone,2017-12-25 13:48:55,268p,2003
collector,2017-12-25 13:53:55,204p,2018
extraCheck,2017-12-25 13:57:55,106p,2019
collector,2017-12-25 14:01:55,376p,2030
packageDone,2017-12-25 14:16:55,106p,2026
collector,2017-12-25 14:20:55,300p,2041
collector,2017-12-25 14:30:55,26p,2050
packageDone,2017-12-25 14:32:55,34p,2042
collector,2017-12-25 14:42:55,402p,2059
packageDone,2017-12-25 14:44:55,328p,2055
packageDone,2017-12-25 14:56:55,608p,2064
extraCheck,2017-12-25 15:04:55,656p,2069
packageDone,2017-12-25 15:12:55,656p,2073
extraCheck,2017-12-25 15:22:55,765p,2079
packageDone,2017-12-25 15:34:55,765p,2082
extraCheck,2017-12-25 15:43:55,598p,2092
collector,2017-12-25 15:45:55,607p,2098
packageDone,2017-12-25 15:47:55,598p,2099
collector,2017-12-25 15:52:55,731p,2107
extraCheck,2017-12-25 15:54:55,572p,2108
packageDone,2017-12-25 15:59:55,572p,2112
extraCheck,2017-12-25 16:04:55,736p,2117
packageDone,2017-12-25 16:19:55,736p,2119
extraCheck,2017-12-25 16:30:55,296p,2127
collector,2017-12-25 16:30:55,775p,2132
packageDone,2017-12-25 16:41:55,296p,2134
packageDone,2017-12-25 16:56:55,482p,2140
collector,2017-12-25 17:12:55,308p,2171
extraCheck,2017-12-25 17:15:55,502p,2160
collector,2017-12-25 17:16:55,389p,2183
collector,2017-12-25 17:17:55,129p,2184
collector,2017-12-25 17:18:55,574p,2188
packageDone,2017-12-25 17:20:55,502p,2189
collector,2017-12-25 17:32:55,195p,2205
extraCheck,2017-12-25 17:34:55,682p,2203
collector,2017-12-25 17:40:55,212p,2213
packageDone,2017-12-25 17:49:55,682p,2211
collector,2017-12-25 17:55:55,711p,2223
extraCheck,2017-12-25 17:58:55,160p,2220
packageDone,2017-12-25 18:02:55,160p,2226
extraCheck,2017-12-25 18:12:55,167p,2229
packageDone,2017-12-25 18:27:55,167p,2231
extraCheck,2017-12-25 18:32:55,325p,2236
packageDone,2017-12-25 18:43:55,325p,2239
extraCheck,2017-12-25 18:54:55,500p,2245
packageDone,2017-12-25 19:08:55,500p,2253
collector,2017-12-25 19:11:55,754p,2261
extraCheck,2017-12-25 19:15:55,399p,2262
collector,2017-12-25 19:18:55,20p,2267
packageDone,2017-12-25 19:21:55,399p,2266
extraCheck,2017-12-25 19:25:55,204p,2273
packageDone,2017-12-25 19:39:55,204p,2274
extraCheck,2017-12-25 19:51:55,376p,2277
packageDone,2017-12-25 20:03:55,376p,2279
packageDone,2017-12-25 20:15:55,300p,2282
extraCheck,2017-12-25 20:26:55,26p,2289
packageDone,2017-12-25 20:42:55,26p,2297
extraCheck,2017-12-25 20:48:55,402p,2306
collector,2017-12-25 20:59:55,730p,2316
collector,2017-12-25 21:00:55,39p,2318
packageDone,2017-12-25 21:03:55,402p,2310
extraCheck,2017-12-25 21:10:55,607p,2326
collector,2017-12-25 21:11:55,612p,2329
packageDone,2017-12-25 21:23:55,607p,2331
extraCheck,2017-12-25 21:28:55,731p,2339
packageDone,2017-12-25 21:37:55,731p,2340
collector,2017-12-25 21:43:55,550p,2348
extraCheck,2017-12-25 21:46:55,775p,2345
packageDone,2017-12-25 21:59:55,775p,2351
extraCheck,2017-12-25 22:08:55,308p,2357
collector,2017-12-25 22:16:55,17p,2374
packageDone,2017-12-25 22:23:55,308p,2367
extraCheck,2017-12-25 22:34:55,389p,2386
collector,2017-12-25 22:44:55,712p,2396
packageDone,2017-12-25 22:50:55,389p,2393
collector,2017-12-25 22:52:55,41p,2403
collector,2017-12-25 22:56:55,356p,2413
extraCheck,2017-12-25 23:02:55,574p,2414
collector,2017-12-25 23:02:55,455p,2419
packageDone,2017-12-25 23:06:55,574p,2422
extraCheck,2017-12-25 23:09:55,129p,2427
packageDone,2017-12-25 23:12:55,129p,2428
extraCheck,2017-12-25 23:24:55,195p,2432
packageDone,2017-12-25 23:39:55,195p,2436
collector,2017-12-25 23:44:55,547p,2446
extraCheck,2017-12-25 23:47:55,212p,2444
packageDone,2017-12-26 00:01:55,212p,2451
extraCheck,2017-12-26 00:13:55,711p,2457
collector,2017-12-26 00:18:55,117p,2463
packageDone,2017-12-26 00:24:55,711p,2461
extraCheck,2017-12-26 00:34:55,754p,2473
packageDone,2017-12-26 00:47:55,754p,2476
collector,2017-12-26 00:48:55,159p,2484
extraCheck,2017-12-26 00:51:55,20p,2489
packageDone,2017-12-26 00:57:55,20p,2491
extraCheck,2017-12-26 01:08:55,730p,2494
packageDone,2017-12-26 01:13:55,730p,2501
collector,2017-12-26 01:17:55,292p,2508
collector,2017-12-26 01:22:55,466p,2514
extraCheck,2017-12-26 01:25:55,39p,2509
packageDone,2017-12-26 01:39:55,39p,2519
collector,2017-12-26 01:41:55,709p,2525
extraCheck,2017-12-26 01:51:55,612p,2527
packageDone,2017-12-26 01:58:55,612p,2531
extraCheck,2017-12-26 02:08:55,550p,2534
packageDone,2017-12-26 02:15:55,550p,2535
extraCheck,2017-12-26 02:21:55,17p,2539
packageDone,2017-12-26 02:29:55,17p,2543
collector,2017-12-26 02:39:55,192p,2555
extraCheck,2017-12-26 02:43:55,712p,2551
collector,2017-12-26 02:47:55,14p,2560
packageDone,2017-12-26 02:51:55,712p,2561
extraCheck,2017-12-26 03:03:55,41p,2568
packageDone,2017-12-26 03:14:55,41p,2574
extraCheck,2017-12-26 03:22:55,356p,2580
collector,2017-12-26 03:31:55,291p,2590
packageDone,2017-12-26 03:37:55,356p,2583
extraCheck,2017-12-26 03:48:55,455p,2597
collector,2017-12-26 03:59:55,157p,2606
packageDone,2017-12-26 04:02:55,455p,2603
extraCheck,2017-12-26 04:08:55,547p,2615
packageDone,2017-12-26 04:15:55,547p,2618
collector,2017-12-26 04:16:55,175p,2622
extraCheck,2017-12-26 04:28:55,117p,2628
packageDone,2017-12-26 04:36:55,117p,2634
collector,2017-12-26 04:38:55,161p,2639
collector,2017-12-26 04:48:55,350p,2651
extraCheck,2017-12-26 04:49:55,159p,2643
packageDone,2017-12-26 04:54:55,159p,2654
extraCheck,2017-12-26 04:59:55,292p,2659
packageDone,2017-12-26 05:15:55,292p,2662
extraCheck,2017-12-26 05:19:55,466p,2671
packageDone,2017-12-26 05:24:55,466p,2673
collector,2017-12-26 05:31:55,9p,2682
collector,2017-12-26 05:32:55,675p,2681
extraCheck,2017-12-26 05:33:55,709p,2676
packageDone,2017-12-26 05:44:55,709p,2688
extraCheck,2017-12-26 05:51:55,192p,2696
collector,2017-12-26 06:00:55,30p,2706
packageDone,2017-12-26 06:07:55,192p,2702
extraCheck,2017-12-26 06:13:55,14p,2717
collector,2017-12-26 06:25:55,278p,2725
packageDone,2017-12-26 06:26:55,14p,2718
collector,2017-12-26 06:27:55,322p,2729
extraCheck,2017-12-26 06:30:55,291p,2736
packageDone,2017-12-26 06:37:55,291p,2739
extraCheck,2017-12-26 06:39:55,157p,2742
collector,2017-12-26 06:46:55,620p,2745
packageDone,2017-12-26 06:48:55,157p,2743
extraCheck,2017-12-26 06:51:55,175p,2751
packageDone,2017-12-26 06:59:55,175p,2752
extraCheck,2017-12-26 07:09:55,161p,2755
packageDone,2017-12-26 07:19:55,161p,2757
packageDone,2017-12-26 07:28:55,350p,2760
extraCheck,2017-12-26 07:33:55,9p,2766
packageDone,2017-12-26 07:37:55,9p,2768
extraCheck,2017-12-26 07:42:55,675p,2773
packageDone,2017-12-26 07:58:55,675p,2775
collector,2017-12-26 08:04:55,430p,2786
extraCheck,2017-12-26 08:10:55,30p,2783
collector,2017-12-26 08:14:55,764p,2796
packageDone,2017-12-26 08:20:55,30p,2792
collector,2017-12-26 08:27:55,662p,2806
extraCheck,2017-12-26 08:29:55,278p,2804
packageDone,2017-12-26 08:38:55,278p,2809
extraCheck,2017-12-26 08:47:55,322p,2815
packageDone,2017-12-26 08:51:55,322p,2816
extraCheck,2017-12-26 09:02:55,620p,2819
collector,2017-12-26 09:08:55,390p,2828
packageDone,2017-12-26 09:17:55,620p,2826
packageDone,2017-12-26 09:29:55,430p,2834
extraCheck,2017-12-26 09:46:55,764p,2841
collector,2017-12-26 09:46:55,670p,2844
packageDone,2017-12-26 09:57:55,764p,2845
packageDone,2017-12-26 10:06:55,662p,2853
extraCheck,2017-12-26 10:16:55,390p,2856
collector,2017-12-26 10:26:55,165p,2861
packageDone,2017-12-26 10:31:55,390p,2859
packageDone,2017-12-26 10:39:55,670p,2866
extraCheck,2017-12-26 10:43:55,165p,2869
packageDone,2017-12-26 10:56:55,165p,2870
