Chip,Timestamp,Item Id,Entry Id
collector,2017-12-25 03:14:04,434p,1347
collector,2017-12-25 03:26:04,1723p,1373
packageDone,2017-12-25 03:34:04,434p,1359
collector,2017-12-25 03:46:04,1230p,1402
collector,2017-12-25 04:04:04,1320p,1416
packageDone,2017-12-25 04:20:04,1723p,1421
collector,2017-12-25 04:20:04,2442p,1420
collector,2017-12-25 04:33:04,232p,1456
collector,2017-12-25 04:52:04,505p,1437
collector,2017-12-25 05:10:04,951p,1487
extraCheck,2017-12-25 05:38:04,1320p,1545
collector,2017-12-25 05:42:04,3418p,1547
collector,2017-12-25 05:50:04,3783p,1546
collector,2017-12-25 06:28:04,228p,1515
collector,2017-12-25 06:52:04,478p,1661
collector,2017-12-25 06:52:04,2142p,1657
collector,2017-12-25 07:14:04,1160p,1626
collector,2017-12-25 07:28:04,461p,1619
collector,2017-12-25 07:54:04,882p,1605
packageDone,2017-12-25 08:05:04,1320p,1585
collector,2017-12-25 08:07:04,682p,1579
collector,2017-12-25 08:07:04,3905p,1565
collector,2017-12-25 08:23:04,1293p,1795
collector,2017-12-25 08:41:04,2957p,1794
collector,2017-12-25 09:18:04,3225p,1782
collector,2017-12-25 10:18:04,1097p,1715
collector,2017-12-25 10:21:04,871p,1714
collector,2017-12-25 10:35:04,2079p,1687
collector,2017-12-25 10:53:04,3911p,1683
collector,2017-12-25 11:01:04,1539p,2062
collector,2017-12-25 11:15:04,1749p,2055
collector,2017-12-25 11:45:04,571p,2032
collector,2017-12-25 11:49:04,3713p,2031
collector,2017-12-25 12:00:04,651p,2011
collector,2017-12-25 12:10:04,3389p,2006
collector,2017-12-25 12:16:04,2686p,2007
collector,2017-12-25 12:39:04,1901p,1972
collector,2017-12-25 12:47:04,1167p,1969
collector,2017-12-25 12:50:04,2336p,1968
collector,2017-12-25 12:54:04,3013p,1967
collector,2017-12-25 13:10:04,1567p,1912
collector,2017-12-25 13:20:04,2393p,1873
collector,2017-12-25 13:24:04,2273p,1843
collector,2017-12-25 13:26:04,3555p,1818
collector,2017-12-25 13:28:04,1251p,1817
collector,2017-12-25 13:29:04,1429p,2327
extraCheck,2017-12-25 13:30:04,1230p,2326
collector,2017-12-25 13:31:04,2789p,2328
collector,2017-12-25 13:33:04,1046p,2324
collector,2017-12-25 13:34:04,3408p,2323
collector,2017-12-25 13:36:04,2526p,2319
collector,2017-12-25 13:47:04,1813p,2316
collector,2017-12-25 13:48:04,2054p,2308
collector,2017-12-25 13:48:04,1441p,2297
collector,2017-12-25 13:56:04,1410p,2290
collector,2017-12-25 14:00:04,1451p,2285
collector,2017-12-25 14:03:04,1033p,2286
collector,2017-12-25 14:09:04,1179p,2265
collector,2017-12-25 14:16:04,3967p,2239
collector,2017-12-25 14:21:04,423p,2240
collector,2017-12-25 14:25:04,840p,2229
collector,2017-12-25 14:31:04,536p,2223
collector,2017-12-25 14:34:04,1831p,2213
collector,2017-12-25 14:37:04,2485p,2191
collector,2017-12-25 14:37:04,902p,2186
collector,2017-12-25 14:46:04,1712p,2151
collector,2017-12-25 14:47:04,1319p,2152
collector,2017-12-25 14:50:04,2755p,2148
collector,2017-12-25 14:50:04,1800p,2126
collector,2017-12-25 14:59:04,2230p,2106
collector,2017-12-25 14:59:04,1938p,2098
collector,2017-12-25 14:59:04,1721p,2097
collector,2017-12-25 15:04:04,2351p,2453
collector,2017-12-25 15:12:04,2568p,2452
collector,2017-12-25 15:13:04,2743p,2445
collector,2017-12-25 15:14:04,68p,2439
collector,2017-12-25 15:20:04,3508p,2438
collector,2017-12-25 15:23:04,363p,2436
collector,2017-12-25 15:30:04,1547p,2430
collector,2017-12-25 15:37:04,1002p,2424
collector,2017-12-25 15:38:04,2855p,2413
collector,2017-12-25 15:38:04,1745p,2407
collector,2017-12-25 15:41:04,509p,2398
collector,2017-12-25 15:55:04,1395p,2397
collector,2017-12-25 15:58:04,3921p,2395
collector,2017-12-25 16:02:04,431p,2393
collector,2017-12-25 16:02:04,2p,2388
collector,2017-12-25 16:03:04,3330p,2384
collector,2017-12-25 16:11:04,1976p,2369
collector,2017-12-25 16:15:04,3022p,2357
collector,2017-12-25 16:19:04,784p,2356
packageDone,2017-12-25 16:25:04,1230p,2335
collector,2017-12-25 16:27:04,207p,2578
collector,2017-12-25 16:32:04,2225p,2562
collector,2017-12-25 16:59:04,3596p,2553
collector,2017-12-25 17:58:04,2884p,2519
collector,2017-12-25 18:56:04,3588p,2505
collector,2017-12-25 19:35:04,2168p,2460
collector,2017-12-25 20:02:04,3998p,2888
collector,2017-12-25 21:00:04,3279p,2830
collector,2017-12-25 21:04:04,1887p,2815
collector,2017-12-25 21:29:04,3337p,2722
collector,2017-12-25 21:33:04,1720p,2665
collector,2017-12-25 21:36:04,567p,2597
collector,2017-12-25 21:43:04,3444p,2590
collector,2017-12-25 21:45:04,1215p,2585
collector,2017-12-25 21:47:04,2975p,3089
collector,2017-12-25 21:48:04,1288p,3081
collector,2017-12-25 21:49:04,3208p,3083
collector,2017-12-25 21:49:04,2278p,3080
collector,2017-12-25 21:51:04,1059p,3077
collector,2017-12-25 21:51:04,3322p,3074
collector,2017-12-25 21:51:04,2792p,3073
collector,2017-12-25 21:51:04,1109p,3068
collector,2017-12-25 21:54:04,1387p,3075
collector,2017-12-25 22:03:04,205p,3069
collector,2017-12-25 22:05:04,2696p,3063
collector,2017-12-25 22:07:04,2232p,3058
collector,2017-12-25 22:11:04,2062p,3055
collector,2017-12-25 22:11:04,61p,3056
collector,2017-12-25 22:15:04,1367p,3051
collector,2017-12-25 22:19:04,411p,3045
collector,2017-12-25 22:21:04,2046p,3044
collector,2017-12-25 22:21:04,2384p,3039
collector,2017-12-25 22:21:04,2023p,3040
collector,2017-12-25 22:30:04,2618p,3013
collector,2017-12-25 22:36:04,96p,2986
collector,2017-12-25 22:36:04,1352p,2985
collector,2017-12-25 22:40:04,1686p,2980
collector,2017-12-25 22:42:04,3407p,2979
collector,2017-12-25 22:45:04,1514p,2981
collector,2017-12-25 22:48:04,3107p,2978
collector,2017-12-25 22:50:04,2700p,2977
collector,2017-12-25 23:01:04,330p,2939
collector,2017-12-25 23:03:04,2575p,2938
collector,2017-12-25 23:16:04,3719p,3222
collector,2017-12-25 23:16:04,803p,3218
collector,2017-12-25 23:16:04,588p,3228
collector,2017-12-25 23:24:04,2739p,3208
collector,2017-12-25 23:25:04,357p,3207
collector,2017-12-25 23:28:04,940p,3209
collector,2017-12-25 23:28:04,3456p,3206
collector,2017-12-25 23:37:04,296p,3199
collector,2017-12-25 23:37:04,2078p,3201
collector,2017-12-25 23:43:04,3302p,3200
collector,2017-12-25 23:46:04,3260p,3196
collector,2017-12-25 23:48:04,3754p,3174
collector,2017-12-25 23:50:04,381p,3173
collector,2017-12-25 23:55:04,1751p,3168
collector,2017-12-25 23:57:04,1842p,3169
collector,2017-12-26 00:01:04,1148p,3162
collector,2017-12-26 00:04:04,470p,3161
collector,2017-12-26 00:04:04,473p,3156
collector,2017-12-26 00:09:04,1742p,3148
collector,2017-12-26 00:12:04,391p,3147
collector,2017-12-26 00:15:04,1664p,3143
collector,2017-12-26 00:18:04,899p,3109
