Shelf Id,Event Id,Timestamp, 
22s,1347,2017-12-25 03:15:53,
0s,1352,2017-12-25 03:18:53,
19s,1355,2017-12-25 03:20:53,
21s,1366,2017-12-25 03:26:53,
27s,1391,2017-12-25 03:43:53,
2s,1400,2017-12-25 03:48:53,
26s,1404,2017-12-25 03:51:53,
22s,1415,2017-12-25 03:57:53,
3s,1444,2017-12-25 04:17:53,
7s,1456,2017-12-25 04:24:53,
30s,1477,2017-12-25 04:39:53,
5s,1497,2017-12-25 04:56:53,
9s,1511,2017-12-25 05:05:53,
19s,1548,2017-12-25 05:46:53,
20s,1563,2017-12-25 05:59:53,
30s,1566,2017-12-25 06:00:53,
22s,1609,2017-12-25 06:43:53,
16s,1614,2017-12-25 06:47:53,
12s,1627,2017-12-25 06:57:53,
25s,1659,2017-12-25 07:26:53,
24s,1675,2017-12-25 07:48:53,
14s,1691,2017-12-25 08:06:53,
34s,1700,2017-12-25 08:11:53,
4s,1724,2017-12-25 08:34:53,
22s,1737,2017-12-25 08:48:53,
24s,1746,2017-12-25 08:54:53,
20s,1786,2017-12-25 09:28:53,
15s,1808,2017-12-25 09:47:53,
17s,1819,2017-12-25 10:02:53,
6s,1843,2017-12-25 10:23:53,
22s,1854,2017-12-25 10:31:53,
20s,1869,2017-12-25 10:45:53,
25s,1901,2017-12-25 11:14:53,
21s,1962,2017-12-25 12:43:53,
10s,1972,2017-12-25 12:53:53,
23s,2030,2017-12-25 13:54:53,
20s,2040,2017-12-25 14:00:53,
14s,2041,2017-12-25 14:00:53,
4s,2047,2017-12-25 14:06:53,
32s,2051,2017-12-25 14:10:53,
2s,2114,2017-12-25 15:12:53,
21s,2115,2017-12-25 15:12:53,
20s,2149,2017-12-25 15:58:53,
38s,2154,2017-12-25 16:01:53,
39s,2183,2017-12-25 16:36:53,
26s,2184,2017-12-25 16:41:53,
1s,2263,2017-12-25 18:17:53,
28s,2301,2017-12-25 19:25:53,
27s,2358,2017-12-25 21:36:53,
6s,2378,2017-12-25 21:58:53,
8s,2416,2017-12-25 22:55:53,
16s,2436,2017-12-25 23:12:53,
21s,2445,2017-12-25 23:20:53,
11s,2471,2017-12-25 23:47:53,
22s,2475,2017-12-25 23:58:53,
32s,2501,2017-12-26 00:28:53,
18s,2523,2017-12-26 00:57:53,
17s,2556,2017-12-26 01:52:53,
14s,2593,2017-12-26 02:40:53,
30s,2614,2017-12-26 03:22:53,
36s,2664,2017-12-26 04:45:53,
6s,2668,2017-12-26 04:53:53,
2s,2680,2017-12-26 05:04:53,
35s,2715,2017-12-26 05:47:53,
23s,2743,2017-12-26 06:32:53,
21s,2757,2017-12-26 07:02:53,
4s,2785,2017-12-26 07:49:53,
31s,2811,2017-12-26 08:25:53,
29s,2831,2017-12-26 09:01:53,
