Shelf Id,Event Id,Timestamp, 
125s,1328,2017-12-25 02:57:46,
32s,1339,2017-12-25 03:07:46,
143s,1355,2017-12-25 03:18:46,
187s,1370,2017-12-25 03:29:46,
122s,1389,2017-12-25 03:41:46,
41s,1434,2017-12-25 04:15:46,
167s,1438,2017-12-25 04:18:46,
114s,1439,2017-12-25 04:18:46,
11s,1444,2017-12-25 04:21:46,
79s,1447,2017-12-25 04:22:46,
81s,1472,2017-12-25 04:39:46,
19s,1483,2017-12-25 04:49:46,
95s,1485,2017-12-25 04:50:46,
73s,1503,2017-12-25 05:01:46,
92s,1529,2017-12-25 05:17:46,
112s,1532,2017-12-25 05:18:46,
18s,1557,2017-12-25 05:35:46,
2s,1565,2017-12-25 05:40:46,
23s,1570,2017-12-25 05:44:46,
24s,1591,2017-12-25 05:58:46,
153s,1601,2017-12-25 06:04:46,
77s,1604,2017-12-25 06:06:46,
7s,1616,2017-12-25 06:13:46,
9s,1623,2017-12-25 06:17:46,
28s,1637,2017-12-25 06:28:46,
107s,1643,2017-12-25 06:32:46,
109s,1644,2017-12-25 06:32:46,
101s,1646,2017-12-25 06:33:46,
127s,1664,2017-12-25 06:42:46,
38s,1677,2017-12-25 06:54:46,
40s,1698,2017-12-25 07:07:46,
148s,1705,2017-12-25 07:13:46,
147s,1706,2017-12-25 07:14:46,
58s,1715,2017-12-25 07:19:46,
6s,1723,2017-12-25 07:25:46,
62s,1733,2017-12-25 07:32:46,
30s,1761,2017-12-25 07:49:46,
76s,1781,2017-12-25 08:02:46,
102s,1807,2017-12-25 08:22:46,
97s,1809,2017-12-25 08:22:46,
138s,1818,2017-12-25 08:26:46,
49s,1819,2017-12-25 08:26:46,
12s,1832,2017-12-25 08:36:46,
83s,1835,2017-12-25 08:37:46,
125s,1849,2017-12-25 08:45:46,
50s,1863,2017-12-25 08:53:46,
33s,1878,2017-12-25 09:04:46,
150s,1886,2017-12-25 09:10:46,
37s,1891,2017-12-25 09:13:46,
118s,1896,2017-12-25 09:15:46,
70s,1911,2017-12-25 09:28:46,
88s,1930,2017-12-25 09:42:46,
139s,1944,2017-12-25 09:52:46,
21s,1945,2017-12-25 09:52:46,
172s,1946,2017-12-25 09:53:46,
143s,1956,2017-12-25 10:01:46,
131s,1957,2017-12-25 10:01:46,
189s,1958,2017-12-25 10:02:46,
26s,1975,2017-12-25 10:12:46,
48s,1982,2017-12-25 10:17:46,
166s,1993,2017-12-25 10:25:46,
68s,2014,2017-12-25 10:41:46,
42s,2020,2017-12-25 10:45:46,
3s,2021,2017-12-25 10:45:46,
140s,2022,2017-12-25 10:45:46,
149s,2030,2017-12-25 10:52:46,
13s,2038,2017-12-25 10:56:46,
105s,2040,2017-12-25 10:56:46,
163s,2080,2017-12-25 11:28:46,
177s,2084,2017-12-25 11:31:46,
66s,2093,2017-12-25 11:36:46,
93s,2094,2017-12-25 11:36:46,
