Chip,Timestamp,Item Id,Entry Id
collector,2017-12-25 03:13:46,1401p,1344
collector,2017-12-25 03:26:46,1710p,1350
collector,2017-12-25 03:44:46,1166p,1364
extraCheck,2017-12-25 03:51:46,1401p,1376
collector,2017-12-25 03:54:46,312p,1379
collector,2017-12-25 03:55:46,2678p,1396
packageDone,2017-12-25 04:09:46,1401p,1406
collector,2017-12-25 04:40:46,602p,1437
collector,2017-12-25 05:05:46,3755p,1478
extraCheck,2017-12-25 05:31:46,2678p,1477
collector,2017-12-25 06:25:46,1042p,1584
packageDone,2017-12-25 07:06:46,2678p,1551
collector,2017-12-25 07:58:46,3533p,1541
collector,2017-12-25 08:28:46,3984p,1497
collector,2017-12-25 08:47:46,132p,1799
collector,2017-12-25 10:42:46,3514p,1746
collector,2017-12-25 10:58:46,2268p,1745
collector,2017-12-25 11:22:46,262p,1730
collector,2017-12-25 12:08:46,240p,1685
collector,2017-12-25 12:23:46,2764p,1651
collector,2017-12-25 12:44:46,2142p,1634
collector,2017-12-25 12:59:46,3459p,1596
collector,2017-12-25 13:06:46,3857p,2218
collector,2017-12-25 13:12:46,2654p,2214
collector,2017-12-25 13:18:46,1537p,2200
collector,2017-12-25 13:23:46,575p,2187
collector,2017-12-25 13:27:46,2706p,2186
collector,2017-12-25 13:33:46,3366p,2164
collector,2017-12-25 13:37:46,545p,2147
collector,2017-12-25 13:41:46,770p,2145
collector,2017-12-25 13:43:46,2942p,2144
collector,2017-12-25 13:47:46,1698p,2143
collector,2017-12-25 13:49:46,1030p,2136
collector,2017-12-25 13:49:46,204p,2127
collector,2017-12-25 13:54:46,99p,2110
collector,2017-12-25 14:03:46,1460p,2101
packageDone,2017-12-25 14:06:46,1710p,2063
collector,2017-12-25 14:12:46,605p,2075
collector,2017-12-25 14:45:46,872p,2004
collector,2017-12-25 15:03:46,1348p,1974
collector,2017-12-25 15:07:46,3187p,1973
collector,2017-12-25 15:26:46,930p,1954
collector,2017-12-25 15:43:46,233p,1925
collector,2017-12-25 15:49:46,3098p,1900
collector,2017-12-25 15:50:46,2230p,1870
collector,2017-12-25 15:55:46,2495p,1822
collector,2017-12-25 15:58:46,1518p,1823
collector,2017-12-25 16:00:46,2505p,2481
collector,2017-12-25 16:02:46,2326p,2480
collector,2017-12-25 16:03:46,697p,2477
collector,2017-12-25 16:08:46,3101p,2476
collector,2017-12-25 16:08:46,2953p,2478
collector,2017-12-25 16:09:46,3925p,2474
collector,2017-12-25 16:15:46,675p,2473
collector,2017-12-25 16:16:46,721p,2468
collector,2017-12-25 16:22:46,1356p,2471
collector,2017-12-25 16:23:46,1846p,2472
collector,2017-12-25 16:27:46,560p,2470
collector,2017-12-25 16:28:46,1624p,2452
collector,2017-12-25 16:33:46,2404p,2441
collector,2017-12-25 16:36:46,3372p,2438
collector,2017-12-25 16:44:46,1788p,2430
collector,2017-12-25 16:47:46,192p,2423
collector,2017-12-25 16:47:46,2838p,2407
collector,2017-12-25 16:51:46,3595p,2399
collector,2017-12-25 17:01:46,524p,2378
collector,2017-12-25 17:04:46,2831p,2375
collector,2017-12-25 17:07:46,2932p,2359
collector,2017-12-25 17:14:46,3346p,2358
