Case Id,Start Timestamp,End Timesstamp,Event Name,Event Type,Subjec Group,Subject Id,Object Group,Object Id,Event Id
726RP,2017-12-25 02:56:02,2017-12-25 02:59:02,putdown current shelf,process activity,robot,16r,shelf,-1s,1319
466RP,2017-12-25 02:55:02,2017-12-25 03:01:02,putdown current shelf,process activity,robot,23r,shelf,-1s,1317
82RP,2017-12-25 03:04:02,2017-12-25 03:06:02,putdown current shelf,process activity,robot,1r,shelf,-1s,1324
794RP,2017-12-25 03:05:02,2017-12-25 03:09:02,putdown current shelf,process activity,robot,7r,shelf,-1s,1326
726RP,2017-12-25 03:00:02,2017-12-25 03:14:02,go to approriate shelf,process activity,robot,16r,shelf,16s,1321
249RP,2017-12-25 03:11:02,2017-12-25 03:16:02,putdown current shelf,process activity,robot,15r,shelf,-1s,1332
794RP,2017-12-25 03:09:02,2017-12-25 03:16:02,go to approriate shelf,process activity,robot,7r,shelf,29s,1329
466RP,2017-12-25 03:01:02,2017-12-25 03:17:02,go to approriate shelf,process activity,robot,23r,shelf,2s,1322
82RP,2017-12-25 03:06:02,2017-12-25 03:20:02,go to approriate shelf,process activity,robot,1r,shelf,31s,1327
249RP,2017-12-25 03:16:02,2017-12-25 03:28:02,go to approriate shelf,process activity,robot,15r,shelf,38s,1335
786RP,2017-12-25 03:28:02,2017-12-25 03:31:02,putdown current shelf,process activity,robot,11r,shelf,-1s,1350
466RP,2017-12-25 03:31:02,2017-12-25 03:34:02,reduce speed,process activity,robot,23r,shelf,2s,1355
466RP,2017-12-25 03:19:02,2017-12-25 03:34:02,move shelf to dock,process activity,robot,23r,shelf,2s,1339
283RP,2017-12-25 03:31:02,2017-12-25 03:36:02,putdown current shelf,process activity,robot,12r,shelf,-1s,1354
82RP,2017-12-25 03:22:02,2017-12-25 03:38:02,move shelf to dock,process activity,robot,1r,shelf,31s,1345
554RP,2017-12-25 03:33:02,2017-12-25 03:41:02,putdown current shelf,process activity,robot,2r,shelf,-1s,1359
794RP,2017-12-25 03:27:02,2017-12-25 03:42:02,reduce speed,process activity,robot,7r,shelf,29s,1349
794RP,2017-12-25 03:20:02,2017-12-25 03:42:02,move shelf to dock,process activity,robot,7r,shelf,29s,1340
249RP,2017-12-25 03:30:02,2017-12-25 03:43:02,move shelf to dock,process activity,robot,15r,shelf,38s,1353
726RP,2017-12-25 03:32:02,2017-12-25 03:48:02,reduce speed,process activity,robot,16r,shelf,16s,1357
726RP,2017-12-25 03:16:02,2017-12-25 03:49:02,move shelf to dock,process activity,robot,16r,shelf,16s,1336
786RP,2017-12-25 03:32:02,2017-12-25 03:52:02,go to approriate shelf,process activity,robot,11r,shelf,33s,1356
283RP,2017-12-25 03:37:02,2017-12-25 03:56:02,go to approriate shelf,process activity,robot,12r,shelf,26s,1362
554RP,2017-12-25 03:41:02,2017-12-25 04:00:02,go to approriate shelf,process activity,robot,2r,shelf,14s,1369
786RP,2017-12-25 03:54:02,2017-12-25 04:01:02,move shelf to dock,process activity,robot,11r,shelf,33s,1383
639RP,2017-12-25 03:51:02,2017-12-25 04:02:02,putdown current shelf,process activity,robot,19r,shelf,-1s,1378
466RP,2017-12-25 03:48:02,2017-12-25 04:05:02,move shelf from dock,process activity,robot,23r,shelf,2s,1376
82RP,2017-12-25 03:51:02,2017-12-25 04:07:02,move shelf from dock,process activity,robot,1r,shelf,31s,1379
249RP,2017-12-25 04:01:02,2017-12-25 04:11:02,move shelf from dock,process activity,robot,15r,shelf,38s,1394
757RP,2017-12-25 04:06:02,2017-12-25 04:12:02,putdown current shelf,process activity,robot,22r,shelf,-1s,1402
726RP,2017-12-25 04:10:02,2017-12-25 04:12:02,move shelf from dock,process activity,robot,16r,shelf,16s,1408
639RP,2017-12-25 04:03:02,2017-12-25 04:18:02,go to approriate shelf,process activity,robot,19r,shelf,4s,1396
786RP,2017-12-25 04:12:02,2017-12-25 04:20:02,move shelf from dock,process activity,robot,11r,shelf,33s,1412
794RP,2017-12-25 04:07:02,2017-12-25 04:23:02,move shelf from dock,process activity,robot,7r,shelf,29s,1406
302RP,2017-12-25 04:24:02,2017-12-25 04:26:02,putdown current shelf,process activity,robot,24r,shelf,-1s,1425
283RP,2017-12-25 04:14:02,2017-12-25 04:27:02,reduce speed,process activity,robot,12r,shelf,26s,1414
283RP,2017-12-25 03:59:02,2017-12-25 04:27:02,move shelf to dock,process activity,robot,12r,shelf,26s,1390
757RP,2017-12-25 04:13:02,2017-12-25 04:28:02,go to approriate shelf,process activity,robot,22r,shelf,21s,1413
95RP,2017-12-25 04:28:02,2017-12-25 04:29:02,putdown current shelf,process activity,robot,6r,shelf,-1s,1431
