Chip,Timestamp,Item Id,Entry Id
collector,2017-12-25 01:47:45,49p,1336
collector,2017-12-25 01:51:45,53p,1342
extraCheck,2017-12-25 01:55:45,49p,1347
packageDone,2017-12-25 02:09:45,49p,1354
packageDone,2017-12-25 02:25:45,53p,1366
collector,2017-12-25 02:25:45,93p,1374
extraCheck,2017-12-25 02:30:45,93p,1381
collector,2017-12-25 02:38:45,10p,1386
collector,2017-12-25 02:42:45,67p,1391
packageDone,2017-12-25 02:42:45,93p,1382
extraCheck,2017-12-25 02:54:45,10p,1399
collector,2017-12-25 02:58:45,68p,1408
packageDone,2017-12-25 03:03:45,10p,1405
extraCheck,2017-12-25 03:10:45,67p,1415
collector,2017-12-25 03:17:45,30p,1426
packageDone,2017-12-25 03:18:45,67p,1422
collector,2017-12-25 03:27:45,47p,1437
extraCheck,2017-12-25 03:28:45,68p,1431
packageDone,2017-12-25 03:41:45,68p,1441
collector,2017-12-25 03:47:45,41p,1451
extraCheck,2017-12-25 03:49:45,30p,1448
collector,2017-12-25 03:52:45,66p,1456
packageDone,2017-12-25 03:57:45,30p,1457
extraCheck,2017-12-25 04:02:45,47p,1465
packageDone,2017-12-25 04:08:45,47p,1469
extraCheck,2017-12-25 04:19:45,41p,1477
packageDone,2017-12-25 04:22:45,41p,1482
collector,2017-12-25 04:23:45,17p,1483
extraCheck,2017-12-25 04:31:45,66p,1488
collector,2017-12-25 04:32:45,74p,1492
packageDone,2017-12-25 04:36:45,66p,1494
extraCheck,2017-12-25 04:47:45,17p,1499
packageDone,2017-12-25 04:50:45,17p,1504
extraCheck,2017-12-25 05:01:45,74p,1510
packageDone,2017-12-25 05:05:45,74p,1513
collector,2017-12-25 05:23:45,26p,1526
collector,2017-12-25 05:34:45,18p,1537
extraCheck,2017-12-25 05:37:45,26p,1532
packageDone,2017-12-25 05:41:45,26p,1542
extraCheck,2017-12-25 05:44:45,18p,1547
collector,2017-12-25 05:47:45,4p,1549
collector,2017-12-25 05:57:45,79p,1561
packageDone,2017-12-25 05:59:45,18p,1551
extraCheck,2017-12-25 06:04:45,4p,1568
collector,2017-12-25 06:12:45,70p,1573
packageDone,2017-12-25 06:16:45,4p,1570
extraCheck,2017-12-25 06:19:45,79p,1581
packageDone,2017-12-25 06:22:45,79p,1582
extraCheck,2017-12-25 06:33:45,70p,1585
collector,2017-12-25 06:44:45,81p,1591
packageDone,2017-12-25 06:46:45,70p,1588
extraCheck,2017-12-25 06:49:45,81p,1597
packageDone,2017-12-25 07:03:45,81p,1598
collector,2017-12-25 07:29:45,36p,1608
extraCheck,2017-12-25 07:39:45,36p,1612
packageDone,2017-12-25 07:46:45,36p,1614
