Case Id,Start Timestamp,End Timesstamp,Event Name,Event Type,Subjec Group,Subject Id,Object Group,Object Id,Event Id
673RP,2017-12-25 02:55:21,2017-12-25 03:02:21,putdown current shelf,process activity,robot,14r,shelf,-1s,1317
673RP,2017-12-25 03:02:21,2017-12-25 03:04:21,go to approriate shelf,process activity,robot,14r,shelf,4s,1319
673RP,2017-12-25 03:05:21,2017-12-25 03:09:21,move shelf to dock,process activity,robot,14r,shelf,4s,1322
765RP,2017-12-25 03:08:21,2017-12-25 03:12:21,putdown current shelf,process activity,robot,12r,shelf,-1s,1326
623RP,2017-12-25 03:09:21,2017-12-25 03:13:21,putdown current shelf,process activity,robot,22r,shelf,-1s,1327
460RP,2017-12-25 03:12:21,2017-12-25 03:17:21,putdown current shelf,process activity,robot,13r,shelf,-1s,1331
115RP,2017-12-25 03:21:21,2017-12-25 03:24:21,putdown current shelf,process activity,robot,21r,shelf,-1s,1345
673RP,2017-12-25 03:17:21,2017-12-25 03:25:21,move shelf from dock,process activity,robot,14r,shelf,4s,1338
115RP,2017-12-25 03:25:21,2017-12-25 03:27:21,go to approriate shelf,process activity,robot,21r,shelf,33s,1348
765RP,2017-12-25 03:12:21,2017-12-25 03:29:21,go to approriate shelf,process activity,robot,12r,shelf,35s,1332
631RP,2017-12-25 03:22:21,2017-12-25 03:30:21,putdown current shelf,process activity,robot,15r,shelf,-1s,1347
623RP,2017-12-25 03:13:21,2017-12-25 03:31:21,go to approriate shelf,process activity,robot,22r,shelf,32s,1334
756RP,2017-12-25 03:21:21,2017-12-25 03:33:21,putdown current shelf,process activity,robot,1r,shelf,-1s,1346
460RP,2017-12-25 03:17:21,2017-12-25 03:34:21,go to approriate shelf,process activity,robot,13r,shelf,14s,1337
623RP,2017-12-25 03:33:21,2017-12-25 03:37:21,move shelf to dock,process activity,robot,22r,shelf,32s,1358
765RP,2017-12-25 03:31:21,2017-12-25 03:38:21,move shelf to dock,process activity,robot,12r,shelf,35s,1356
115RP,2017-12-25 03:29:21,2017-12-25 03:43:21,move shelf to dock,process activity,robot,21r,shelf,33s,1353
756RP,2017-12-25 03:33:21,2017-12-25 03:49:21,go to approriate shelf,process activity,robot,1r,shelf,26s,1359
622RP,2017-12-25 03:45:21,2017-12-25 03:50:21,putdown current shelf,process activity,robot,11r,shelf,-1s,1376
699RP,2017-12-25 03:41:21,2017-12-25 03:50:21,putdown current shelf,process activity,robot,9r,shelf,-1s,1371
631RP,2017-12-25 03:30:21,2017-12-25 03:51:21,go to approriate shelf,process activity,robot,15r,shelf,36s,1355
765RP,2017-12-25 03:49:21,2017-12-25 03:56:21,move shelf from dock,process activity,robot,12r,shelf,35s,1383
623RP,2017-12-25 03:42:21,2017-12-25 03:58:21,move shelf from dock,process activity,robot,22r,shelf,32s,1373
152RP,2017-12-25 03:49:21,2017-12-25 03:58:21,putdown current shelf,process activity,robot,5r,shelf,-1s,1384
124RP,2017-12-25 03:57:21,2017-12-25 03:59:21,putdown current shelf,process activity,robot,7r,shelf,-1s,1396
115RP,2017-12-25 03:55:21,2017-12-25 03:59:21,move shelf from dock,process activity,robot,21r,shelf,33s,1392
200RP,2017-12-25 03:56:21,2017-12-25 04:01:21,putdown current shelf,process activity,robot,23r,shelf,-1s,1394
124RP,2017-12-25 03:59:21,2017-12-25 04:03:21,go to approriate shelf,process activity,robot,7r,shelf,0s,1401
631RP,2017-12-25 03:54:21,2017-12-25 04:05:21,move shelf to dock,process activity,robot,15r,shelf,36s,1390
622RP,2017-12-25 03:50:21,2017-12-25 04:07:21,go to approriate shelf,process activity,robot,11r,shelf,7s,1386
152RP,2017-12-25 03:58:21,2017-12-25 04:09:21,go to approriate shelf,process activity,robot,5r,shelf,24s,1399
756RP,2017-12-25 03:58:21,2017-12-25 04:10:21,move shelf to dock,process activity,robot,1r,shelf,26s,1398
200RP,2017-12-25 04:02:21,2017-12-25 04:13:21,go to approriate shelf,process activity,robot,23r,shelf,35s,1406
699RP,2017-12-25 03:56:21,2017-12-25 04:15:21,go to approriate shelf,process activity,robot,9r,shelf,18s,1395
460RP,2017-12-25 03:59:21,2017-12-25 04:19:21,reduce speed,process activity,robot,13r,shelf,14s,1400
460RP,2017-12-25 03:41:21,2017-12-25 04:19:21,move shelf to dock,process activity,robot,13r,shelf,14s,1370
699RP,2017-12-25 04:17:21,2017-12-25 04:23:21,move shelf to dock,process activity,robot,9r,shelf,18s,1425
124RP,2017-12-25 04:23:21,2017-12-25 04:27:21,reduce speed,process activity,robot,7r,shelf,0s,1436
124RP,2017-12-25 04:05:21,2017-12-25 04:28:21,move shelf to dock,process activity,robot,7r,shelf,0s,1409
631RP,2017-12-25 04:19:21,2017-12-25 04:30:21,move shelf from dock,process activity,robot,15r,shelf,36s,1428
28RP,2017-12-25 04:25:21,2017-12-25 04:31:21,putdown current shelf,process activity,robot,10r,shelf,-1s,1439
152RP,2017-12-25 04:22:21,2017-12-25 04:36:21,reduce speed,process activity,robot,5r,shelf,24s,1435
152RP,2017-12-25 04:13:21,2017-12-25 04:36:21,move shelf to dock,process activity,robot,5r,shelf,24s,1419
28RP,2017-12-25 04:33:21,2017-12-25 04:43:21,move shelf from dock,process activity,robot,1r,shelf,26s,1451
28RP,2017-12-25 04:31:21,2017-12-25 04:43:21,go to approriate shelf,process activity,robot,10r,shelf,26s,1447
618RP,2017-12-25 04:42:21,2017-12-25 04:46:21,putdown current shelf,process activity,robot,22r,shelf,32s,1462
622RP,2017-12-25 04:31:21,2017-12-25 04:46:21,reduce speed,process activity,robot,11r,shelf,7s,1446
622RP,2017-12-25 04:10:21,2017-12-25 04:46:21,move shelf to dock,process activity,robot,11r,shelf,7s,1414
200RP,2017-12-25 04:32:21,2017-12-25 04:48:21,reduce speed,process activity,robot,23r,shelf,35s,1449
200RP,2017-12-25 04:15:21,2017-12-25 04:48:21,move shelf to dock,process activity,robot,23r,shelf,35s,1421
28RP,2017-12-25 04:45:21,2017-12-25 04:54:21,move shelf to dock,process activity,robot,10r,shelf,26s,1466
699RP,2017-12-25 04:35:21,2017-12-25 04:55:21,move shelf from dock,process activity,robot,9r,shelf,18s,1453
124RP,2017-12-25 04:41:21,2017-12-25 04:56:21,move shelf from dock,process activity,robot,7r,shelf,0s,1460
618RP,2017-12-25 04:46:21,2017-12-25 05:13:21,go to approriate shelf,process activity,robot,22r,shelf,17s,1467
677RP,2017-12-25 04:56:21,2017-12-25 05:14:21,putdown current shelf,process activity,robot,24r,shelf,-1s,1481
460RP,2017-12-25 04:40:21,2017-12-25 05:15:21,move shelf from dock,process activity,robot,13r,shelf,14s,1459
18RP,2017-12-25 05:11:21,2017-12-25 05:18:21,putdown current shelf,process activity,robot,20r,shelf,-1s,1484
91RP,2017-12-25 05:19:21,2017-12-25 05:20:21,putdown current shelf,process activity,robot,0r,shelf,-1s,1496
677RP,2017-12-25 05:15:21,2017-12-25 05:22:21,go to approriate shelf,process activity,robot,24r,shelf,14s,1489
152RP,2017-12-25 05:12:21,2017-12-25 05:25:21,move shelf from dock,process activity,robot,5r,shelf,24s,1486
28RP,2017-12-25 05:23:21,2017-12-25 05:26:21,move shelf from dock,process activity,robot,10r,shelf,26s,1504
468RP,2017-12-25 05:22:21,2017-12-25 05:26:21,putdown current shelf,process activity,robot,14r,shelf,4s,1502
622RP,2017-12-25 05:13:21,2017-12-25 05:27:21,move shelf from dock,process activity,robot,11r,shelf,7s,1487
200RP,2017-12-25 05:20:21,2017-12-25 05:33:21,move shelf from dock,process activity,robot,23r,shelf,35s,1498
18RP,2017-12-25 05:19:21,2017-12-25 05:34:21,go to approriate shelf,process activity,robot,20r,shelf,25s,1495
677RP,2017-12-25 05:32:21,2017-12-25 05:36:21,reduce speed,process activity,robot,24r,shelf,14s,1511
