Shelf Id,Event Id,Timestamp, 
11s,1323,2017-12-25 03:04:53,
13s,1343,2017-12-25 03:24:53,
38s,1345,2017-12-25 03:27:53,
21s,1354,2017-12-25 03:33:53,
28s,1367,2017-12-25 03:45:53,
39s,1376,2017-12-25 03:49:53,
8s,1406,2017-12-25 04:12:53,
36s,1437,2017-12-25 04:32:53,
13s,1440,2017-12-25 04:33:53,
5s,1443,2017-12-25 04:35:53,
23s,1486,2017-12-25 05:04:53,
16s,1503,2017-12-25 05:15:53,
22s,1545,2017-12-25 05:43:53,
25s,1561,2017-12-25 05:56:53,
36s,1571,2017-12-25 06:02:53,
15s,1601,2017-12-25 06:25:53,
30s,1607,2017-12-25 06:30:53,
12s,1627,2017-12-25 06:41:53,
31s,1651,2017-12-25 06:59:53,
26s,1665,2017-12-25 07:08:53,
23s,1667,2017-12-25 07:08:53,
10s,1685,2017-12-25 07:27:53,
19s,1715,2017-12-25 08:30:53,
7s,1748,2017-12-25 09:26:53,
26s,1764,2017-12-25 09:38:53,
39s,1782,2017-12-25 09:53:53,
15s,1798,2017-12-25 10:04:53,
29s,1802,2017-12-25 10:05:53,
30s,1806,2017-12-25 10:07:53,
6s,1814,2017-12-25 10:13:53,
27s,1834,2017-12-25 10:31:53,
36s,1839,2017-12-25 10:33:53,
18s,1869,2017-12-25 10:58:53,
2s,1893,2017-12-25 11:30:53,
37s,1899,2017-12-25 11:41:53,
36s,1925,2017-12-25 12:08:53,
9s,1938,2017-12-25 12:18:53,
30s,1978,2017-12-25 13:00:53,
16s,1989,2017-12-25 13:14:53,
34s,2013,2017-12-25 13:44:53,
34s,2046,2017-12-25 14:41:53,
39s,2077,2017-12-25 15:08:53,
37s,2078,2017-12-25 15:12:53,
17s,2089,2017-12-25 15:26:53,
13s,2099,2017-12-25 15:36:53,
18s,2147,2017-12-25 16:33:53,
19s,2153,2017-12-25 16:41:53,
24s,2182,2017-12-25 17:15:53,
37s,2204,2017-12-25 17:41:53,
36s,2234,2017-12-25 18:27:53,
32s,2264,2017-12-25 19:24:53,
22s,2292,2017-12-25 19:54:53,
2s,2311,2017-12-25 20:20:53,
37s,2320,2017-12-25 20:26:53,
3s,2354,2017-12-25 21:04:53,
34s,2376,2017-12-25 22:01:53,
16s,2394,2017-12-25 22:31:53,
5s,2424,2017-12-25 23:03:53,
14s,2429,2017-12-25 23:06:53,
37s,2443,2017-12-25 23:21:53,
10s,2462,2017-12-25 23:42:53,
24s,2493,2017-12-26 00:41:53,
3s,2494,2017-12-26 00:42:53,
26s,2520,2017-12-26 01:15:53,
39s,2575,2017-12-26 02:38:53,
12s,2583,2017-12-26 02:52:53,
33s,2603,2017-12-26 03:17:53,
20s,2636,2017-12-26 04:32:53,
8s,2656,2017-12-26 05:07:53,
39s,2661,2017-12-26 05:11:53,
33s,2695,2017-12-26 06:02:53,
28s,2748,2017-12-26 08:15:53,
27s,2753,2017-12-26 08:22:53,
13s,2779,2017-12-26 08:58:53,
19s,2789,2017-12-26 09:12:53,
10s,2810,2017-12-26 09:53:53,
37s,2831,2017-12-26 10:23:53,
37s,2869,2017-12-26 11:44:53,
