Chip,Timestamp,Item Id,Entry Id
collector,2017-12-25 01:48:40,35p,1337
packageDone,2017-12-25 01:58:40,35p,1345
collector,2017-12-25 02:01:40,9p,1349
collector,2017-12-25 02:09:40,2p,1360
packageDone,2017-12-25 02:09:40,9p,1356
collector,2017-12-25 02:17:40,7p,1369
extraCheck,2017-12-25 02:24:40,2p,1372
packageDone,2017-12-25 02:36:40,2p,1383
collector,2017-12-25 02:39:40,39p,1394
packageDone,2017-12-25 02:45:40,7p,1399
collector,2017-12-25 02:46:40,26p,1406
extraCheck,2017-12-25 02:50:40,39p,1413
collector,2017-12-25 02:55:40,5p,1418
packageDone,2017-12-25 03:03:40,39p,1415
collector,2017-12-25 03:13:40,73p,1431
extraCheck,2017-12-25 03:14:40,26p,1428
packageDone,2017-12-25 03:28:40,26p,1433
extraCheck,2017-12-25 03:34:40,5p,1445
collector,2017-12-25 03:39:40,88p,1450
packageDone,2017-12-25 03:40:40,5p,1447
collector,2017-12-25 03:46:40,8p,1459
packageDone,2017-12-25 03:52:40,73p,1455
extraCheck,2017-12-25 03:57:40,88p,1469
collector,2017-12-25 04:02:40,56p,1474
packageDone,2017-12-25 04:09:40,88p,1471
extraCheck,2017-12-25 04:15:40,8p,1484
packageDone,2017-12-25 04:26:40,8p,1487
collector,2017-12-25 04:43:40,92p,1503
packageDone,2017-12-25 04:45:40,56p,1497
collector,2017-12-25 04:46:40,48p,1507
collector,2017-12-25 04:53:40,59p,1517
extraCheck,2017-12-25 04:55:40,92p,1514
packageDone,2017-12-25 05:00:40,92p,1523
collector,2017-12-25 05:02:40,91p,1529
extraCheck,2017-12-25 05:07:40,48p,1533
packageDone,2017-12-25 05:11:40,48p,1537
collector,2017-12-25 05:19:40,96p,1545
extraCheck,2017-12-25 05:22:40,59p,1540
packageDone,2017-12-25 05:26:40,59p,1549
extraCheck,2017-12-25 05:29:40,91p,1554
collector,2017-12-25 05:40:40,50p,1559
packageDone,2017-12-25 05:41:40,91p,1555
extraCheck,2017-12-25 05:45:40,96p,1565
packageDone,2017-12-25 05:55:40,96p,1566
extraCheck,2017-12-25 06:03:40,50p,1570
packageDone,2017-12-25 06:15:40,50p,1573
