Chip,Timestamp,Item Id,Entry Id
shelfMoved,2017-12-25 01:39:40,8r,1327
shelfDelivered,2017-12-25 01:43:40,8r,1331
shelfMoved,2017-12-25 01:43:40,6r,1332
shelfMoved,2017-12-25 01:45:40,7r,1335
disposeShelf,2017-12-25 01:50:40,8r,1341
shelfDelivered,2017-12-25 01:57:40,6r,1348
shelfMoved,2017-12-25 02:00:40,9r,1352
disposeShelf,2017-12-25 02:01:40,6r,1354
shelfDelivered,2017-12-25 02:05:40,7r,1358
shelfDelivered,2017-12-25 02:08:40,9r,1361
disposeShelf,2017-12-25 02:12:40,7r,1365
shelfMoved,2017-12-25 02:13:40,5r,1367
disposeShelf,2017-12-25 02:18:40,9r,1376
shelfMoved,2017-12-25 02:21:40,3r,1379
shelfMoved,2017-12-25 02:31:40,8r,1387
shelfDelivered,2017-12-25 02:35:40,5r,1391
shelfDelivered,2017-12-25 02:40:40,8r,1401
disposeShelf,2017-12-25 02:41:40,5r,1403
disposeShelf,2017-12-25 02:47:40,8r,1412
shelfDelivered,2017-12-25 02:54:40,3r,1416
shelfMoved,2017-12-25 02:54:40,2r,1417
disposeShelf,2017-12-25 02:57:40,3r,1421
shelfDelivered,2017-12-25 03:10:40,2r,1430
disposeShelf,2017-12-25 03:14:40,2r,1432
shelfMoved,2017-12-25 03:21:40,6r,1435
shelfDelivered,2017-12-25 03:37:40,5r,1449
disposeShelf,2017-12-25 03:40:40,5r,1451
shelfDelivered,2017-12-25 03:44:40,6r,1457
disposeShelf,2017-12-25 03:47:40,6r,1460
shelfMoved,2017-12-25 03:48:40,4r,1461
shelfDelivered,2017-12-25 04:00:40,4r,1473
disposeShelf,2017-12-25 04:04:40,4r,1475
shelfMoved,2017-12-25 04:09:40,1r,1478
shelfDelivered,2017-12-25 04:38:40,1r,1500
shelfDelivered,2017-12-25 04:39:40,2r,1501
shelfMoved,2017-12-25 04:43:40,5r,1506
disposeShelf,2017-12-25 04:45:40,1r,1509
shelfDelivered,2017-12-25 04:48:40,5r,1515
disposeShelf,2017-12-25 04:49:40,2r,1516
shelfMoved,2017-12-25 04:53:40,0r,1520
disposeShelf,2017-12-25 04:55:40,5r,1522
shelfMoved,2017-12-25 04:57:40,6r,1524
shelfDelivered,2017-12-25 04:59:40,0r,1526
disposeShelf,2017-12-25 05:03:40,0r,1535
shelfDelivered,2017-12-25 05:17:40,6r,1543
disposeShelf,2017-12-25 05:20:40,6r,1546
shelfDelivered,2017-12-25 05:38:40,8r,1557
disposeShelf,2017-12-25 05:41:40,8r,1560
shelfMoved,2017-12-25 06:02:40,3r,1571
