Case Id,Start Timestamp,End Timesstamp,Event Name,Event Type,Subjec Group,Subject Id,Object Group,Object Id,Event Id
466CP,2017-12-25 02:44:02,2017-12-25 02:53:02,Request product,process activity,clerk,1c,product,466p,1313
466CP,2017-12-25 02:54:02,2017-12-25 02:54:02,Assgin robot,process activity,robot,23r,shelf,2s,1315
726CP,2017-12-25 02:38:02,2017-12-25 02:55:02,Request product,process activity,clerk,1c,product,726p,1311
726CP,2017-12-25 02:56:02,2017-12-25 02:56:02,Assgin robot,process activity,robot,16r,shelf,16s,1318
82CP,2017-12-25 02:40:02,2017-12-25 03:03:02,Request product,process activity,clerk,1c,product,82p,1312
82CP,2017-12-25 03:03:02,2017-12-25 03:03:02,Assgin robot,process activity,robot,1r,shelf,31s,1323
794CP,2017-12-25 02:59:02,2017-12-25 03:04:02,Request product,process activity,clerk,1c,product,794p,1320
794CP,2017-12-25 03:04:02,2017-12-25 03:04:02,Assgin robot,process activity,robot,7r,shelf,29s,1325
173CP,2017-12-25 02:49:02,2017-12-25 03:08:02,Request product,process activity,clerk,1c,product,173p,1314
173CP,2017-12-25 03:09:02,2017-12-25 03:09:02,Assgin robot,process activity,robot,20r,shelf,2s,1328
249CP,2017-12-25 02:54:02,2017-12-25 03:09:02,Request product,process activity,clerk,1c,product,249p,1316
249CP,2017-12-25 03:10:02,2017-12-25 03:10:02,Assgin robot,process activity,robot,15r,shelf,38s,1331
786CP,2017-12-25 03:10:02,2017-12-25 03:26:02,Request product,process activity,clerk,1c,product,786p,1330
786CP,2017-12-25 03:26:02,2017-12-25 03:26:02,Assgin robot,process activity,robot,11r,shelf,33s,1347
283CP,2017-12-25 03:22:02,2017-12-25 03:28:02,Request product,process activity,clerk,1c,product,283p,1343
283CP,2017-12-25 03:28:02,2017-12-25 03:28:02,Assgin robot,process activity,robot,12r,shelf,26s,1351
554CP,2017-12-25 03:13:02,2017-12-25 03:32:02,Request product,process activity,clerk,1c,product,554p,1333
554CP,2017-12-25 03:33:02,2017-12-25 03:33:02,Assgin robot,process activity,robot,2r,shelf,14s,1358
639CP,2017-12-25 03:27:02,2017-12-25 03:45:02,Request product,process activity,clerk,1c,product,639p,1348
639CP,2017-12-25 03:46:02,2017-12-25 03:46:02,Assgin robot,process activity,robot,19r,shelf,4s,1373
757CP,2017-12-25 03:36:02,2017-12-25 03:56:02,Request product,process activity,clerk,1c,product,757p,1361
82CP,2017-12-25 03:57:02,2017-12-25 03:57:02,check if the product was shaked,process activity,clerk,1c,product,82p,1388
757CP,2017-12-25 04:00:02,2017-12-25 04:00:02,Assgin robot,process activity,robot,22r,shelf,21s,1392
245CP,2017-12-25 03:46:02,2017-12-25 04:05:02,Request product,process activity,clerk,1c,product,245p,1374
245CP,2017-12-25 04:05:02,2017-12-25 04:05:02,Assgin robot,process activity,robot,14r,shelf,2s,1401
82CP,2017-12-25 04:21:02,2017-12-25 04:21:02,Product Delivered,process activity,clerk,1c,product,82p,1419
786CP,2017-12-25 04:21:02,2017-12-25 04:21:02,check if the product was shaked,process activity,clerk,1c,product,786p,1420
302CP,2017-12-25 04:06:02,2017-12-25 04:22:02,Request product,process activity,clerk,1c,product,302p,1403
302CP,2017-12-25 04:23:02,2017-12-25 04:23:02,Assgin robot,process activity,robot,24r,shelf,25s,1423
95CP,2017-12-25 04:07:02,2017-12-25 04:27:02,Request product,process activity,clerk,1c,product,95p,1404
95CP,2017-12-25 04:27:02,2017-12-25 04:27:02,Assgin robot,process activity,robot,6r,shelf,11s,1430
754CP,2017-12-25 04:23:02,2017-12-25 04:34:02,Request product,process activity,clerk,1c,product,754p,1424
754CP,2017-12-25 04:35:02,2017-12-25 04:35:02,Assgin robot,process activity,robot,5r,shelf,3s,1441
786CP,2017-12-25 04:38:02,2017-12-25 04:38:02,Product Delivered,process activity,clerk,1c,product,786p,1448
249CP,2017-12-25 04:39:02,2017-12-25 04:39:02,check if the product was shaked,process activity,clerk,1c,product,249p,1451
261CP,2017-12-25 04:35:02,2017-12-25 04:44:02,Request product,process activity,clerk,1c,product,261p,1442
261CP,2017-12-25 04:45:02,2017-12-25 04:48:02,Assgin robot,process activity,robot,17r,shelf,34s,1461
543CP,2017-12-25 04:22:02,2017-12-25 04:48:02,Request product,process activity,clerk,1c,product,543p,1422
543CP,2017-12-25 04:49:02,2017-12-25 04:49:02,Assgin robot,process activity,robot,1r,shelf,8s,1467
688CP,2017-12-25 04:27:02,2017-12-25 04:50:02,Request product,process activity,clerk,1c,product,688p,1429
688CP,2017-12-25 04:51:02,2017-12-25 04:51:02,Assgin robot,process activity,robot,21r,shelf,31s,1471
249CP,2017-12-25 04:54:02,2017-12-25 04:54:02,Product Delivered,process activity,clerk,1c,product,249p,1476
639CP,2017-12-25 04:58:02,2017-12-25 04:58:02,check if the product was shaked,process activity,clerk,1c,product,639p,1482
639CP,2017-12-25 05:14:02,2017-12-25 05:14:02,Product Delivered,process activity,clerk,1c,product,639p,1504
794CP,2017-12-25 05:18:02,2017-12-25 05:18:02,check if the product was shaked,process activity,clerk,1c,product,794p,1509
155CP,2017-12-25 04:55:02,2017-12-25 05:19:02,Request product,process activity,clerk,1c,product,155p,1477
