Chip,Timestamp,Item Id,Entry Id
collector,2017-12-25 03:12:45,3102p,1350
collector,2017-12-25 03:25:45,2385p,1366
packageDone,2017-12-25 03:37:45,3102p,1371
collector,2017-12-25 03:50:45,2741p,1398
collector,2017-12-25 04:02:45,1896p,1424
collector,2017-12-25 04:05:45,1319p,1418
collector,2017-12-25 04:08:45,2791p,1413
packageDone,2017-12-25 04:12:45,2385p,1428
collector,2017-12-25 04:13:45,102p,1441
collector,2017-12-25 04:25:45,1622p,1440
collector,2017-12-25 05:17:45,2171p,1517
packageDone,2017-12-25 05:22:45,1319p,1491
collector,2017-12-25 06:35:45,3928p,1608
collector,2017-12-25 07:02:45,3203p,1599
collector,2017-12-25 07:29:45,3279p,1558
collector,2017-12-25 07:32:45,735p,1559
collector,2017-12-25 09:02:45,3161p,1528
collector,2017-12-25 09:52:45,3165p,1877
collector,2017-12-25 10:38:45,342p,1828
extraCheck,2017-12-25 10:50:45,1896p,1733
collector,2017-12-25 10:50:45,2575p,1739
collector,2017-12-25 11:05:45,291p,1695
collector,2017-12-25 11:13:45,2301p,1662
collector,2017-12-25 11:25:45,3443p,1649
collector,2017-12-25 11:31:45,1126p,1630
collector,2017-12-25 11:38:45,1409p,2160
collector,2017-12-25 11:44:45,1776p,2156
collector,2017-12-25 11:58:45,2290p,2147
collector,2017-12-25 12:03:45,532p,2133
collector,2017-12-25 12:10:45,209p,2132
collector,2017-12-25 12:15:45,2372p,2126
collector,2017-12-25 12:19:45,3547p,2119
collector,2017-12-25 12:26:45,7p,2118
collector,2017-12-25 12:30:45,2422p,2117
collector,2017-12-25 12:37:45,2195p,2109
collector,2017-12-25 12:41:45,374p,2111
collector,2017-12-25 12:44:45,3044p,2100
collector,2017-12-25 12:48:45,2027p,2094
collector,2017-12-25 12:54:45,1910p,2093
collector,2017-12-25 12:57:45,2501p,2092
collector,2017-12-25 13:06:45,1327p,2087
collector,2017-12-25 13:07:45,1339p,2086
collector,2017-12-25 13:09:45,2123p,2081
collector,2017-12-25 13:13:45,2581p,2085
collector,2017-12-25 13:21:45,1324p,2056
collector,2017-12-25 13:23:45,276p,2048
collector,2017-12-25 13:27:45,486p,2034
collector,2017-12-25 13:31:45,3262p,2024
collector,2017-12-25 13:34:45,1941p,2011
collector,2017-12-25 13:37:45,682p,1982
collector,2017-12-25 13:44:45,1136p,1978
collector,2017-12-25 13:46:45,1358p,1977
collector,2017-12-25 13:47:45,1983p,1979
collector,2017-12-25 13:49:45,2262p,1953
collector,2017-12-25 13:52:45,1742p,1952
collector,2017-12-25 13:54:45,425p,1951
collector,2017-12-25 13:57:45,3712p,1920
collector,2017-12-25 13:59:45,3603p,1919
collector,2017-12-25 14:03:45,867p,2375
collector,2017-12-25 14:04:45,2502p,2376
collector,2017-12-25 14:06:45,3204p,2374
collector,2017-12-25 14:06:45,2638p,2373
collector,2017-12-25 14:10:45,1183p,2362
collector,2017-12-25 14:12:45,2371p,2350
collector,2017-12-25 14:14:45,3141p,2345
collector,2017-12-25 14:17:45,2333p,2344
collector,2017-12-25 14:20:45,2666p,2341
collector,2017-12-25 14:22:45,1946p,2337
collector,2017-12-25 14:26:45,3552p,2329
collector,2017-12-25 14:27:45,1070p,2328
collector,2017-12-25 14:33:45,1771p,2322
collector,2017-12-25 14:35:45,3170p,2318
collector,2017-12-25 14:39:45,3615p,2320
collector,2017-12-25 14:41:45,433p,2319
