Shelf Id,Event Id,Timestamp, 
172s,1347,2017-12-25 03:08:45,
4s,1352,2017-12-25 03:10:45,
178s,1360,2017-12-25 03:16:45,
73s,1394,2017-12-25 03:38:45,
63s,1408,2017-12-25 03:46:45,
148s,1417,2017-12-25 03:50:45,
160s,1427,2017-12-25 03:54:45,
119s,1442,2017-12-25 04:02:45,
169s,1457,2017-12-25 04:09:45,
179s,1463,2017-12-25 04:12:45,
118s,1473,2017-12-25 04:20:45,
164s,1494,2017-12-25 04:36:45,
37s,1509,2017-12-25 04:45:45,
123s,1510,2017-12-25 04:46:45,
191s,1532,2017-12-25 04:58:45,
101s,1567,2017-12-25 05:22:45,
7s,1580,2017-12-25 05:29:45,
128s,1595,2017-12-25 05:36:45,
153s,1615,2017-12-25 05:48:45,
3s,1625,2017-12-25 05:54:45,
76s,1627,2017-12-25 05:55:45,
53s,1628,2017-12-25 05:55:45,
66s,1677,2017-12-25 06:29:45,
43s,1683,2017-12-25 06:33:45,
42s,1686,2017-12-25 06:34:45,
54s,1692,2017-12-25 06:38:45,
93s,1693,2017-12-25 06:38:45,
126s,1699,2017-12-25 06:41:45,
187s,1718,2017-12-25 06:53:45,
158s,1721,2017-12-25 06:54:45,
184s,1722,2017-12-25 06:54:45,
1s,1758,2017-12-25 07:17:45,
11s,1763,2017-12-25 07:20:45,
74s,1802,2017-12-25 07:45:45,
87s,1819,2017-12-25 07:57:45,
62s,1823,2017-12-25 07:58:45,
69s,1830,2017-12-25 08:02:45,
24s,1834,2017-12-25 08:04:45,
48s,1848,2017-12-25 08:13:45,
159s,1856,2017-12-25 08:19:45,
122s,1866,2017-12-25 08:27:45,
166s,1882,2017-12-25 08:40:45,
91s,1888,2017-12-25 08:43:45,
120s,1908,2017-12-25 08:56:45,
194s,1917,2017-12-25 09:01:45,
71s,1918,2017-12-25 09:02:45,
25s,1926,2017-12-25 09:07:45,
27s,1930,2017-12-25 09:10:45,
13s,1936,2017-12-25 09:14:45,
127s,1943,2017-12-25 09:18:45,
125s,1954,2017-12-25 09:26:45,
193s,1960,2017-12-25 09:29:45,
96s,1974,2017-12-25 09:37:45,
186s,1986,2017-12-25 09:43:45,
52s,1992,2017-12-25 09:46:45,
114s,1993,2017-12-25 09:46:45,
73s,2006,2017-12-25 09:55:45,
124s,2018,2017-12-25 10:03:45,
100s,2022,2017-12-25 10:05:45,
129s,2023,2017-12-25 10:05:45,
28s,2045,2017-12-25 10:20:45,
135s,2052,2017-12-25 10:25:45,
14s,2055,2017-12-25 10:26:45,
104s,2059,2017-12-25 10:28:45,
5s,2067,2017-12-25 10:32:45,
10s,2082,2017-12-25 10:44:45,
136s,2122,2017-12-25 11:06:45,
44s,2153,2017-12-25 11:25:45,
190s,2161,2017-12-25 11:30:45,
150s,2166,2017-12-25 11:33:45,
181s,2167,2017-12-25 11:33:45,
131s,2172,2017-12-25 11:36:45,
171s,2231,2017-12-25 12:19:45,
196s,2238,2017-12-25 12:25:45,
26s,2241,2017-12-25 12:27:45,
0s,2254,2017-12-25 12:35:45,
92s,2297,2017-12-25 13:05:45,
132s,2298,2017-12-25 13:05:45,
2s,2321,2017-12-25 13:21:45,
149s,2327,2017-12-25 13:25:45,
140s,2397,2017-12-25 14:11:45,
31s,2455,2017-12-25 14:51:45,
80s,2465,2017-12-25 15:00:45,
65s,2486,2017-12-25 15:12:45,
185s,2565,2017-12-25 16:11:45,
84s,2566,2017-12-25 16:11:45,
113s,2588,2017-12-25 16:28:45,
127s,2705,2017-12-25 17:45:45,
125s,2706,2017-12-25 17:45:45,
11s,2707,2017-12-25 17:45:45,
73s,2714,2017-12-25 17:51:45,
91s,2720,2017-12-25 17:54:45,
129s,2721,2017-12-25 17:54:45,
24s,2722,2017-12-25 17:54:45,
159s,2723,2017-12-25 17:54:45,
111s,2732,2017-12-25 18:01:45,
47s,2761,2017-12-25 18:24:45,
122s,2764,2017-12-25 18:26:45,
42s,2765,2017-12-25 18:26:45,
130s,2769,2017-12-25 18:29:45,
153s,2770,2017-12-25 18:29:45,
13s,2771,2017-12-25 18:29:45,
71s,2773,2017-12-25 18:29:45,
66s,2775,2017-12-25 18:30:45,
119s,2779,2017-12-25 18:33:45,
62s,2781,2017-12-25 18:33:45,
118s,2791,2017-12-25 18:39:45,
187s,2794,2017-12-25 18:41:45,
9s,2811,2017-12-25 18:57:45,
123s,2813,2017-12-25 18:59:45,
31s,2815,2017-12-25 19:01:45,
5s,2816,2017-12-25 19:01:45,
52s,2820,2017-12-25 19:04:45,
53s,2821,2017-12-25 19:05:45,
136s,2823,2017-12-25 19:05:45,
179s,2831,2017-12-25 19:08:45,
114s,2832,2017-12-25 19:08:45,
149s,2842,2017-12-25 19:15:45,
44s,2844,2017-12-25 19:15:45,
68s,2892,2017-12-25 19:42:45,
181s,2949,2017-12-25 20:19:45,
7s,2987,2017-12-25 20:44:45,
69s,2996,2017-12-25 20:50:45,
72s,3004,2017-12-25 20:54:45,
15s,3006,2017-12-25 20:55:45,
1s,3020,2017-12-25 21:04:45,
65s,3049,2017-12-25 21:23:45,
138s,3051,2017-12-25 21:24:45,
70s,3067,2017-12-25 21:34:45,
120s,3097,2017-12-25 21:58:45,
35s,3099,2017-12-25 21:58:45,
180s,3113,2017-12-25 22:08:45,
57s,3120,2017-12-25 22:12:45,
161s,3148,2017-12-25 22:32:45,
155s,3189,2017-12-25 22:58:45,
145s,3194,2017-12-25 23:00:45,
172s,3219,2017-12-25 23:19:45,
189s,3231,2017-12-25 23:29:45,
162s,3306,2017-12-26 00:33:45,
1s,3325,2017-12-26 00:50:45,
161s,3328,2017-12-26 00:52:45,
150s,3332,2017-12-26 00:54:45,
72s,3334,2017-12-26 00:54:45,
136s,3405,2017-12-26 01:41:45,
20s,3417,2017-12-26 01:52:45,
129s,3420,2017-12-26 01:54:45,
123s,3437,2017-12-26 02:07:45,
73s,3439,2017-12-26 02:09:45,
156s,3442,2017-12-26 02:11:45,
157s,3443,2017-12-26 02:11:45,
114s,3446,2017-12-26 02:12:45,
187s,3447,2017-12-26 02:12:45,
9s,3453,2017-12-26 02:17:45,
125s,3458,2017-12-26 02:19:45,
62s,3459,2017-12-26 02:19:45,
31s,3473,2017-12-26 02:28:45,
194s,3476,2017-12-26 02:29:45,
119s,3477,2017-12-26 02:29:45,
180s,3543,2017-12-26 03:14:45,
19s,3547,2017-12-26 03:16:45,
133s,3548,2017-12-26 03:16:45,
26s,3589,2017-12-26 03:44:45,
36s,3607,2017-12-26 03:55:45,
110s,3617,2017-12-26 04:01:45,
98s,3638,2017-12-26 04:16:45,
199s,3641,2017-12-26 04:19:45,
16s,3694,2017-12-26 04:58:45,
196s,3697,2017-12-26 05:00:45,
107s,3751,2017-12-26 05:58:45,
139s,3767,2017-12-26 06:10:45,
140s,3792,2017-12-26 06:29:45,
81s,3826,2017-12-26 06:56:45,
10s,3841,2017-12-26 07:08:45,
105s,3852,2017-12-26 07:16:45,
79s,3860,2017-12-26 07:21:45,
29s,3871,2017-12-26 07:31:45,
80s,3928,2017-12-26 08:25:45,
57s,3931,2017-12-26 08:27:45,
68s,3958,2017-12-26 08:58:45,
22s,3970,2017-12-26 09:11:45,
3s,3986,2017-12-26 09:28:45,
