New Case Id,Case Id,New Event Id,Start Timestamp,End Timesstamp,Event Name,Event Type,Subjec Group,Subject Id,Object Group,Object Id,Event Id,shake,
836118,78CP,11,2017-12-25 03:09:55,2017-12-25 03:16:55,Request product,process activity,clerk,1c,product,78p,1331,
836118,78CP,12,2017-12-25 03:16:55,2017-12-25 03:16:55,Assgin robot,process activity,robot,5r,shelf,2s,1340,
836118,78RP,1559,2017-12-25 03:18:55,2017-12-25 03:21:55,putdown current shelf,process activity,robot,5r,shelf,-1s,1343,
836118,78RP,1569,2017-12-25 03:21:55,2017-12-25 03:42:55,go to approriate shelf,process activity,robot,5r,shelf,2s,1348,
836118,977,978,2017-12-25 03:43:55,2017-12-25 03:43:55,shelfMoved, , ,5r, , ,1379,
836118,78RP,1580,2017-12-25 03:44:55,2017-12-25 04:02:55,move shelf to dock,process activity,robot,5r,shelf,2s,1380,shake,
836118,995,996,2017-12-25 04:03:55,2017-12-25 04:03:55,shelfDelivered, , ,5r, , ,1406,
836118,409,410,2017-12-25 04:15:55,2017-12-25 04:15:55,collector, , , , ,78p,1408,
836118,1003,1004,2017-12-25 04:16:55,2017-12-25 04:16:55,disposeShelf, , ,5r, , ,1424,
836118,78RP,1593,2017-12-25 04:21:55,2017-12-25 04:39:55,move shelf from dock,process activity,robot,5r,shelf,2s,1431,
836118,78CP,49,2017-12-25 05:16:55,2017-12-25 05:16:55,check if the product was shaked,process activity,clerk,1c,product,78p,1513,
836118,429,430,2017-12-25 05:40:55,2017-12-25 05:40:55,extraCheck, , , , ,78p,1526,
836118,78CP,58,2017-12-25 05:58:55,2017-12-25 05:59:55,Product Delivered,process activity,clerk,1c,product,78p,1575,
836118,441,442,2017-12-25 05:58:55,2017-12-25 05:58:55,packageDone, , , , ,78p,1553,
361255,356CP,214,2017-12-25 17:24:55,2017-12-25 17:30:55,Request product,process activity,clerk,1c,product,356p,2199,
361255,356CP,215,2017-12-25 17:31:55,2017-12-25 17:31:55,Assgin robot,process activity,robot,17r,shelf,1s,2207,
361255,356RP,1865,2017-12-25 22:02:55,2017-12-25 22:03:55,putdown current shelf,process activity,robot,17r,shelf,6s,2359,
361255,356RP,1871,2017-12-25 22:04:55,2017-12-25 22:19:55,go to approriate shelf,process activity,robot,17r,shelf,1s,2363,
361255,1381,1382,2017-12-25 22:20:55,2017-12-25 22:20:55,shelfMoved, , ,17r, , ,2378,
361255,356RP,1880,2017-12-25 22:21:55,2017-12-25 22:48:55,move shelf to dock,process activity,robot,17r,shelf,1s,2379,shake,
361255,356RP,1879,2017-12-25 22:35:55,2017-12-25 22:47:55,reduce speed,process activity,robot,17r,shelf,1s,2394,
361255,1393,1394,2017-12-25 22:49:55,2017-12-25 22:49:55,shelfDelivered, , ,17r, , ,2404,
361255,1397,1398,2017-12-25 22:56:55,2017-12-25 22:56:55,disposeShelf, , ,17r, , ,2416,
361255,749,750,2017-12-25 22:56:55,2017-12-25 22:56:55,collector, , , , ,356p,2413,
361255,356RP,1887,2017-12-25 22:57:55,2017-12-25 23:11:55,move shelf from dock,process activity,robot,17r,shelf,1s,2417,
361255,356CP,315,2017-12-26 03:15:55,2017-12-26 03:15:55,check if the product was shaked,process activity,clerk,1c,product,356p,2579,
361255,825,826,2017-12-26 03:22:55,2017-12-26 03:22:55,extraCheck, , , , ,356p,2580,
361255,356CP,318,2017-12-26 03:37:55,2017-12-26 03:37:55,Product Delivered,process activity,clerk,1c,product,356p,2595,
361255,829,830,2017-12-26 03:37:55,2017-12-26 03:37:55,packageDone, , , , ,356p,2583,
413707,608CP,100,2017-12-25 08:38:55,2017-12-25 08:51:55,Request product,process activity,clerk,1c,product,608p,1737,
413707,608CP,101,2017-12-25 08:51:55,2017-12-25 08:51:55,Assgin robot,process activity,robot,10r,shelf,25s,1742,
413707,608RP,1691,2017-12-25 08:52:55,2017-12-25 08:59:55,putdown current shelf,process activity,robot,10r,shelf,38s,1744,shake,
413707,608RP,1694,2017-12-25 09:00:55,2017-12-25 09:15:55,go to approriate shelf,process activity,robot,10r,shelf,25s,1754,
413707,1151,1152,2017-12-25 09:16:55,2017-12-25 09:16:55,shelfMoved, , ,10r, , ,1761,
413707,608RP,1695,2017-12-25 09:17:55,2017-12-25 09:25:55,move shelf to dock,process activity,robot,10r,shelf,25s,1762,
413707,1153,1154,2017-12-25 09:25:55,2017-12-25 09:25:55,shelfDelivered, , ,10r, , ,1764,
413707,517,518,2017-12-25 09:30:55,2017-12-25 09:30:55,collector, , , , ,608p,1765,
