Case Id,Start Timestamp,End Timesstamp,Event Name,Event Type,Subjec Group,Subject Id,Object Group,Object Id,Event Id
283CP,2017-12-25 02:20:27,2017-12-25 02:34:27,Request product,process activity,clerk,1c,product,283p,1312
283CP,2017-12-25 02:35:27,2017-12-25 02:35:27,Assgin robot,process activity,robot,237r,shelf,103s,1317
1717CP,2017-12-25 02:19:27,2017-12-25 02:39:27,Request product,process activity,clerk,1c,product,1717p,1311
1717CP,2017-12-25 02:40:27,2017-12-25 02:40:27,Assgin robot,process activity,robot,98r,shelf,152s,1320
3247CP,2017-12-25 02:24:27,2017-12-25 02:41:27,Request product,process activity,clerk,1c,product,3247p,1313
3247CP,2017-12-25 02:41:27,2017-12-25 02:42:27,Assgin robot,process activity,robot,194r,shelf,21s,1323
429CP,2017-12-25 02:31:27,2017-12-25 02:43:27,Request product,process activity,clerk,1c,product,429p,1315
429CP,2017-12-25 02:44:27,2017-12-25 02:44:27,Assgin robot,process activity,robot,74r,shelf,128s,1326
1040CP,2017-12-25 02:42:27,2017-12-25 02:44:27,Request product,process activity,clerk,1c,product,1040p,1325
1040CP,2017-12-25 02:44:27,2017-12-25 02:44:27,Assgin robot,process activity,robot,186r,shelf,73s,1327
3201CP,2017-12-25 02:26:27,2017-12-25 02:46:27,Request product,process activity,clerk,1c,product,3201p,1314
3201CP,2017-12-25 02:47:27,2017-12-25 02:47:27,Assgin robot,process activity,robot,238r,shelf,160s,1332
62CP,2017-12-25 02:34:27,2017-12-25 02:53:27,Request product,process activity,clerk,1c,product,62p,1316
62CP,2017-12-25 02:53:27,2017-12-25 02:54:27,Assgin robot,process activity,robot,88r,shelf,63s,1339
2939CP,2017-12-25 02:37:27,2017-12-25 02:56:27,Request product,process activity,clerk,1c,product,2939p,1319
2939CP,2017-12-25 02:57:27,2017-12-25 02:57:27,Assgin robot,process activity,robot,50r,shelf,14s,1343
1335CP,2017-12-25 02:53:27,2017-12-25 03:04:27,Request product,process activity,clerk,1c,product,1335p,1338
3740CP,2017-12-25 02:45:27,2017-12-25 03:05:27,Request product,process activity,clerk,1c,product,3740p,1329
3740CP,2017-12-25 03:06:27,2017-12-25 03:06:27,Assgin robot,process activity,robot,139r,shelf,149s,1357
