Chip,Timestamp,Item Id,Entry Id
shelfMoved,2017-12-25 02:45:17,12r,1319
shelfMoved,2017-12-25 02:53:17,17r,1325
shelfDelivered,2017-12-25 03:01:17,17r,1331
disposeShelf,2017-12-25 03:05:17,17r,1334
shelfMoved,2017-12-25 03:11:17,0r,1342
shelfDelivered,2017-12-25 03:19:17,12r,1353
shelfMoved,2017-12-25 03:21:17,6r,1357
disposeShelf,2017-12-25 03:24:17,12r,1364
shelfDelivered,2017-12-25 03:31:17,0r,1375
shelfMoved,2017-12-25 03:32:17,23r,1376
shelfDelivered,2017-12-25 03:34:17,6r,1377
disposeShelf,2017-12-25 03:37:17,0r,1383
shelfMoved,2017-12-25 03:41:17,14r,1390
shelfMoved,2017-12-25 03:45:17,9r,1395
disposeShelf,2017-12-25 03:47:17,6r,1397
shelfDelivered,2017-12-25 03:50:17,23r,1401
shelfMoved,2017-12-25 03:53:17,11r,1405
disposeShelf,2017-12-25 03:55:17,23r,1408
shelfMoved,2017-12-25 03:58:17,2r,1411
shelfDelivered,2017-12-25 04:02:17,14r,1420
shelfDelivered,2017-12-25 04:04:17,9r,1424
disposeShelf,2017-12-25 04:09:17,14r,1431
disposeShelf,2017-12-25 04:13:17,9r,1440
shelfDelivered,2017-12-25 04:16:17,11r,1446
shelfMoved,2017-12-25 04:18:17,1r,1449
disposeShelf,2017-12-25 04:22:17,11r,1456
shelfMoved,2017-12-25 04:25:17,13r,1460
shelfMoved,2017-12-25 04:28:17,24r,1465
shelfMoved,2017-12-25 04:29:17,5r,1466
shelfDelivered,2017-12-25 04:31:17,2r,1468
shelfDelivered,2017-12-25 04:35:17,5r,1473
shelfDelivered,2017-12-25 04:36:17,1r,1476
shelfDelivered,2017-12-25 04:39:17,13r,1479
shelfMoved,2017-12-25 04:45:17,21r,1491
disposeShelf,2017-12-25 04:48:17,5r,1495
shelfMoved,2017-12-25 04:50:17,22r,1497
disposeShelf,2017-12-25 04:52:17,1r,1501
disposeShelf,2017-12-25 04:58:17,2r,1514
shelfMoved,2017-12-25 04:59:17,0r,1516
disposeShelf,2017-12-25 05:03:17,13r,1521
shelfDelivered,2017-12-25 05:05:17,21r,1524
shelfMoved,2017-12-25 05:08:17,10r,1528
shelfDelivered,2017-12-25 05:13:17,0r,1536
shelfDelivered,2017-12-25 05:15:17,24r,1537
disposeShelf,2017-12-25 05:16:17,21r,1538
shelfMoved,2017-12-25 05:18:17,3r,1540
shelfMoved,2017-12-25 05:19:17,7r,1542
disposeShelf,2017-12-25 05:24:17,0r,1550
shelfDelivered,2017-12-25 05:25:17,22r,1552
shelfMoved,2017-12-25 05:29:17,19r,1559
shelfDelivered,2017-12-25 05:31:17,10r,1561
disposeShelf,2017-12-25 05:33:17,24r,1564
shelfMoved,2017-12-25 05:38:17,14r,1573
disposeShelf,2017-12-25 05:40:17,10r,1575
disposeShelf,2017-12-25 05:42:17,22r,1578
shelfDelivered,2017-12-25 05:49:17,3r,1585
shelfDelivered,2017-12-25 05:52:17,19r,1589
shelfDelivered,2017-12-25 05:55:17,7r,1595
disposeShelf,2017-12-25 05:56:17,3r,1596
disposeShelf,2017-12-25 06:02:17,7r,1605
disposeShelf,2017-12-25 06:04:17,19r,1608
shelfDelivered,2017-12-25 06:05:17,14r,1610
disposeShelf,2017-12-25 06:09:17,14r,1615
shelfMoved,2017-12-25 06:14:17,4r,1619
shelfMoved,2017-12-25 06:16:17,15r,1621
shelfMoved,2017-12-25 06:31:17,17r,1635
shelfDelivered,2017-12-25 06:37:17,4r,1646
shelfMoved,2017-12-25 06:40:17,16r,1649
shelfDelivered,2017-12-25 06:41:17,15r,1651
shelfMoved,2017-12-25 06:43:17,12r,1654
disposeShelf,2017-12-25 06:45:17,4r,1656
disposeShelf,2017-12-25 06:51:17,15r,1665
shelfMoved,2017-12-25 06:52:17,20r,1667
shelfDelivered,2017-12-25 06:59:17,17r,1677
disposeShelf,2017-12-25 07:03:17,17r,1682
shelfDelivered,2017-12-25 07:05:17,20r,1683
shelfDelivered,2017-12-25 07:07:17,10r,1687
shelfDelivered,2017-12-25 07:09:17,12r,1689
disposeShelf,2017-12-25 07:10:17,20r,1690
shelfDelivered,2017-12-25 07:13:17,16r,1693
disposeShelf,2017-12-25 07:17:17,10r,1699
disposeShelf,2017-12-25 07:20:17,12r,1706
disposeShelf,2017-12-25 07:23:17,16r,1708
shelfMoved,2017-12-25 07:31:17,9r,1716
shelfDelivered,2017-12-25 07:36:17,9r,1718
disposeShelf,2017-12-25 07:38:17,9r,1721
shelfMoved,2017-12-25 07:49:17,11r,1731
shelfMoved,2017-12-25 07:59:17,5r,1736
shelfDelivered,2017-12-25 08:08:17,5r,1739
disposeShelf,2017-12-25 08:13:17,5r,1745
shelfDelivered,2017-12-25 08:15:17,11r,1747
disposeShelf,2017-12-25 08:19:17,11r,1751
shelfMoved,2017-12-25 08:56:17,13r,1772
shelfMoved,2017-12-25 08:58:17,21r,1774
shelfDelivered,2017-12-25 09:13:17,13r,1789
shelfMoved,2017-12-25 09:25:17,24r,1794
shelfMoved,2017-12-25 09:27:17,18r,1796
shelfDelivered,2017-12-25 09:30:17,21r,1802
disposeShelf,2017-12-25 09:32:17,13r,1805
disposeShelf,2017-12-25 09:34:17,21r,1807
shelfMoved,2017-12-25 09:36:17,23r,1810
shelfDelivered,2017-12-25 09:47:17,24r,1820
disposeShelf,2017-12-25 09:50:17,24r,1824
shelfDelivered,2017-12-25 09:52:17,18r,1828
disposeShelf,2017-12-25 09:57:17,18r,1836
shelfDelivered,2017-12-25 10:04:17,22r,1843
shelfMoved,2017-12-25 10:08:17,3r,1846
shelfDelivered,2017-12-25 10:10:17,23r,1848
disposeShelf,2017-12-25 10:13:17,22r,1853
shelfMoved,2017-12-25 10:15:17,2r,1857
disposeShelf,2017-12-25 10:17:17,23r,1859
shelfDelivered,2017-12-25 10:21:17,3r,1862
disposeShelf,2017-12-25 10:25:17,3r,1864
shelfDelivered,2017-12-25 10:37:17,2r,1873
disposeShelf,2017-12-25 10:41:17,2r,1877
shelfMoved,2017-12-25 10:52:17,0r,1881
shelfMoved,2017-12-25 10:58:17,8r,1885
shelfDelivered,2017-12-25 11:03:17,0r,1892
disposeShelf,2017-12-25 11:09:17,0r,1898
shelfDelivered,2017-12-25 11:23:17,8r,1906
disposeShelf,2017-12-25 11:28:17,8r,1910
shelfMoved,2017-12-25 12:03:17,15r,1932
shelfMoved,2017-12-25 12:08:17,20r,1936
shelfDelivered,2017-12-25 12:12:17,15r,1944
disposeShelf,2017-12-25 12:16:17,15r,1947
shelfMoved,2017-12-25 12:26:17,10r,1952
shelfDelivered,2017-12-25 12:36:17,20r,1962
disposeShelf,2017-12-25 12:38:17,20r,1966
shelfDelivered,2017-12-25 12:46:17,10r,1969
shelfMoved,2017-12-25 12:48:17,12r,1971
