Case Id,Start Timestamp,End Timesstamp,Event Name,Event Type,Subjec Group,Subject Id,Object Group,Object Id,Event Id
50CP,2017-12-25 02:32:17,2017-12-25 02:35:17,Request product,process activity,clerk,1c,product,50p,1312
50CP,2017-12-25 02:35:17,2017-12-25 02:35:17,Assgin robot,process activity,robot,12r,shelf,24s,1313
319CP,2017-12-25 02:30:17,2017-12-25 02:43:17,Request product,process activity,clerk,1c,product,319p,1311
319CP,2017-12-25 02:43:17,2017-12-25 02:43:17,Assgin robot,process activity,robot,17r,shelf,3s,1317
475CP,2017-12-25 02:36:17,2017-12-25 02:51:17,Request product,process activity,clerk,1c,product,475p,1314
475CP,2017-12-25 02:51:17,2017-12-25 02:51:17,Assgin robot,process activity,robot,0r,shelf,35s,1324
319CP,2017-12-25 03:07:17,2017-12-25 03:07:17,check if the product was shaked,process activity,clerk,1c,product,319p,1337
562CP,2017-12-25 03:06:17,2017-12-25 03:07:17,Request product,process activity,clerk,1c,product,562p,1335
562CP,2017-12-25 03:08:17,2017-12-25 03:08:17,Assgin robot,process activity,robot,6r,shelf,8s,1339
485CP,2017-12-25 02:49:17,2017-12-25 03:11:17,Request product,process activity,clerk,1c,product,485p,1323
485CP,2017-12-25 03:12:17,2017-12-25 03:12:17,Assgin robot,process activity,robot,13r,shelf,35s,1344
567CP,2017-12-25 02:54:17,2017-12-25 03:14:17,Request product,process activity,clerk,1c,product,567p,1328
567CP,2017-12-25 03:14:17,2017-12-25 03:14:17,Assgin robot,process activity,robot,14r,shelf,28s,1347
319CP,2017-12-25 03:15:17,2017-12-25 03:16:17,Product Delivered,process activity,clerk,1c,product,319p,1349
272CP,2017-12-25 03:13:17,2017-12-25 03:16:17,Request product,process activity,clerk,1c,product,272p,1346
272CP,2017-12-25 03:17:17,2017-12-25 03:17:17,Assgin robot,process activity,robot,23r,shelf,13s,1351
358CP,2017-12-25 02:56:17,2017-12-25 03:22:17,Request product,process activity,clerk,1c,product,358p,1329
358CP,2017-12-25 03:22:17,2017-12-25 03:22:17,Assgin robot,process activity,robot,9r,shelf,29s,1361
50CP,2017-12-25 03:27:17,2017-12-25 03:27:17,check if the product was shaked,process activity,clerk,1c,product,50p,1370
582CP,2017-12-25 03:09:17,2017-12-25 03:27:17,Request product,process activity,clerk,1c,product,582p,1341
582CP,2017-12-25 03:28:17,2017-12-25 03:28:17,Assgin robot,process activity,robot,11r,shelf,1s,1372
378CP,2017-12-25 03:26:17,2017-12-25 03:35:17,Request product,process activity,clerk,1c,product,378p,1369
378CP,2017-12-25 03:35:17,2017-12-25 03:35:17,Assgin robot,process activity,robot,2r,shelf,24s,1380
323CP,2017-12-25 03:16:17,2017-12-25 03:41:17,Request product,process activity,clerk,1c,product,323p,1350
323CP,2017-12-25 03:42:17,2017-12-25 03:42:17,Assgin robot,process activity,robot,17r,shelf,24s,1391
681CP,2017-12-25 03:22:17,2017-12-25 03:50:17,Request product,process activity,clerk,1c,product,681p,1360
681CP,2017-12-25 03:50:17,2017-12-25 03:50:17,Assgin robot,process activity,robot,5r,shelf,36s,1402
219CP,2017-12-25 03:43:17,2017-12-25 03:56:17,Request product,process activity,clerk,1c,product,219p,1394
219CP,2017-12-25 03:56:17,2017-12-25 03:56:17,Assgin robot,process activity,robot,1r,shelf,18s,1410
50CP,2017-12-25 04:01:17,2017-12-25 04:01:17,Product Delivered,process activity,clerk,1c,product,50p,1419
475CP,2017-12-25 04:05:17,2017-12-25 04:05:17,check if the product was shaked,process activity,clerk,1c,product,475p,1426
487CP,2017-12-25 04:11:17,2017-12-25 04:14:17,Request product,process activity,clerk,1c,product,487p,1437
487CP,2017-12-25 04:15:17,2017-12-25 04:15:17,Assgin robot,process activity,robot,24r,shelf,25s,1444
475CP,2017-12-25 04:19:17,2017-12-25 04:19:17,Product Delivered,process activity,clerk,1c,product,475p,1451
404CP,2017-12-25 03:59:17,2017-12-25 04:19:17,Request product,process activity,clerk,1c,product,404p,1413
404CP,2017-12-25 04:19:17,2017-12-25 04:19:17,Assgin robot,process activity,robot,21r,shelf,2s,1452
567CP,2017-12-25 04:20:17,2017-12-25 04:20:17,check if the product was shaked,process activity,clerk,1c,product,567p,1453
668CP,2017-12-25 04:00:17,2017-12-25 04:26:17,Request product,process activity,clerk,1c,product,668p,1417
668CP,2017-12-25 04:26:17,2017-12-25 04:26:17,Assgin robot,process activity,robot,22r,shelf,23s,1462
706CP,2017-12-25 04:06:17,2017-12-25 04:33:17,Request product,process activity,clerk,1c,product,706p,1427
