Case Id,Start Timestamp,End Timesstamp,Event Name,Event Type,Subjec Group,Subject Id,Object Group,Object Id,Event Id
1166RP,2017-12-25 02:41:46,2017-12-25 02:44:46,putdown current shelf,process activity,robot,63r,shelf,-1s,1316
1166RP,2017-12-25 02:44:46,2017-12-25 02:48:46,go to approriate shelf,process activity,robot,63r,shelf,125s,1317
1401RP,2017-12-25 02:47:46,2017-12-25 02:50:46,putdown current shelf,process activity,robot,172r,shelf,-1s,1321
1401RP,2017-12-25 02:51:46,2017-12-25 03:00:46,go to approriate shelf,process activity,robot,172r,shelf,32s,1323
1710RP,2017-12-25 02:59:46,2017-12-25 03:05:46,putdown current shelf,process activity,robot,72r,shelf,-1s,1330
1401RP,2017-12-25 03:02:46,2017-12-25 03:07:46,move shelf to dock,process activity,robot,172r,shelf,32s,1332
1710RP,2017-12-25 03:05:46,2017-12-25 03:08:46,go to approriate shelf,process activity,robot,72r,shelf,143s,1335
312RP,2017-12-25 03:06:46,2017-12-25 03:12:46,putdown current shelf,process activity,robot,218r,shelf,-1s,1337
1710RP,2017-12-25 03:10:46,2017-12-25 03:13:46,move shelf to dock,process activity,robot,72r,shelf,143s,1342
312RP,2017-12-25 03:13:46,2017-12-25 03:15:46,go to approriate shelf,process activity,robot,218r,shelf,187s,1348
2678RP,2017-12-25 03:12:46,2017-12-25 03:19:46,putdown current shelf,process activity,robot,153r,shelf,-1s,1347
1166RP,2017-12-25 03:04:46,2017-12-25 03:24:46,reduce speed,process activity,robot,63r,shelf,125s,1334
1166RP,2017-12-25 02:52:46,2017-12-25 03:24:46,move shelf to dock,process activity,robot,63r,shelf,125s,1325
312RP,2017-12-25 03:17:46,2017-12-25 03:30:46,move shelf to dock,process activity,robot,218r,shelf,187s,1352
2678RP,2017-12-25 03:24:46,2017-12-25 03:31:46,go to approriate shelf,process activity,robot,153r,shelf,122s,1361
3755RP,2017-12-25 03:29:46,2017-12-25 03:37:46,putdown current shelf,process activity,robot,129r,shelf,-1s,1369
1518RP,2017-12-25 03:28:46,2017-12-25 03:38:46,putdown current shelf,process activity,robot,201r,shelf,-1s,1367
1710RP,2017-12-25 03:34:46,2017-12-25 03:40:46,move shelf from dock,process activity,robot,72r,shelf,143s,1374
2678RP,2017-12-25 03:33:46,2017-12-25 03:42:46,move shelf to dock,process activity,robot,153r,shelf,122s,1373
1401RP,2017-12-25 03:21:46,2017-12-25 03:44:46,move shelf from dock,process activity,robot,172r,shelf,32s,1358
3984RP,2017-12-25 03:42:46,2017-12-25 03:45:46,putdown current shelf,process activity,robot,107r,shelf,-1s,1390
602RP,2017-12-25 03:45:46,2017-12-25 03:50:46,putdown current shelf,process activity,robot,27r,shelf,-1s,1393
3533RP,2017-12-25 03:41:46,2017-12-25 03:51:46,putdown current shelf,process activity,robot,97r,shelf,-1s,1388
1042RP,2017-12-25 03:50:46,2017-12-25 03:52:46,putdown current shelf,process activity,robot,160r,shelf,-1s,1401
3984RP,2017-12-25 03:46:46,2017-12-25 03:52:46,go to approriate shelf,process activity,robot,107r,shelf,167s,1394
1518RP,2017-12-25 03:38:46,2017-12-25 03:53:46,go to approriate shelf,process activity,robot,201r,shelf,41s,1382
602RP,2017-12-25 03:51:46,2017-12-25 03:56:46,go to approriate shelf,process activity,robot,27r,shelf,11s,1402
3755RP,2017-12-25 03:38:46,2017-12-25 03:58:46,go to approriate shelf,process activity,robot,129r,shelf,79s,1381
2268RP,2017-12-25 03:46:46,2017-12-25 04:03:46,putdown current shelf,process activity,robot,112r,shelf,-1s,1395
3533RP,2017-12-25 03:52:46,2017-12-25 04:11:46,go to approriate shelf,process activity,robot,97r,shelf,95s,1404
3755RP,2017-12-25 04:01:46,2017-12-25 04:11:46,move shelf to dock,process activity,robot,129r,shelf,79s,1412
1042RP,2017-12-25 03:52:46,2017-12-25 04:13:46,go to approriate shelf,process activity,robot,160r,shelf,114s,1405
1166RP,2017-12-25 03:49:46,2017-12-25 04:15:46,move shelf from dock,process activity,robot,63r,shelf,125s,1398
602RP,2017-12-25 03:58:46,2017-12-25 04:16:46,move shelf to dock,process activity,robot,27r,shelf,11s,1410
2268RP,2017-12-25 04:03:46,2017-12-25 04:18:46,go to approriate shelf,process activity,robot,112r,shelf,19s,1415
3459RP,2017-12-25 04:12:46,2017-12-25 04:20:46,putdown current shelf,process activity,robot,220r,shelf,-1s,1429
2495RP,2017-12-25 04:11:46,2017-12-25 04:21:46,putdown current shelf,process activity,robot,233r,shelf,-1s,1427
3984RP,2017-12-25 04:03:46,2017-12-25 04:24:46,move shelf to dock,process activity,robot,107r,shelf,167s,1414
2764RP,2017-12-25 04:23:46,2017-12-25 04:29:46,putdown current shelf,process activity,robot,219r,shelf,-1s,1449
132RP,2017-12-25 04:22:46,2017-12-25 04:32:46,putdown current shelf,process activity,robot,61r,shelf,-1s,1445
