Chip,Timestamp,Item Id,Entry Id
shelfMoved,2017-12-25 01:31:50,4r,1327
shelfMoved,2017-12-25 01:34:50,3r,1330
shelfDelivered,2017-12-25 01:36:50,4r,1332
shelfMoved,2017-12-25 01:39:50,5r,1335
disposeShelf,2017-12-25 01:41:50,4r,1338
shelfDelivered,2017-12-25 01:44:50,3r,1342
shelfMoved,2017-12-25 01:48:50,8r,1348
disposeShelf,2017-12-25 01:49:50,3r,1350
shelfDelivered,2017-12-25 02:09:50,5r,1364
disposeShelf,2017-12-25 02:13:50,5r,1369
shelfDelivered,2017-12-25 02:14:50,8r,1371
disposeShelf,2017-12-25 02:19:50,8r,1379
shelfMoved,2017-12-25 02:26:50,1r,1386
shelfDelivered,2017-12-25 02:32:50,1r,1389
shelfMoved,2017-12-25 02:36:50,7r,1396
disposeShelf,2017-12-25 02:37:50,1r,1398
shelfMoved,2017-12-25 02:38:50,2r,1399
shelfMoved,2017-12-25 02:54:50,0r,1411
shelfDelivered,2017-12-25 02:59:50,2r,1419
shelfDelivered,2017-12-25 02:59:50,0r,1420
disposeShelf,2017-12-25 03:02:50,2r,1424
shelfMoved,2017-12-25 03:04:50,3r,1425
disposeShelf,2017-12-25 03:05:50,0r,1426
shelfDelivered,2017-12-25 03:07:50,7r,1431
disposeShelf,2017-12-25 03:14:50,7r,1442
shelfDelivered,2017-12-25 03:19:50,4r,1446
shelfMoved,2017-12-25 03:22:50,5r,1450
disposeShelf,2017-12-25 03:23:50,4r,1453
shelfDelivered,2017-12-25 03:34:50,3r,1458
disposeShelf,2017-12-25 03:40:50,3r,1466
shelfDelivered,2017-12-25 03:43:50,5r,1469
disposeShelf,2017-12-25 03:47:50,5r,1473
shelfMoved,2017-12-25 03:55:50,9r,1477
shelfDelivered,2017-12-25 04:07:50,8r,1482
shelfDelivered,2017-12-25 04:09:50,9r,1485
disposeShelf,2017-12-25 04:11:50,8r,1487
disposeShelf,2017-12-25 04:14:50,9r,1490
shelfMoved,2017-12-25 05:00:50,6r,1507
shelfMoved,2017-12-25 05:12:50,4r,1518
shelfDelivered,2017-12-25 05:15:50,6r,1522
disposeShelf,2017-12-25 05:19:50,6r,1525
shelfMoved,2017-12-25 05:33:50,5r,1536
shelfDelivered,2017-12-25 05:39:50,4r,1543
disposeShelf,2017-12-25 05:43:50,4r,1547
shelfDelivered,2017-12-25 05:57:50,5r,1556
disposeShelf,2017-12-25 06:01:50,5r,1560
shelfMoved,2017-12-25 06:15:50,9r,1565
shelfMoved,2017-12-25 06:34:50,8r,1573
shelfDelivered,2017-12-25 06:39:50,9r,1577
disposeShelf,2017-12-25 06:43:50,9r,1580
shelfDelivered,2017-12-25 06:57:50,8r,1589
disposeShelf,2017-12-25 07:00:50,8r,1594
