New Case Id,Case Id,New Event Id,Start Timestamp,End Timesstamp,Event Name,Event Type,Subjec Group,Subject Id,Object Group,Object Id,Event Id,shake,
503231,44CP,3,2017-12-25 01:15:53,2017-12-25 01:19:53,Request product,process activity,clerk,1c,product,44p,1314,
503231,44CP,4,2017-12-25 01:19:53,2017-12-25 01:19:53,Assgin robot,process activity,robot,2r,shelf,3s,1316,
503231,44RP,77,2017-12-25 01:20:53,2017-12-25 01:21:53,putdown current shelf,process activity,robot,2r,shelf,-1s,1319,
503231,44RP,80,2017-12-25 01:22:53,2017-12-25 01:27:53,go to approriate shelf,process activity,robot,2r,shelf,3s,1320,
503231,269,270,2017-12-25 01:27:53,2017-12-25 01:27:53,shelfMoved, , ,2r, , ,1328,
503231,44RP,88,2017-12-25 01:28:53,2017-12-25 01:47:53,move shelf to dock,process activity,robot,2r,shelf,3s,1329,shake,
503231,44RP,87,2017-12-25 01:42:53,2017-12-25 01:47:53,reduce speed,process activity,robot,2r,shelf,3s,1347,
503231,277,278,2017-12-25 01:49:53,2017-12-25 01:49:53,shelfDelivered, , ,2r, , ,1351,
503231,163,164,2017-12-25 01:52:53,2017-12-25 01:52:53,collector, , , , ,44p,1352,
503231,281,282,2017-12-25 01:54:53,2017-12-25 01:54:53,disposeShelf, , ,2r, , ,1357,
503231,44RP,95,2017-12-25 01:55:53,2017-12-25 02:09:53,move shelf from dock,process activity,robot,2r,shelf,3s,1360,
503231,44CP,19,2017-12-25 01:56:53,2017-12-25 01:56:53,check if the product was shaked,process activity,clerk,1c,product,44p,1361,
503231,165,166,2017-12-25 01:59:53,2017-12-25 01:59:53,extraCheck, , , , ,44p,1363,
503231,44CP,24,2017-12-25 02:19:53,2017-12-25 02:19:53,Product Delivered,process activity,clerk,1c,product,44p,1385,
503231,171,172,2017-12-25 02:19:53,2017-12-25 02:19:53,packageDone, , , , ,44p,1367,
848945,76CP,64,2017-12-25 05:36:53,2017-12-25 05:56:53,Request product,process activity,clerk,1c,product,76p,1552,
848945,76CP,65,2017-12-25 05:57:53,2017-12-25 05:57:53,Assgin robot,process activity,robot,4r,shelf,3s,1569,
848945,76RP,153,2017-12-25 05:59:53,2017-12-25 06:04:53,move shelf to dock,process activity,robot,4r,shelf,3s,1571,
848945,367,368,2017-12-25 06:06:53,2017-12-25 06:06:53,shelfDelivered, , ,4r, , ,1573,
848945,245,246,2017-12-25 06:08:53,2017-12-25 06:08:53,collector, , , , ,76p,1574,
848945,369,370,2017-12-25 06:09:53,2017-12-25 06:09:53,disposeShelf, , ,4r, , ,1575,
848945,76RP,155,2017-12-25 06:10:53,2017-12-25 06:24:53,move shelf from dock,process activity,robot,4r,shelf,3s,1576,
848945,76CP,73,2017-12-25 06:48:53,2017-12-25 06:48:53,check if the product was shaked,process activity,clerk,1c,product,76p,1591,
848945,257,258,2017-12-25 06:49:53,2017-12-25 06:49:53,extraCheck, , , , ,76p,1592,
848945,261,262,2017-12-25 07:02:53,2017-12-25 07:02:53,packageDone, , , , ,76p,1593,
848945,76CP,74,2017-12-25 07:03:53,2017-12-25 07:03:53,Product Delivered,process activity,clerk,1c,product,76p,1598,
898103,87CP,12,2017-12-25 01:23:53,2017-12-25 01:38:53,Request product,process activity,clerk,1c,product,87p,1322,
898103,87CP,13,2017-12-25 01:38:53,2017-12-25 01:38:53,Assgin robot,process activity,robot,7r,shelf,1s,1344,
898103,87RP,100,2017-12-25 02:21:53,2017-12-25 02:26:53,putdown current shelf,process activity,robot,7r,shelf,-1s,1388,
898103,87RP,104,2017-12-25 02:26:53,2017-12-25 02:35:53,go to approriate shelf,process activity,robot,7r,shelf,1s,1394,
898103,299,300,2017-12-25 02:36:53,2017-12-25 02:36:53,shelfMoved, , ,7r, , ,1403,
898103,87RP,114,2017-12-25 02:37:53,2017-12-25 03:05:53,move shelf to dock,process activity,robot,7r,shelf,1s,1404,shake,
898103,87RP,113,2017-12-25 02:52:53,2017-12-25 03:05:53,reduce speed,process activity,robot,7r,shelf,1s,1425,
898103,315,316,2017-12-25 03:06:53,2017-12-25 03:06:53,shelfDelivered, , ,7r, , ,1440,
898103,189,190,2017-12-25 03:10:53,2017-12-25 03:10:53,collector, , , , ,87p,1442,
898103,319,320,2017-12-25 03:11:53,2017-12-25 03:11:53,disposeShelf, , ,7r, , ,1446,
898103,87RP,119,2017-12-25 03:12:53,2017-12-25 03:19:53,move shelf from dock,process activity,robot,7r,shelf,1s,1447,
898103,87CP,41,2017-12-25 03:19:53,2017-12-25 03:19:53,check if the product was shaked,process activity,clerk,1c,product,87p,1455,
