Case Id,Start Timestamp,End Timesstamp,Event Name,Event Type,Subjec Group,Subject Id,Object Group,Object Id,Event Id
1733CP,2017-12-25 02:24:21,2017-12-25 02:26:21,Request product,process activity,clerk,1c,product,1733p,1311
1733CP,2017-12-25 02:26:21,2017-12-25 02:26:21,Assgin robot,process activity,robot,166r,shelf,59s,1313
3187CP,2017-12-25 02:29:21,2017-12-25 02:32:21,Request product,process activity,clerk,1c,product,3187p,1315
3187CP,2017-12-25 02:33:21,2017-12-25 02:33:21,Assgin robot,process activity,robot,240r,shelf,147s,1317
1212CP,2017-12-25 02:25:21,2017-12-25 02:33:21,Request product,process activity,clerk,1c,product,1212p,1312
1212CP,2017-12-25 02:34:21,2017-12-25 02:34:21,Assgin robot,process activity,robot,243r,shelf,168s,1319
3266CP,2017-12-25 02:42:21,2017-12-25 02:49:21,Request product,process activity,clerk,1c,product,3266p,1325
3266CP,2017-12-25 02:50:21,2017-12-25 02:50:21,Assgin robot,process activity,robot,60r,shelf,136s,1331
2420CP,2017-12-25 02:38:21,2017-12-25 02:55:21,Request product,process activity,clerk,1c,product,2420p,1323
2420CP,2017-12-25 02:55:21,2017-12-25 02:55:21,Assgin robot,process activity,robot,136r,shelf,161s,1341
1299CP,2017-12-25 02:35:21,2017-12-25 02:56:21,Request product,process activity,clerk,1c,product,1299p,1321
1299CP,2017-12-25 02:56:21,2017-12-25 02:56:21,Assgin robot,process activity,robot,81r,shelf,141s,1343
1212CP,2017-12-25 02:57:21,2017-12-25 02:58:21,check if the product was shaked,process activity,clerk,1c,product,1212p,1346
1212CP,2017-12-25 03:01:21,2017-12-25 03:02:21,Product Delivered,process activity,clerk,1c,product,1212p,1353
3713CP,2017-12-25 02:50:21,2017-12-25 03:03:21,Request product,process activity,clerk,1c,product,3713p,1332
362CP,2017-12-25 02:48:21,2017-12-25 03:07:21,Request product,process activity,clerk,1c,product,362p,1329
362CP,2017-12-25 03:08:21,2017-12-25 03:08:21,Assgin robot,process activity,robot,199r,shelf,141s,1361
3713CP,2017-12-25 03:08:21,2017-12-25 03:08:21,Assgin robot,process activity,robot,80r,shelf,13s,1362
2314CP,2017-12-25 02:55:21,2017-12-25 03:09:21,Request product,process activity,clerk,1c,product,2314p,1340
2314CP,2017-12-25 03:10:21,2017-12-25 03:10:21,Assgin robot,process activity,robot,108r,shelf,109s,1364
1733CP,2017-12-25 03:18:21,2017-12-25 03:18:21,check if the product was shaked,process activity,clerk,1c,product,1733p,1377
1727CP,2017-12-25 03:17:21,2017-12-25 03:22:21,Request product,process activity,clerk,1c,product,1727p,1375
1727CP,2017-12-25 03:22:21,2017-12-25 03:22:21,Assgin robot,process activity,robot,210r,shelf,0s,1384
2083CP,2017-12-25 03:11:21,2017-12-25 03:22:21,Request product,process activity,clerk,1c,product,2083p,1368
2083CP,2017-12-25 03:23:21,2017-12-25 03:23:21,Assgin robot,process activity,robot,98r,shelf,25s,1385
3460CP,2017-12-25 03:02:21,2017-12-25 03:30:21,Request product,process activity,clerk,1c,product,3460p,1355
3460CP,2017-12-25 03:30:21,2017-12-25 03:31:21,Assgin robot,process activity,robot,59r,shelf,72s,1394
840CP,2017-12-25 03:00:21,2017-12-25 03:31:21,Request product,process activity,clerk,1c,product,840p,1351
2067CP,2017-12-25 03:09:21,2017-12-25 03:33:21,Request product,process activity,clerk,1c,product,2067p,1363
2067CP,2017-12-25 03:34:21,2017-12-25 03:34:21,Assgin robot,process activity,robot,109r,shelf,154s,1398
840CP,2017-12-25 03:36:21,2017-12-25 03:36:21,Assgin robot,process activity,robot,144r,shelf,63s,1403
370CP,2017-12-25 03:21:21,2017-12-25 03:41:21,Request product,process activity,clerk,1c,product,370p,1383
370CP,2017-12-25 03:41:21,2017-12-25 03:41:21,Assgin robot,process activity,robot,192r,shelf,22s,1411
895CP,2017-12-25 03:30:21,2017-12-25 03:43:21,Request product,process activity,clerk,1c,product,895p,1393
895CP,2017-12-25 03:43:21,2017-12-25 03:43:21,Assgin robot,process activity,robot,167r,shelf,164s,1415
27CP,2017-12-25 03:21:21,2017-12-25 03:45:21,Request product,process activity,clerk,1c,product,27p,1382
27CP,2017-12-25 03:45:21,2017-12-25 03:45:21,Assgin robot,process activity,robot,170r,shelf,153s,1419
1733CP,2017-12-25 03:49:21,2017-12-25 03:49:21,Product Delivered,process activity,clerk,1c,product,1733p,1425
3187CP,2017-12-25 03:51:21,2017-12-25 03:51:21,check if the product was shaked,process activity,clerk,1c,product,3187p,1428
1691CP,2017-12-25 03:41:21,2017-12-25 03:58:21,Request product,process activity,clerk,1c,product,1691p,1410
1691CP,2017-12-25 03:59:21,2017-12-25 03:59:21,Assgin robot,process activity,robot,34r,shelf,111s,1442
2473CP,2017-12-25 03:34:21,2017-12-25 03:59:21,Request product,process activity,clerk,1c,product,2473p,1399
2473CP,2017-12-25 04:00:21,2017-12-25 04:00:21,Assgin robot,process activity,robot,63r,shelf,164s,1444
2282CP,2017-12-25 03:53:21,2017-12-25 04:00:21,Request product,process activity,clerk,1c,product,2282p,1431
2282CP,2017-12-25 04:00:21,2017-12-25 04:00:21,Assgin robot,process activity,robot,75r,shelf,135s,1445
1599CP,2017-12-25 03:46:21,2017-12-25 04:18:21,Request product,process activity,clerk,1c,product,1599p,1421
1599CP,2017-12-25 04:18:21,2017-12-25 04:18:21,Assgin robot,process activity,robot,196r,shelf,25s,1475
3112CP,2017-12-25 04:14:21,2017-12-25 04:20:21,Request product,process activity,clerk,1c,product,3112p,1465
3112CP,2017-12-25 04:20:21,2017-12-25 04:21:21,Assgin robot,process activity,robot,54r,shelf,117s,1480
508CP,2017-12-25 04:02:21,2017-12-25 04:27:21,Request product,process activity,clerk,1c,product,508p,1449
508CP,2017-12-25 04:28:21,2017-12-25 04:28:21,Assgin robot,process activity,robot,188r,shelf,153s,1491
2856CP,2017-12-25 04:01:21,2017-12-25 04:28:21,Request product,process activity,clerk,1c,product,2856p,1446
2856CP,2017-12-25 04:29:21,2017-12-25 04:29:21,Assgin robot,process activity,robot,114r,shelf,143s,1493
3451CP,2017-12-25 03:57:21,2017-12-25 04:30:21,Request product,process activity,clerk,1c,product,3451p,1439
3843CP,2017-12-25 04:16:21,2017-12-25 04:30:21,Request product,process activity,clerk,1c,product,3843p,1471
3843CP,2017-12-25 04:33:21,2017-12-25 04:33:21,Assgin robot,process activity,robot,113r,shelf,18s,1499
3451CP,2017-12-25 04:33:21,2017-12-25 04:33:21,Assgin robot,process activity,robot,238r,shelf,5s,1500
3691CP,2017-12-25 04:13:21,2017-12-25 04:39:21,Request product,process activity,clerk,1c,product,3691p,1462
3691CP,2017-12-25 04:42:21,2017-12-25 04:42:21,Assgin robot,process activity,robot,21r,shelf,26s,1512
3301CP,2017-12-25 04:19:21,2017-12-25 04:44:21,Request product,process activity,clerk,1c,product,3301p,1478
393CP,2017-12-25 04:44:21,2017-12-25 04:52:21,Request product,process activity,clerk,1c,product,393p,1518
393CP,2017-12-25 04:53:21,2017-12-25 04:53:21,Assgin robot,process activity,robot,26r,shelf,57s,1530
651CP,2017-12-25 04:47:21,2017-12-25 04:53:21,Request product,process activity,clerk,1c,product,651p,1522
3301CP,2017-12-25 04:58:21,2017-12-25 04:58:21,Assgin robot,process activity,robot,92r,shelf,88s,1537
1024CP,2017-12-25 04:36:21,2017-12-25 04:58:21,Request product,process activity,clerk,1c,product,1024p,1503
1024CP,2017-12-25 04:59:21,2017-12-25 04:59:21,Assgin robot,process activity,robot,176r,shelf,140s,1538
90CP,2017-12-25 04:22:21,2017-12-25 04:59:21,Request product,process activity,clerk,1c,product,90p,1483
90CP,2017-12-25 05:00:21,2017-12-25 05:00:21,Assgin robot,process activity,robot,181r,shelf,150s,1540
3806CP,2017-12-25 04:17:21,2017-12-25 05:02:21,Request product,process activity,clerk,1c,product,3806p,1472
3806CP,2017-12-25 05:02:21,2017-12-25 05:02:21,Assgin robot,process activity,robot,156r,shelf,21s,1543
3079CP,2017-12-25 04:43:21,2017-12-25 05:10:21,Request product,process activity,clerk,1c,product,3079p,1513
3079CP,2017-12-25 05:10:21,2017-12-25 05:10:21,Assgin robot,process activity,robot,66r,shelf,58s,1557
497CP,2017-12-25 05:08:21,2017-12-25 05:11:21,Request product,process activity,clerk,1c,product,497p,1554
651CP,2017-12-25 05:13:21,2017-12-25 05:13:21,Assgin robot,process activity,robot,175r,shelf,23s,1562
1922CP,2017-12-25 04:28:21,2017-12-25 05:13:21,Request product,process activity,clerk,1c,product,1922p,1492
1922CP,2017-12-25 05:14:21,2017-12-25 05:14:21,Assgin robot,process activity,robot,18r,shelf,158s,1563
3508CP,2017-12-25 04:52:21,2017-12-25 05:15:21,Request product,process activity,clerk,1c,product,3508p,1529
3508CP,2017-12-25 05:16:21,2017-12-25 05:16:21,Assgin robot,process activity,robot,218r,shelf,31s,1567
1011CP,2017-12-25 05:06:21,2017-12-25 05:17:21,Request product,process activity,clerk,1c,product,1011p,1549
1011CP,2017-12-25 05:17:21,2017-12-25 05:17:21,Assgin robot,process activity,robot,202r,shelf,106s,1571
497CP,2017-12-25 05:19:21,2017-12-25 05:19:21,Assgin robot,process activity,robot,172r,shelf,38s,1575
1106CP,2017-12-25 04:55:21,2017-12-25 05:20:21,Request product,process activity,clerk,1c,product,1106p,1534
1106CP,2017-12-25 05:20:21,2017-12-25 05:20:21,Assgin robot,process activity,robot,216r,shelf,79s,1576
1970CP,2017-12-25 05:05:21,2017-12-25 05:23:21,Request product,process activity,clerk,1c,product,1970p,1547
