Case Id,Start Timestamp,End Timesstamp,Event Name,Event Type,Subjec Group,Subject Id,Object Group,Object Id,Event Id
1751RP,2017-12-25 11:57:05,2017-12-25 11:59:05,putdown current shelf,process activity,robot,64r,shelf,-1s,1317
2226RP,2017-12-25 11:57:05,2017-12-25 12:02:05,putdown current shelf,process activity,robot,190r,shelf,-1s,1318
2226RP,2017-12-25 12:03:05,2017-12-25 12:05:05,go to approriate shelf,process activity,robot,190r,shelf,179s,1322
1751RP,2017-12-25 11:59:05,2017-12-25 12:08:05,go to approriate shelf,process activity,robot,64r,shelf,122s,1320
629RP,2017-12-25 12:12:05,2017-12-25 12:16:05,putdown current shelf,process activity,robot,196r,shelf,-1s,1332
556RP,2017-12-25 12:08:05,2017-12-25 12:17:05,putdown current shelf,process activity,robot,95r,shelf,-1s,1326
1751RP,2017-12-25 12:14:05,2017-12-25 12:18:05,reduce speed,process activity,robot,64r,shelf,122s,1334
1751RP,2017-12-25 12:10:05,2017-12-25 12:18:05,move shelf to dock,process activity,robot,64r,shelf,122s,1329
1320RP,2017-12-25 12:21:05,2017-12-25 12:24:05,putdown current shelf,process activity,robot,44r,shelf,-1s,1345
556RP,2017-12-25 12:17:05,2017-12-25 12:25:05,go to approriate shelf,process activity,robot,95r,shelf,191s,1338
3226RP,2017-12-25 12:18:05,2017-12-25 12:28:05,putdown current shelf,process activity,robot,172r,shelf,-1s,1339
629RP,2017-12-25 12:17:05,2017-12-25 12:30:05,go to approriate shelf,process activity,robot,196r,shelf,126s,1337
2226RP,2017-12-25 12:28:05,2017-12-25 12:34:05,reduce speed,process activity,robot,190r,shelf,179s,1353
2226RP,2017-12-25 12:07:05,2017-12-25 12:34:05,move shelf to dock,process activity,robot,190r,shelf,179s,1325
1725RP,2017-12-25 12:33:05,2017-12-25 12:38:05,putdown current shelf,process activity,robot,220r,shelf,-1s,1361
1320RP,2017-12-25 12:24:05,2017-12-25 12:39:05,go to approriate shelf,process activity,robot,44r,shelf,99s,1349
556RP,2017-12-25 12:27:05,2017-12-25 12:43:05,move shelf to dock,process activity,robot,95r,shelf,191s,1352
629RP,2017-12-25 12:32:05,2017-12-25 12:46:05,move shelf to dock,process activity,robot,196r,shelf,126s,1358
1320RP,2017-12-25 12:40:05,2017-12-25 12:50:05,move shelf to dock,process activity,robot,44r,shelf,99s,1371
1751RP,2017-12-25 12:33:05,2017-12-25 12:52:05,move shelf from dock,process activity,robot,64r,shelf,122s,1360
539RP,2017-12-25 12:36:05,2017-12-25 12:54:05,putdown current shelf,process activity,robot,81r,shelf,-1s,1364
3226RP,2017-12-25 12:28:05,2017-12-25 12:54:05,go to approriate shelf,process activity,robot,172r,shelf,158s,1354
5RP,2017-12-25 12:52:05,2017-12-25 12:58:05,putdown current shelf,process activity,robot,113r,shelf,-1s,1386
1725RP,2017-12-25 12:38:05,2017-12-25 12:59:05,go to approriate shelf,process activity,robot,220r,shelf,50s,1367
1061RP,2017-12-25 12:49:05,2017-12-25 13:20:05,putdown current shelf,process activity,robot,244r,shelf,-1s,1380
5RP,2017-12-25 12:59:05,2017-12-25 13:23:05,go to approriate shelf,process activity,robot,113r,shelf,172s,1395
539RP,2017-12-25 12:54:05,2017-12-25 13:27:05,go to approriate shelf,process activity,robot,81r,shelf,152s,1388
3226RP,2017-12-25 12:56:05,2017-12-25 13:30:05,move shelf to dock,process activity,robot,172r,shelf,158s,1390
2226RP,2017-12-25 12:43:05,2017-12-25 13:33:05,move shelf from dock,process activity,robot,190r,shelf,179s,1374
1061RP,2017-12-25 13:21:05,2017-12-25 13:34:05,go to approriate shelf,process activity,robot,244r,shelf,151s,1399
539RP,2017-12-25 13:29:05,2017-12-25 13:36:05,move shelf to dock,process activity,robot,81r,shelf,152s,1411
556RP,2017-12-25 13:23:05,2017-12-25 13:40:05,move shelf from dock,process activity,robot,95r,shelf,191s,1401
3865RP,2017-12-25 13:20:05,2017-12-25 13:41:05,putdown current shelf,process activity,robot,124r,shelf,-1s,1398
1725RP,2017-12-25 13:20:05,2017-12-25 13:42:05,move shelf to dock,process activity,robot,220r,shelf,50s,1397
1736RP,2017-12-25 13:36:05,2017-12-25 13:45:05,putdown current shelf,process activity,robot,215r,shelf,-1s,1422
135RP,2017-12-25 13:38:05,2017-12-25 13:46:05,putdown current shelf,process activity,robot,139r,shelf,-1s,1424
63RP,2017-12-25 13:34:05,2017-12-25 13:48:05,putdown current shelf,process activity,robot,8r,shelf,-1s,1418
5RP,2017-12-25 13:25:05,2017-12-25 13:48:05,move shelf to dock,process activity,robot,113r,shelf,172s,1405
3131RP,2017-12-25 13:33:05,2017-12-25 13:50:05,putdown current shelf,process activity,robot,201r,shelf,-1s,1417
1736RP,2017-12-25 13:45:05,2017-12-25 13:53:05,go to approriate shelf,process activity,robot,215r,shelf,122s,1439
