Case Id,Start Timestamp,End Timesstamp,Event Name,Event Type,Subjec Group,Subject Id,Object Group,Object Id,Event Id
1620CP,2017-12-25 02:23:03,2017-12-25 02:30:03,Request product,process activity,clerk,1c,product,1620p,1311
1620CP,2017-12-25 02:30:03,2017-12-25 02:30:03,Assgin robot,process activity,robot,109r,shelf,170s,1314
1219CP,2017-12-25 02:31:03,2017-12-25 02:36:03,Request product,process activity,clerk,1c,product,1219p,1316
1219CP,2017-12-25 02:37:03,2017-12-25 02:37:03,Assgin robot,process activity,robot,21r,shelf,23s,1319
1620CP,2017-12-25 02:46:03,2017-12-25 02:46:03,check if the product was shaked,process activity,clerk,1c,product,1620p,1329
2685CP,2017-12-25 02:47:03,2017-12-25 02:49:03,Request product,process activity,clerk,1c,product,2685p,1332
2685CP,2017-12-25 02:49:03,2017-12-25 02:49:03,Assgin robot,process activity,robot,195r,shelf,173s,1333
2013CP,2017-12-25 02:24:03,2017-12-25 02:49:03,Request product,process activity,clerk,1c,product,2013p,1312
2013CP,2017-12-25 02:50:03,2017-12-25 02:50:03,Assgin robot,process activity,robot,101r,shelf,45s,1335
1087CP,2017-12-25 02:27:03,2017-12-25 02:50:03,Request product,process activity,clerk,1c,product,1087p,1313
1087CP,2017-12-25 02:51:03,2017-12-25 02:51:03,Assgin robot,process activity,robot,222r,shelf,197s,1337
691CP,2017-12-25 02:52:03,2017-12-25 02:55:03,Request product,process activity,clerk,1c,product,691p,1338
691CP,2017-12-25 02:56:03,2017-12-25 02:56:03,Assgin robot,process activity,robot,87r,shelf,125s,1343
923CP,2017-12-25 02:35:03,2017-12-25 02:56:03,Request product,process activity,clerk,1c,product,923p,1318
923CP,2017-12-25 02:56:03,2017-12-25 02:56:03,Assgin robot,process activity,robot,42r,shelf,100s,1344
1620CP,2017-12-25 03:03:03,2017-12-25 03:03:03,Product Delivered,process activity,clerk,1c,product,1620p,1358
728CP,2017-12-25 02:41:03,2017-12-25 03:06:03,Request product,process activity,clerk,1c,product,728p,1324
728CP,2017-12-25 03:06:03,2017-12-25 03:06:03,Assgin robot,process activity,robot,90r,shelf,138s,1360
1151CP,2017-12-25 02:45:03,2017-12-25 03:11:03,Request product,process activity,clerk,1c,product,1151p,1327
1151CP,2017-12-25 03:14:03,2017-12-25 03:14:03,Assgin robot,process activity,robot,22r,shelf,1s,1369
1219CP,2017-12-25 03:16:03,2017-12-25 03:16:03,check if the product was shaked,process activity,clerk,1c,product,1219p,1372
3981CP,2017-12-25 02:57:03,2017-12-25 03:19:03,Request product,process activity,clerk,1c,product,3981p,1345
3981CP,2017-12-25 03:19:03,2017-12-25 03:19:03,Assgin robot,process activity,robot,30r,shelf,165s,1377
1674CP,2017-12-25 03:02:03,2017-12-25 03:22:03,Request product,process activity,clerk,1c,product,1674p,1355
