Shelf Id,Event Id,Timestamp, 
23s,1350,2017-12-25 02:59:03,
45s,1379,2017-12-25 03:20:03,
125s,1381,2017-12-25 03:20:03,
138s,1394,2017-12-25 03:30:03,
100s,1402,2017-12-25 03:33:03,
165s,1432,2017-12-25 03:51:03,
190s,1458,2017-12-25 04:09:03,
1s,1464,2017-12-25 04:11:03,
24s,1478,2017-12-25 04:23:03,
33s,1488,2017-12-25 04:29:03,
89s,1495,2017-12-25 04:32:03,
113s,1500,2017-12-25 04:36:03,
146s,1519,2017-12-25 04:46:03,
128s,1525,2017-12-25 04:50:03,
166s,1536,2017-12-25 04:57:03,
83s,1552,2017-12-25 05:09:03,
103s,1555,2017-12-25 05:10:03,
53s,1565,2017-12-25 05:18:03,
139s,1566,2017-12-25 05:18:03,
155s,1596,2017-12-25 05:36:03,
21s,1614,2017-12-25 05:48:03,
6s,1630,2017-12-25 05:57:03,
12s,1641,2017-12-25 06:05:03,
70s,1655,2017-12-25 06:13:03,
72s,1678,2017-12-25 06:25:03,
181s,1680,2017-12-25 06:26:03,
3s,1699,2017-12-25 06:38:03,
24s,1706,2017-12-25 06:41:03,
56s,1710,2017-12-25 06:44:03,
135s,1731,2017-12-25 06:56:03,
191s,1754,2017-12-25 07:12:03,
125s,1766,2017-12-25 07:19:03,
141s,1767,2017-12-25 07:19:03,
8s,1781,2017-12-25 07:29:03,
196s,1801,2017-12-25 07:41:03,
47s,1811,2017-12-25 07:48:03,
25s,1818,2017-12-25 07:52:03,
130s,1826,2017-12-25 07:59:03,
91s,1851,2017-12-25 08:16:03,
198s,1854,2017-12-25 08:17:03,
108s,1876,2017-12-25 08:32:03,
30s,1877,2017-12-25 08:32:03,
118s,1914,2017-12-25 08:56:03,
74s,1915,2017-12-25 08:56:03,
182s,1923,2017-12-25 09:03:03,
168s,1924,2017-12-25 09:03:03,
68s,1931,2017-12-25 09:08:03,
27s,1940,2017-12-25 09:14:03,
93s,1941,2017-12-25 09:14:03,
173s,1946,2017-12-25 09:16:03,
69s,1956,2017-12-25 09:23:03,
63s,1970,2017-12-25 09:32:03,
11s,1972,2017-12-25 09:32:03,
31s,2017,2017-12-25 09:59:03,
122s,2029,2017-12-25 10:05:03,
96s,2046,2017-12-25 10:15:03,
33s,2067,2017-12-25 10:32:03,
83s,2076,2017-12-25 10:39:03,
90s,2077,2017-12-25 10:39:03,
54s,2081,2017-12-25 10:42:03,
100s,2089,2017-12-25 10:47:03,
57s,2095,2017-12-25 10:51:03,
101s,2098,2017-12-25 10:52:03,
179s,2102,2017-12-25 10:54:03,
53s,2104,2017-12-25 10:55:03,
113s,2110,2017-12-25 10:57:03,
186s,2125,2017-12-25 11:08:03,
190s,2127,2017-12-25 11:08:03,
49s,2146,2017-12-25 11:20:03,
84s,2148,2017-12-25 11:21:03,
185s,2151,2017-12-25 11:22:03,
62s,2206,2017-12-25 11:58:03,
58s,2218,2017-12-25 12:06:03,
143s,2234,2017-12-25 12:13:03,
61s,2240,2017-12-25 12:17:03,
163s,2287,2017-12-25 12:47:03,
188s,2317,2017-12-25 13:03:03,
160s,2329,2017-12-25 13:12:03,
23s,2335,2017-12-25 13:15:03,
79s,2350,2017-12-25 13:25:03,
127s,2358,2017-12-25 13:30:03,
18s,2379,2017-12-25 13:44:03,
170s,2465,2017-12-25 14:48:03,
95s,2483,2017-12-25 14:58:03,
94s,2521,2017-12-25 15:22:03,
172s,2553,2017-12-25 15:45:03,
16s,2564,2017-12-25 15:53:03,
44s,2572,2017-12-25 16:00:03,
165s,2635,2017-12-25 16:42:03,
5s,2662,2017-12-25 17:01:03,
184s,2690,2017-12-25 17:22:03,
50s,2746,2017-12-25 17:48:03,
78s,2760,2017-12-25 17:56:03,
155s,2802,2017-12-25 18:26:03,
132s,2803,2017-12-25 18:26:03,
90s,2807,2017-12-25 18:28:03,
89s,2809,2017-12-25 18:29:03,
30s,2812,2017-12-25 18:31:03,
72s,2813,2017-12-25 18:31:03,
107s,2828,2017-12-25 18:44:03,
63s,2829,2017-12-25 18:44:03,
190s,2831,2017-12-25 18:44:03,
54s,2832,2017-12-25 18:44:03,
198s,2858,2017-12-25 19:07:03,
70s,2867,2017-12-25 19:12:03,
15s,2872,2017-12-25 19:16:03,
6s,2877,2017-12-25 19:18:03,
7s,2883,2017-12-25 19:21:03,
61s,2884,2017-12-25 19:21:03,
23s,2888,2017-12-25 19:25:03,
57s,2904,2017-12-25 19:39:03,
47s,2907,2017-12-25 19:41:03,
56s,2910,2017-12-25 19:43:03,
163s,2913,2017-12-25 19:45:03,
101s,2917,2017-12-25 19:49:03,
185s,2919,2017-12-25 19:50:03,
108s,2922,2017-12-25 19:53:03,
27s,2938,2017-12-25 20:02:03,
192s,2941,2017-12-25 20:03:03,
3s,2943,2017-12-25 20:04:03,
69s,2944,2017-12-25 20:04:03,
62s,2955,2017-12-25 20:12:03,
181s,2960,2017-12-25 20:14:03,
187s,2965,2017-12-25 20:17:03,
177s,2994,2017-12-25 20:35:03,
71s,2996,2017-12-25 20:37:03,
38s,3003,2017-12-25 20:41:03,
194s,3011,2017-12-25 20:45:03,
171s,3012,2017-12-25 20:45:03,
183s,3022,2017-12-25 20:50:03,
135s,3026,2017-12-25 20:52:03,
179s,3044,2017-12-25 21:03:03,
17s,3054,2017-12-25 21:07:03,
147s,3061,2017-12-25 21:11:03,
161s,3087,2017-12-25 21:26:03,
158s,3095,2017-12-25 21:32:03,
167s,3098,2017-12-25 21:33:03,
32s,3102,2017-12-25 21:34:03,
45s,3122,2017-12-25 21:50:03,
2s,3151,2017-12-25 22:09:03,
113s,3213,2017-12-25 22:51:03,
96s,3215,2017-12-25 22:51:03,
22s,3216,2017-12-25 22:51:03,
144s,3246,2017-12-25 23:11:03,
29s,3247,2017-12-25 23:11:03,
58s,3260,2017-12-25 23:18:03,
14s,3326,2017-12-26 00:03:03,
92s,3416,2017-12-26 01:08:03,
170s,3445,2017-12-26 01:28:03,
116s,3486,2017-12-26 02:12:03,
16s,3512,2017-12-26 02:36:03,
195s,3570,2017-12-26 04:03:03,
11s,3626,2017-12-26 04:38:03,
122s,3665,2017-12-26 05:08:03,
179s,3673,2017-12-26 05:14:03,
57s,3674,2017-12-26 05:14:03,
63s,3676,2017-12-26 05:15:03,
69s,3680,2017-12-26 05:16:03,
184s,3681,2017-12-26 05:16:03,
54s,3689,2017-12-26 05:24:03,
70s,3691,2017-12-26 05:26:03,
76s,3692,2017-12-26 05:26:03,
113s,3693,2017-12-26 05:26:03,
129s,3703,2017-12-26 05:37:03,
187s,3707,2017-12-26 05:40:03,
135s,3713,2017-12-26 05:42:03,
161s,3715,2017-12-26 05:43:03,
47s,3719,2017-12-26 05:45:03,
89s,3720,2017-12-26 05:45:03,
166s,3722,2017-12-26 05:46:03,
17s,3731,2017-12-26 05:51:03,
23s,3734,2017-12-26 05:53:03,
103s,3738,2017-12-26 05:56:03,
6s,3743,2017-12-26 05:59:03,
181s,3744,2017-12-26 05:59:03,
72s,3758,2017-12-26 06:05:03,
27s,3760,2017-12-26 06:06:03,
107s,3769,2017-12-26 06:11:03,
36s,3785,2017-12-26 06:23:03,
64s,3794,2017-12-26 06:29:03,
98s,3831,2017-12-26 06:52:03,
125s,3833,2017-12-26 06:54:03,
16s,3855,2017-12-26 07:09:03,
172s,3872,2017-12-26 07:18:03,
7s,3902,2017-12-26 07:39:03,
42s,3918,2017-12-26 07:49:03,
48s,3989,2017-12-26 09:07:03,
37s,4008,2017-12-26 09:38:03,
101s,4062,2017-12-26 10:40:03,
197s,4101,2017-12-26 12:05:03,
22s,4115,2017-12-26 12:27:03,
191s,4163,2017-12-26 13:20:03,
82s,4165,2017-12-26 13:22:03,
186s,4169,2017-12-26 13:25:03,
119s,4188,2017-12-26 13:38:03,
12s,4202,2017-12-26 13:51:03,
118s,4235,2017-12-26 14:31:03,
117s,4252,2017-12-26 14:57:03,
156s,4284,2017-12-26 15:32:03,
53s,4319,2017-12-26 16:07:03,
43s,4335,2017-12-26 16:27:03,
44s,4341,2017-12-26 16:31:03,
124s,4362,2017-12-26 16:47:03,
50s,4391,2017-12-26 17:24:03,
133s,4425,2017-12-26 18:05:03,
91s,4453,2017-12-26 18:30:03,
71s,4472,2017-12-26 18:46:03,
4s,4476,2017-12-26 18:47:03,
178s,4488,2017-12-26 18:56:03,
