Case Id,Start Timestamp,End Timesstamp,Event Name,Event Type,Subjec Group,Subject Id,Object Group,Object Id,Event Id
434CP,2017-12-25 02:32:04,2017-12-25 02:34:04,Request product,process activity,clerk,1c,product,434p,1313
434CP,2017-12-25 02:34:04,2017-12-25 02:35:04,Assgin robot,process activity,robot,148r,shelf,32s,1314
1230CP,2017-12-25 02:45:04,2017-12-25 02:49:04,Request product,process activity,clerk,1c,product,1230p,1319
1230CP,2017-12-25 02:50:04,2017-12-25 02:50:04,Assgin robot,process activity,robot,213r,shelf,3s,1320
1723CP,2017-12-25 02:27:04,2017-12-25 02:53:04,Request product,process activity,clerk,1c,product,1723p,1311
1723CP,2017-12-25 02:53:04,2017-12-25 02:53:04,Assgin robot,process activity,robot,117r,shelf,158s,1325
1179CP,2017-12-25 02:28:04,2017-12-25 02:53:04,Request product,process activity,clerk,1c,product,1179p,1312
1179CP,2017-12-25 02:54:04,2017-12-25 02:54:04,Assgin robot,process activity,robot,90r,shelf,3s,1326
1320CP,2017-12-25 02:36:04,2017-12-25 02:57:04,Request product,process activity,clerk,1c,product,1320p,1316
1320CP,2017-12-25 02:57:04,2017-12-25 02:57:04,Assgin robot,process activity,robot,203r,shelf,145s,1330
505CP,2017-12-25 02:40:04,2017-12-25 02:57:04,Request product,process activity,clerk,1c,product,505p,1318
505CP,2017-12-25 02:58:04,2017-12-25 02:58:04,Assgin robot,process activity,robot,15r,shelf,111s,1331
2442CP,2017-12-25 02:50:04,2017-12-25 03:01:04,Request product,process activity,clerk,1c,product,2442p,1321
2442CP,2017-12-25 03:02:04,2017-12-25 03:02:04,Assgin robot,process activity,robot,80r,shelf,87s,1337
232CP,2017-12-25 02:55:04,2017-12-25 03:07:04,Request product,process activity,clerk,1c,product,232p,1328
232CP,2017-12-25 03:08:04,2017-12-25 03:08:04,Assgin robot,process activity,robot,239r,shelf,154s,1345
434CP,2017-12-25 03:16:04,2017-12-25 03:16:04,check if the product was shaked,process activity,clerk,1c,product,434p,1357
3418CP,2017-12-25 03:01:04,2017-12-25 03:20:04,Request product,process activity,clerk,1c,product,3418p,1336
3418CP,2017-12-25 03:20:04,2017-12-25 03:20:04,Assgin robot,process activity,robot,193r,shelf,69s,1363
951CP,2017-12-25 03:07:04,2017-12-25 03:22:04,Request product,process activity,clerk,1c,product,951p,1343
951CP,2017-12-25 03:22:04,2017-12-25 03:22:04,Assgin robot,process activity,robot,45r,shelf,105s,1366
3905CP,2017-12-25 03:22:04,2017-12-25 03:26:04,Request product,process activity,clerk,1c,product,3905p,1365
3905CP,2017-12-25 03:26:04,2017-12-25 03:26:04,Assgin robot,process activity,robot,87r,shelf,53s,1375
3783CP,2017-12-25 03:14:04,2017-12-25 03:31:04,Request product,process activity,clerk,1c,product,3783p,1355
3783CP,2017-12-25 03:32:04,2017-12-25 03:32:04,Assgin robot,process activity,robot,225r,shelf,184s,1382
2142CP,2017-12-25 03:11:04,2017-12-25 03:33:04,Request product,process activity,clerk,1c,product,2142p,1349
2142CP,2017-12-25 03:33:04,2017-12-25 03:33:04,Assgin robot,process activity,robot,39r,shelf,166s,1385
3911CP,2017-12-25 03:25:04,2017-12-25 03:40:04,Request product,process activity,clerk,1c,product,3911p,1374
3911CP,2017-12-25 03:41:04,2017-12-25 03:41:04,Assgin robot,process activity,robot,173r,shelf,96s,1397
434CP,2017-12-25 03:41:04,2017-12-25 03:41:04,Product Delivered,process activity,clerk,1c,product,434p,1398
228CP,2017-12-25 03:23:04,2017-12-25 03:43:04,Request product,process activity,clerk,1c,product,228p,1367
228CP,2017-12-25 03:44:04,2017-12-25 03:44:04,Assgin robot,process activity,robot,20r,shelf,98s,1404
1723CP,2017-12-25 03:48:04,2017-12-25 03:48:04,check if the product was shaked,process activity,clerk,1c,product,1723p,1411
882CP,2017-12-25 03:39:04,2017-12-25 03:49:04,Request product,process activity,clerk,1c,product,882p,1394
882CP,2017-12-25 03:49:04,2017-12-25 03:49:04,Assgin robot,process activity,robot,154r,shelf,22s,1412
461CP,2017-12-25 03:29:04,2017-12-25 03:51:04,Request product,process activity,clerk,1c,product,461p,1378
461CP,2017-12-25 03:55:04,2017-12-25 03:55:04,Assgin robot,process activity,robot,21r,shelf,66s,1422
1160CP,2017-12-25 03:32:04,2017-12-25 03:59:04,Request product,process activity,clerk,1c,product,1160p,1383
1160CP,2017-12-25 03:59:04,2017-12-25 03:59:04,Assgin robot,process activity,robot,70r,shelf,147s,1428
478CP,2017-12-25 03:42:04,2017-12-25 04:07:04,Request product,process activity,clerk,1c,product,478p,1400
682CP,2017-12-25 03:50:04,2017-12-25 04:11:04,Request product,process activity,clerk,1c,product,682p,1413
682CP,2017-12-25 04:14:04,2017-12-25 04:14:04,Assgin robot,process activity,robot,62r,shelf,45s,1449
3225CP,2017-12-25 03:53:04,2017-12-25 04:14:04,Request product,process activity,clerk,1c,product,3225p,1419
3225CP,2017-12-25 04:15:04,2017-12-25 04:15:04,Assgin robot,process activity,robot,41r,shelf,73s,1451
478CP,2017-12-25 04:16:04,2017-12-25 04:16:04,Assgin robot,process activity,robot,243r,shelf,74s,1453
2957CP,2017-12-25 04:12:04,2017-12-25 04:19:04,Request product,process activity,clerk,1c,product,2957p,1446
1251CP,2017-12-25 04:17:04,2017-12-25 04:31:04,Request product,process activity,clerk,1c,product,1251p,1455
1293CP,2017-12-25 04:00:04,2017-12-25 04:32:04,Request product,process activity,clerk,1c,product,1293p,1429
1293CP,2017-12-25 04:32:04,2017-12-25 04:32:04,Assgin robot,process activity,robot,170r,shelf,18s,1475
1723CP,2017-12-25 04:35:04,2017-12-25 04:35:04,Product Delivered,process activity,clerk,1c,product,1723p,1480
2957CP,2017-12-25 04:36:04,2017-12-25 04:36:04,Assgin robot,process activity,robot,55r,shelf,113s,1481
2062CP,2017-12-25 04:13:04,2017-12-25 04:38:04,Request product,process activity,clerk,1c,product,2062p,1448
1320CP,2017-12-25 04:39:04,2017-12-25 04:39:04,check if the product was shaked,process activity,clerk,1c,product,1320p,1485
1251CP,2017-12-25 04:42:04,2017-12-25 04:42:04,Assgin robot,process activity,robot,161r,shelf,0s,1491
2384CP,2017-12-25 04:33:04,2017-12-25 04:47:04,Request product,process activity,clerk,1c,product,2384p,1478
2384CP,2017-12-25 04:48:04,2017-12-25 04:48:04,Assgin robot,process activity,robot,171r,shelf,147s,1504
2062CP,2017-12-25 04:54:04,2017-12-25 04:54:04,Assgin robot,process activity,robot,43r,shelf,184s,1510
871CP,2017-12-25 04:38:04,2017-12-25 05:12:04,Request product,process activity,clerk,1c,product,871p,1484
3555CP,2017-12-25 04:46:04,2017-12-25 05:14:04,Request product,process activity,clerk,1c,product,3555p,1501
3555CP,2017-12-25 05:14:04,2017-12-25 05:14:04,Assgin robot,process activity,robot,210r,shelf,156s,1536
651CP,2017-12-25 04:31:04,2017-12-25 05:15:04,Request product,process activity,clerk,1c,product,651p,1472
651CP,2017-12-25 05:15:04,2017-12-25 05:15:04,Assgin robot,process activity,robot,11r,shelf,19s,1537
871CP,2017-12-25 05:17:04,2017-12-25 05:17:04,Assgin robot,process activity,robot,8r,shelf,121s,1541
1749CP,2017-12-25 05:02:04,2017-12-25 05:21:04,Request product,process activity,clerk,1c,product,1749p,1523
1749CP,2017-12-25 05:22:04,2017-12-25 05:22:04,Assgin robot,process activity,robot,38r,shelf,128s,1550
1097CP,2017-12-25 04:47:04,2017-12-25 05:22:04,Request product,process activity,clerk,1c,product,1097p,1503
1097CP,2017-12-25 05:23:04,2017-12-25 05:23:04,Assgin robot,process activity,robot,66r,shelf,199s,1552
3713CP,2017-12-25 05:08:04,2017-12-25 05:31:04,Request product,process activity,clerk,1c,product,3713p,1531
3713CP,2017-12-25 05:31:04,2017-12-25 05:31:04,Assgin robot,process activity,robot,123r,shelf,76s,1567
2079CP,2017-12-25 05:01:04,2017-12-25 05:32:04,Request product,process activity,clerk,1c,product,2079p,1519
2079CP,2017-12-25 05:32:04,2017-12-25 05:32:04,Assgin robot,process activity,robot,104r,shelf,29s,1571
2792CP,2017-12-25 05:22:04,2017-12-25 05:34:04,Request product,process activity,clerk,1c,product,2792p,1551
2792CP,2017-12-25 05:35:04,2017-12-25 05:35:04,Assgin robot,process activity,robot,245r,shelf,74s,1576
3389CP,2017-12-25 05:16:04,2017-12-25 05:39:04,Request product,process activity,clerk,1c,product,3389p,1539
