Shelf Id,Event Id,Timestamp, 
31s,1340,2017-12-25 03:02:45,
30s,1347,2017-12-25 03:06:45,
17s,1360,2017-12-25 03:15:45,
186s,1386,2017-12-25 03:31:45,
43s,1398,2017-12-25 03:40:45,
168s,1400,2017-12-25 03:40:45,
77s,1409,2017-12-25 03:47:45,
85s,1418,2017-12-25 03:51:45,
49s,1427,2017-12-25 03:56:45,
53s,1428,2017-12-25 03:56:45,
76s,1447,2017-12-25 04:07:45,
198s,1463,2017-12-25 04:18:45,
170s,1485,2017-12-25 04:33:45,
160s,1487,2017-12-25 04:33:45,
174s,1496,2017-12-25 04:40:45,
28s,1517,2017-12-25 04:54:45,
143s,1544,2017-12-25 05:13:45,
90s,1551,2017-12-25 05:16:45,
37s,1576,2017-12-25 05:30:45,
152s,1578,2017-12-25 05:31:45,
130s,1584,2017-12-25 05:36:45,
178s,1592,2017-12-25 05:41:45,
193s,1594,2017-12-25 05:42:45,
190s,1606,2017-12-25 05:50:45,
48s,1645,2017-12-25 06:16:45,
122s,1647,2017-12-25 06:16:45,
88s,1650,2017-12-25 06:17:45,
112s,1658,2017-12-25 06:22:45,
1s,1660,2017-12-25 06:22:45,
109s,1680,2017-12-25 06:34:45,
132s,1692,2017-12-25 06:40:45,
78s,1694,2017-12-25 06:41:45,
0s,1712,2017-12-25 06:52:45,
27s,1714,2017-12-25 06:53:45,
153s,1746,2017-12-25 07:14:45,
133s,1761,2017-12-25 07:24:45,
29s,1763,2017-12-25 07:25:45,
162s,1772,2017-12-25 07:31:45,
173s,1791,2017-12-25 07:42:45,
187s,1802,2017-12-25 07:49:45,
86s,1826,2017-12-25 08:04:45,
110s,1831,2017-12-25 08:07:45,
7s,1835,2017-12-25 08:10:45,
20s,1836,2017-12-25 08:10:45,
92s,1851,2017-12-25 08:21:45,
64s,1857,2017-12-25 08:25:45,
170s,1861,2017-12-25 08:26:45,
23s,1863,2017-12-25 08:28:45,
11s,1870,2017-12-25 08:31:45,
111s,1902,2017-12-25 08:51:45,
2s,1906,2017-12-25 08:53:45,
186s,1912,2017-12-25 08:58:45,
96s,1919,2017-12-25 09:04:45,
95s,1922,2017-12-25 09:07:45,
139s,1937,2017-12-25 09:16:45,
77s,1939,2017-12-25 09:16:45,
71s,1963,2017-12-25 09:35:45,
164s,1964,2017-12-25 09:35:45,
116s,1966,2017-12-25 09:36:45,
103s,1970,2017-12-25 09:37:45,
16s,1971,2017-12-25 09:38:45,
39s,1973,2017-12-25 09:38:45,
127s,1984,2017-12-25 09:45:45,
67s,2023,2017-12-25 10:10:45,
72s,2069,2017-12-25 10:41:45,
146s,2086,2017-12-25 10:54:45,
147s,2087,2017-12-25 10:54:45,
113s,2106,2017-12-25 11:06:45,
10s,2109,2017-12-25 11:07:45,
44s,2116,2017-12-25 11:12:45,
94s,2143,2017-12-25 11:31:45,
141s,2154,2017-12-25 11:38:45,
8s,2163,2017-12-25 11:45:45,
66s,2178,2017-12-25 11:56:45,
136s,2226,2017-12-25 12:30:45,
81s,2282,2017-12-25 13:07:45,
61s,2295,2017-12-25 13:17:45,
34s,2354,2017-12-25 14:00:45,
103s,2431,2017-12-25 14:48:45,
20s,2432,2017-12-25 14:49:45,
56s,2449,2017-12-25 15:02:45,
78s,2450,2017-12-25 15:02:45,
110s,2455,2017-12-25 15:06:45,
153s,2464,2017-12-25 15:13:45,
190s,2475,2017-12-25 15:21:45,
89s,2480,2017-12-25 15:25:45,
122s,2488,2017-12-25 15:31:45,
112s,2493,2017-12-25 15:35:45,
29s,2497,2017-12-25 15:38:45,
7s,2502,2017-12-25 15:41:45,
155s,2503,2017-12-25 15:41:45,
0s,2504,2017-12-25 15:41:45,
