Chip,Timestamp,Item Id,Entry Id
shelfMoved,2017-12-25 02:59:45,224r,1333
shelfMoved,2017-12-25 03:05:45,14r,1343
shelfMoved,2017-12-25 03:09:45,8r,1350
shelfMoved,2017-12-25 03:12:45,103r,1354
shelfDelivered,2017-12-25 03:17:45,224r,1362
shelfMoved,2017-12-25 03:21:45,29r,1370
shelfMoved,2017-12-25 03:22:45,73r,1372
shelfMoved,2017-12-25 03:23:45,19r,1373
disposeShelf,2017-12-25 03:27:45,224r,1379
shelfMoved,2017-12-25 03:29:45,35r,1382
shelfDelivered,2017-12-25 03:33:45,8r,1389
shelfMoved,2017-12-25 03:35:45,121r,1391
shelfMoved,2017-12-25 03:37:45,133r,1394
shelfDelivered,2017-12-25 03:39:45,14r,1396
shelfDelivered,2017-12-25 03:43:45,103r,1403
shelfDelivered,2017-12-25 03:44:45,19r,1404
shelfDelivered,2017-12-25 03:52:45,35r,1419
shelfDelivered,2017-12-25 03:56:45,73r,1426
shelfMoved,2017-12-25 03:58:45,115r,1430
shelfDelivered,2017-12-25 04:01:45,29r,1435
shelfMoved,2017-12-25 04:05:45,92r,1440
shelfMoved,2017-12-25 04:09:45,79r,1448
shelfDelivered,2017-12-25 04:11:45,133r,1450
shelfDelivered,2017-12-25 04:17:45,79r,1461
shelfDelivered,2017-12-25 04:21:45,121r,1466
shelfDelivered,2017-12-25 04:23:45,92r,1469
shelfMoved,2017-12-25 04:25:45,248r,1472
shelfMoved,2017-12-25 04:27:45,4r,1475
disposeShelf,2017-12-25 04:30:45,19r,1478
shelfDelivered,2017-12-25 04:37:45,115r,1492
shelfMoved,2017-12-25 04:38:45,183r,1493
shelfMoved,2017-12-25 04:43:45,184r,1502
disposeShelf,2017-12-25 04:45:45,8r,1505
shelfMoved,2017-12-25 04:47:45,222r,1507
shelfMoved,2017-12-25 04:49:45,239r,1510
shelfDelivered,2017-12-25 04:53:45,184r,1515
disposeShelf,2017-12-25 04:57:45,35r,1520
shelfDelivered,2017-12-25 04:59:45,4r,1522
shelfDelivered,2017-12-25 05:04:45,183r,1530
